³¯Â¥,Y,Áö¼ö½Ã°¡,Áö¼ö°í°¡,Áö¼öÀú°¡,Áö¼öÁ¾°¡,°Å·¡·®,°Å·¡´ë±Ý,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,ÀÚº»±Ý,¿Ü±¹ÀÎº¸À¯ÁÖ½Ä¼ö,¿Ü±¹ÀÎº¸À¯½Ã°¡ÃÑ¾×,½Å¿ë°Å·¡Á¾¸ñ¼ö,½Å¿ë°¡´ÉÁ¾¸ñ°Å·¡·®,½Å¿ëÀÚ·áÀÏÀÚ,ÀüÃ¼Á¾¸ñ¼ö,È¸»ç¼ö,°Å·¡Çü¼ºÁ¾¸ñ¼ö,»ó½ÂÁ¾¸ñ¼ö,ÇÏ¶ôÁ¾¸ñ¼ö,º¸ÇÕÁ¾¸ñ¼ö,»óÇÑÁ¾¸ñ¼ö,ÇÏÇÑÁ¾¸ñ¼ö,¿¬ÁßÃÖ°í°¡Á¾¸ñ¼ö,¿¬ÁßÃÖÀú°¡Á¾¸ñ¼ö,25ÀÏÀÌÆò»óÈ¸Á¾¸ñ°Ç¼ö,25ÀÏÀÌÆòÇÏÈ¸Á¾¸ñ°Ç¼ö,52ÁÖ½Å°í°¡Á¾¸ñ¼ö,52ÁÖ½ÅÀú°¡Á¾¸ñ¼ö,¹è´ç ¼öÀÍÀ²
2011-06-09,ÇÏ¶ô,2076.7,2088.82,2067.58,2071.42,283662200,7393645,34646964,1163744258,96714411,5658555,375890984,1010,295322949,20110607,926,780,882,455,352,83,14,1,0,0,596,424,12,33,0
2011-06-10,ÇÏ¶ô,2085.85,2093.94,2045.24,2046.67,265874300,7181166,34647820,1150248424,96716018,5756485,373329926,1011,284819060,20110608,927,781,882,283,536,76,11,2,0,0,587,434,10,37,0
2011-06-13,ÇÏ¶ô,2030.54,2057.65,2025.42,2048.74,218484500,5608763,34648474,1151153827,96716672,5755691,374391757,1011,237038757,20110609,927,781,882,274,551,64,6,4,0,0,588,433,12,81,0
2011-06-14,ÇÏ¶ô,2045.22,2082.25,2040.69,2076.83,209519200,6201674,34648474,1167172552,96716672,5759990,379583331,1011,231747189,20110610,927,781,895,512,302,84,5,0,0,0,589,432,13,48,0
2011-06-15,ÇÏ¶ô,2087.96,2091,2064.82,2086.53,229155900,6080611,34677732,1172762618,96745830,5761987,381032311,1012,234643184,20110613,928,782,891,495,307,99,10,1,0,0,599,423,15,35,0
2011-06-16,»ó½Â,2057.16,2068.17,2043.81,2046.63,234157600,5887030,34677854,1150630651,96746380,5761316,373587610,1012,249059741,20110614,928,782,889,228,595,74,7,4,0,0,595,427,11,58,0
2011-06-17,»ó½Â,2057.46,2058.67,2008.84,2031.93,282482800,8101624,34677857,1142098433,96746395,5764474,369242499,1012,305473251,20110615,928,782,893,393,419,87,7,1,0,0,591,431,15,74,0
2011-06-20,»ó½Â,2034.35,2047.12,2017.52,2019.65,229183500,6377177,34693480,1134887988,96824512,5764662,366305237,1012,244658973,20110616,928,782,889,407,426,63,12,1,0,0,589,433,17,59,0
2011-06-21,»ó½Â,2041.15,2051.19,2015.86,2048.17,278609700,6813489,34707866,1150933541,96833125,5762715,372142754,1014,298599813,20110617,929,783,885,515,294,84,8,1,0,0,595,429,16,34,0
2011-06-22,»ó½Â,2066.91,2074.46,2059.36,2063.9,263839400,6353156,34707910,1159768464,96833334,5763520,374387747,1014,275045858,20110620,929,783,889,536,276,85,13,1,0,0,597,427,14,8,0
2011-06-23,»ó½Â,2048.06,2064.96,2048.06,2055.86,259637800,5407198,34711423,1155197052,96835148,5762178,372264644,1014,260566078,20110621,929,783,889,354,454,85,7,1,0,0,598,426,11,10,0
2011-06-24,»ó½Â,2063.92,2090.82,2062.26,2090.81,294101700,8104801,34689496,1174795233,96813462,5766089,379329664,1014,315069602,20110622,928,782,890,605,221,71,7,2,0,0,605,418,7,8,0
2011-06-27,»ó½Â,2076.01,2076.94,2058.4,2070.29,246532300,4958946,34689514,1163016185,96813555,5762325,375152452,1014,270867523,20110623,928,782,884,296,505,95,6,1,0,0,601,422,5,7,0
2011-06-28,»ó½Â,2092.94,2099.94,2062.91,2062.91,328640100,5870037,34689633,1158896707,96813615,5761207,374357236,1014,348635966,20110624,928,782,886,396,414,79,6,4,0,0,604,419,7,5,0
2011-06-29,»ó½Â,2097.87,2098.95,2081.71,2094.42,256146400,5915863,34713268,1177629254,96931782,5771179,380152051,1016,276879437,20110627,929,783,890,497,316,81,8,1,0,0,602,422,7,8,0
2011-06-30,»ó½Â,2103.59,2105.47,2091.09,2100.69,257291200,6428419,34811290,1183469295,97421699,5783728,381424113,1017,276630242,20110628,930,784,890,513,299,84,7,1,0,0,607,418,22,6,0
2011-07-01,»ó½Â,2120.03,2131.67,2116.68,2125.74,273414000,6811813,34811294,1197691903,97421717,5787700,386541644,1017,290415501,20110629,930,784,892,489,334,75,4,0,0,0,612,413,25,5,0
2011-07-04,»ó½Â,2143.24,2153.29,2141.98,2145.3,290459100,6760170,34811294,1208899353,97421717,5788105,390938653,1017,305533976,20110630,930,784,888,516,307,73,6,0,0,0,612,413,25,4,0
2011-07-05,ÇÏ¶ô,2149.4,2163.37,2145.87,2161.75,284884900,6460079,34811329,1218330864,97421735,5792330,394732366,1017,302741048,20110701,930,784,887,489,324,83,2,0,0,0,611,414,24,3,0
2011-07-06,ÇÏ¶ô,2156.94,2171.19,2155.33,2171.19,275939900,7277886,34811331,1223542027,97421736,5795071,396483727,1017,287596696,20110704,930,784,889,456,351,86,10,1,0,0,615,410,31,1,0
2011-07-07,ÇÏ¶ô,2167.18,2184.94,2165.15,2180.59,355587100,8239764,34821460,1228757573,97447192,5805815,397727163,1017,372980680,20110705,930,784,888,481,332,80,9,0,0,0,624,401,39,2,0
2011-07-08,ÇÏ¶ô,2192.83,2192.83,2173.96,2180.35,323023900,9318017,34881532,1228916647,97747551,5838987,399593148,1017,339400780,20110706,930,784,893,402,428,71,8,0,0,0,627,398,27,3,0
2011-07-11,ÇÏ¶ô,2167.94,2171.29,2151.84,2157.16,240690700,5615932,34881593,1216062170,97748079,5840582,394777624,1017,258982912,20110707,930,784,889,337,479,80,11,0,0,0,626,399,24,3,0
2011-07-12,»ó½Â,2131.07,2136.98,2107.95,2109.73,286417000,6246442,34890302,1189654997,97753772,5834249,385765793,1017,313498832,20110708,930,784,888,161,685,47,9,6,0,0,619,406,22,7,0
2011-07-13,»ó½Â,2117.12,2129.64,2107.63,2129.64,306086900,6569547,34890304,1200628389,97753773,5831031,388867411,1017,329229082,20110711,930,784,890,522,300,72,12,1,0,0,624,401,26,5,0
2011-07-14,»ó½Â,2119.06,2130.08,2105.24,2130.07,307417600,8198559,34900491,1201192340,97804319,5829362,387811590,1018,337520336,20110712,932,786,884,431,383,85,10,4,0,0,625,402,37,10,0
2011-07-15,»ó½Â,2123.57,2145.2,2123,2145.2,272102700,6111820,34900508,1209584112,97804402,5829081,389635252,1018,293622245,20110713,932,786,889,578,254,68,8,0,0,0,629,398,39,4,0
2011-07-18,»ó½Â,2149.97,2149.97,2121.73,2130.48,329000900,6095541,34378009,1201282996,97766693,5804672,385711076,1023,352190887,20110714,931,785,893,460,349,91,5,1,0,0,632,399,60,10,0
2011-07-19,»ó½Â,2127.13,2140.44,2123.43,2130.21,303460100,6156963,34459497,1201201489,97807437,5800811,385088694,1024,322717341,20110715,932,786,897,464,347,91,4,2,0,0,636,396,54,8,0
2011-07-20,»ó½Â,2158.88,2164.22,2149.25,2154.95,373913900,8387523,34459631,1215223404,97808104,5792389,390814650,1024,393010406,20110718,932,786,898,538,309,60,10,0,0,0,644,388,62,4,0
2011-07-21,»ó½Â,2153.94,2155.49,2135.66,2145.04,362339700,7342151,34460224,1209551459,97810777,5790328,389250922,1024,378758399,20110719,932,786,905,341,500,69,9,2,0,0,643,389,37,0,0
2011-07-22,ÇÏ¶ô,2162,2171.24,2153.49,2171.23,412963800,7351117,34502116,1224620561,97831723,5794476,393788053,1025,430698936,20110720,933,787,903,588,246,76,10,0,0,0,646,387,49,4,0
2011-07-25,»ó½Â,2154,2158.35,2146.99,2150.48,341968600,5931765,34502116,1213021926,97831723,5793912,390282242,1025,360338044,20110721,933,787,891,335,489,79,7,0,0,0,642,391,45,3,0
2011-07-26,ÇÏ¶ô,2163.08,2168.7,2148.22,2168.7,330150600,6704314,34502179,1223228482,97832037,5795740,393758460,1025,345273370,20110722,933,787,898,527,317,62,3,0,0,0,648,385,36,3,0
2011-07-27,ÇÏ¶ô,2152.66,2174.73,2151.84,2174.31,297092300,6319514,34504366,1226284498,97834656,5794709,394682116,1026,312525641,20110725,933,787,902,466,376,68,9,1,0,0,651,383,43,4,0
2011-07-28,ÇÏ¶ô,2138.61,2160.44,2138.61,2155.85,299515000,5882751,34504571,1215976556,97835476,5789190,390624512,1026,319125211,20110726,933,787,889,353,477,67,9,1,0,0,650,384,36,2,0
2011-07-29,ÇÏ¶ô,2159.27,2159.27,2133.21,2133.21,328774000,6020141,34514203,1203578276,97845334,5782375,386844601,1026,351051109,20110727,933,787,887,340,487,72,9,1,0,0,643,391,43,3,0
2011-08-01,ÇÏ¶ô,2160.09,2173.28,2158.24,2172.31,262845700,6427038,34514723,1225742989,97845594,5783476,394149407,1024,288581455,20110728,933,787,893,626,229,45,15,0,0,0,656,378,37,2,0
2011-08-02,ÇÏ¶ô,2152.85,2155.44,2114.75,2121.27,350312300,7695653,34519284,1197148100,97848158,5776303,384281223,1024,389352088,20110729,933,787,900,170,687,48,9,1,0,0,646,388,26,8,0
2011-08-03,ÇÏ¶ô,2079.19,2080.76,2056.53,2066.26,434482200,8044964,34519487,1166087622,97848642,5762737,373920321,1024,478401199,20110801,933,787,897,145,719,41,9,2,0,0,634,400,14,25,0
2011-08-04,ÇÏ¶ô,2067.17,2071.03,2015.23,2018.47,356390800,7657733,34519559,1139294680,97848826,5755578,366211952,1024,394593263,20110802,933,787,896,234,609,60,15,2,0,0,623,411,23,46,0
2011-08-05,ÇÏ¶ô,1937.17,1966.73,1920.67,1943.75,480967600,10397344,34519619,1097159529,97848860,5754698,353375550,1024,538134465,20110803,933,787,895,66,810,25,5,11,0,0,595,439,7,142,0
2011-08-08,»ó½Â,1916.57,1939.92,1800,1869.45,571105300,10810134,34520932,1055252387,97850961,5759636,340878710,1024,666636654,20110804,933,787,911,62,835,16,11,18,0,0,579,455,11,274,0
2011-08-09,»ó½Â,1807.88,1828.63,1684.68,1801.35,684990600,13504985,34599247,1016755821,97890579,5748593,326863244,1024,833977938,20110805,933,787,906,97,790,27,5,20,0,0,555,479,6,482,0
2011-08-10,»ó½Â,1877.4,1877.4,1802.29,1806.24,486308000,11197248,34600497,1019901953,97891346,5721115,325573893,1024,599567160,20110808,933,787,905,693,172,46,30,0,0,0,576,458,3,16,0
2011-08-11,ÇÏ¶ô,1733.92,1832.48,1733.92,1817.44,438895400,8888935,34612519,1026226215,97951458,5718283,325381566,1024,560240068,20110809,933,787,904,570,277,61,14,1,0,0,580,454,9,65,0
2011-08-12,ÇÏ¶ô,1844.13,1847.12,1788.97,1793.31,468854100,8993164,34615268,1012639817,97958500,5708299,320862222,1024,555546846,20110810,933,787,898,511,330,65,9,3,0,0,582,452,14,4,0
2011-08-16,ÇÏ¶ô,1850.53,1879.87,1848.82,1879.87,423449800,7092012,34615295,1061488080,97958609,5708689,337971687,1024,491433703,20110811,933,787,899,800,81,22,22,0,0,0,594,440,15,3,0
2011-08-17,ÇÏ¶ô,1868.85,1906.61,1868.6,1892.67,430980200,6368750,34619219,1068514034,97961741,5707950,339437083,1024,486298858,20110812,933,787,896,582,257,60,9,0,0,0,600,434,14,0,0
2011-08-18,ÇÏ¶ô,1891.82,1894.94,1833.34,1860.58,503353700,8460598,34629311,1050327509,97963788,5704276,333530195,1034,585625539,20110816,933,787,896,300,549,52,20,3,0,0,598,436,26,2,0
2011-08-19,»ó½Â,1789.78,1797.18,1744.86,1744.88,503835200,9509813,34646559,985507692,97973274,5703390,314254064,1034,605048444,20110817,933,787,899,80,810,15,12,17,0,0,572,462,21,46,0
2011-08-22,»ó½Â,1756.59,1763.64,1704.54,1710.7,420268200,7281790,34648999,966478199,97985475,5694218,309394548,1034,503514001,20110818,933,787,892,279,568,50,15,9,0,0,157,877,14,70,0
2011-08-23,»ó½Â,1735.23,1781.92,1719.97,1776.68,428457100,8096575,34654920,1003576643,97988435,5689452,320463859,1034,501848944,20110819,933,787,900,675,183,47,15,0,0,0,169,865,7,12,0
2011-08-24,»ó½Â,1788.39,1799.11,1744.07,1754.78,412561000,7759920,34655547,991373084,97988978,5688014,316199366,1034,497254422,20110822,933,787,897,270,557,79,8,0,0,0,168,866,7,13,0
2011-08-25,»ó½Â,1791.08,1803.77,1762.79,1764.58,398182000,6039178,34655583,997486129,97989161,5685260,319168010,1034,467278161,20110823,933,787,895,394,438,70,17,4,0,0,162,872,5,6,0
2011-08-26,»ó½Â,1754.39,1782.9,1754.39,1778.95,310994000,4950928,34655685,1005706803,97989601,5684882,321582154,1034,366405425,20110824,933,787,903,448,387,72,10,2,0,0,166,868,8,14,0
2011-08-29,ÇÏ¶ô,1807.6,1836.66,1787.29,1829.5,339096300,6499781,34660971,1033964422,97992245,5681914,329114672,1034,407786064,20110825,933,787,890,687,173,38,22,2,0,0,221,813,14,2,0
2011-08-30,ÇÏ¶ô,1853.77,1863.51,1835.65,1843.82,493170500,6518538,34661257,1042182129,97993639,5686102,332566293,1034,548079176,20110826,933,787,896,550,284,65,14,4,0,0,285,749,13,0,0
2011-08-31,ÇÏ¶ô,1846.89,1880.11,1837.82,1880.11,410349500,6548722,34661715,1062663270,97993869,5688599,339707291,1034,457559274,20110829,933,787,896,615,232,56,24,0,0,0,398,636,12,2,0
2011-09-01,ÇÏ¶ô,1887.21,1928.4,1877.4,1880.7,500399600,8722077,34662091,1063398228,97995750,5700924,341728673,1034,584150273,20110830,933,787,892,369,456,73,10,8,0,0,430,604,12,2,0
2011-09-02,ÇÏ¶ô,1872.62,1890.86,1853.7,1867.75,442558400,5529121,34664568,1056107321,97996989,5695978,338668584,1034,513363106,20110831,933,787,888,306,539,51,12,4,0,0,436,598,17,1,0
2011-09-05,ÇÏ¶ô,1829.3,1829.75,1785.82,1785.83,414041300,5902507,34667356,1009866663,97998383,5688993,323782686,1035,481563976,20110901,933,787,888,105,760,32,15,2,0,0,301,733,19,13,0
2011-09-06,»ó½Â,1752.98,1790.47,1744.03,1766.71,505301300,6592714,34667454,999276615,97998857,5682294,320740038,1035,597595020,20110902,933,787,895,180,676,42,13,5,0,0,258,776,21,62,0
2011-09-07,»ó½Â,1811.6,1833.54,1798.79,1833.46,417888900,6157973,34677076,1037168512,98003667,5679339,333457193,1035,496693818,20110905,934,788,893,725,134,38,12,4,0,0,394,641,10,9,0
2011-09-08,ÇÏ¶ô,1858.05,1858.05,1826.44,1846.64,416660800,7019833,34677288,1044647818,98004730,5681362,337616945,1036,490327527,20110906,934,788,897,371,463,67,4,13,0,0,444,592,13,19,0
2011-09-09,»ó½Â,1817.1,1847.05,1812.9,1812.93,331918800,5523272,34680032,1026016145,98006468,5676936,331011793,1036,400960376,20110907,934,788,886,308,509,74,9,3,0,0,425,611,10,19,0
2011-09-14,»ó½Â,1804.09,1807.47,1743.78,1749.16,339699300,5872974,34695919,989823118,98014411,5666531,318840356,1036,428302983,20110908,934,788,890,106,755,36,6,5,0,0,265,771,8,70,0
2011-09-15,»ó½Â,1797.18,1806.63,1742.91,1774.08,392100700,6322419,34696035,1004011695,98014516,5663691,323838638,1036,495134896,20110909,934,788,893,428,400,72,11,10,0,0,281,755,7,84,0
2011-09-16,ÇÏ¶ô,1819.45,1844.52,1807.62,1840.1,430066000,7639828,34696040,1040674112,98014518,5664192,335402286,1036,524750147,20110914,934,788,890,714,150,38,10,0,0,0,415,621,11,17,0
2011-09-19,ÇÏ¶ô,1818.9,1839.82,1813.1,1820.94,335584600,4986032,34696289,1029879833,98015766,5661925,333129389,1036,415508960,20110915,934,788,886,264,567,65,4,3,0,0,362,674,7,16,0
2011-09-20,ÇÏ¶ô,1819.84,1840.73,1793.75,1837.97,321238000,5538383,34696496,1039651561,98015869,5658532,335940422,1036,434296900,20110916,934,788,886,441,369,84,6,3,0,0,376,660,6,26,0
2011-09-21,ÇÏ¶ô,1842.17,1869.77,1831.95,1854.28,297584400,5971825,34696526,1048762887,98016022,5663390,338768313,1036,380767196,20110919,934,788,891,523,287,89,7,3,0,0,426,610,16,9,0
2011-09-22,ÇÏ¶ô,1807.24,1819.81,1785.69,1800.55,295389600,5783801,34696697,1018418633,98016876,5656504,328550631,1034,393637563,20110920,934,788,892,167,689,44,8,3,0,0,303,733,11,42,0
2011-09-23,»ó½Â,1736.38,1743.49,1697.39,1697.44,411836600,7565050,34716083,960324772,98113807,5645351,310078912,1035,563427793,20110921,934,788,893,51,832,20,3,13,0,0,144,893,11,187,0
2011-09-26,»ó½Â,1720.5,1721.03,1644.11,1652.71,424262200,7371959,34740799,935382490,98217153,5653809,306464021,1036,567177406,20110922,933,787,902,89,794,22,4,59,0,0,110,926,4,387,0
2011-09-27,ÇÏ¶ô,1704.25,1735.71,1695.05,1735.71,339821700,6226370,34745917,982219222,98219713,5657437,321291108,1036,437921604,20110923,933,787,899,740,133,31,19,3,0,0,157,879,7,65,0
2011-09-28,ÇÏ¶ô,1751.04,1762.67,1723.08,1723.09,344432000,6360415,34745917,975890588,98219713,5661362,321219386,1036,446978019,20110926,933,787,904,395,436,80,18,3,0,0,159,877,8,32,0
2011-09-29,ÇÏ¶ô,1713.1,1769.75,1706.9,1769.29,373918600,6682576,34745928,1001668484,98219768,5658064,329732820,1036,494307443,20110927,933,787,891,611,229,57,7,0,0,0,192,844,5,48,0
2011-09-30,ÇÏ¶ô,1759.52,1774.29,1742.89,1769.65,354163400,6551421,34755837,1001920299,98269314,5662075,329567913,1037,466187175,20110928,934,788,896,536,292,77,7,0,0,0,227,810,14,9,0
2011-10-04,»ó½Â,1683.94,1706.45,1658.06,1706.19,301541400,6753150,34755899,966819366,98269349,5659404,319024970,1037,424622084,20110929,934,788,894,97,786,23,9,2,0,0,151,886,5,154,0
2011-10-05,»ó½Â,1718.52,1718.52,1659.31,1666.52,336295800,7676992,34756706,944762964,98273382,5654445,313674251,1037,454107364,20110930,934,788,894,201,661,47,7,15,0,0,137,900,9,159,0
2011-10-06,»ó½Â,1714.84,1733.7,1707.77,1710.32,352625100,7868460,34765027,969364909,98273552,5659820,321078409,1037,455025271,20111004,934,788,900,665,193,49,10,3,0,0,169,868,9,26,0
2011-10-07,»ó½Â,1751.55,1765.43,1747.42,1759.77,334731600,7563470,34765128,996728119,98274057,5666015,329139355,1037,431650358,20111005,934,788,907,683,190,38,18,3,0,0,229,808,6,15,0
2011-10-10,»ó½Â,1763.3,1783.37,1761.68,1766.44,274638600,5033065,34774562,1000538722,98278792,5663267,329115053,1037,354779949,20111006,934,788,903,570,273,68,16,0,0,0,255,782,7,8,0
2011-10-11,»ó½Â,1810.36,1811.14,1792.78,1795.02,399985200,7153221,34774562,1016518313,98278792,5663932,334539570,1037,476182030,20111007,934,788,899,633,215,57,15,0,0,0,357,680,6,1,0
2011-10-12,»ó½Â,1789.65,1810.51,1778.97,1809.5,355346900,5831021,34774576,1024751944,98278861,5658593,337457079,1036,426165162,20111010,934,788,892,505,323,71,17,1,0,0,429,608,6,7,0
2011-10-13,ÇÏ¶ô,1831.95,1837.49,1823.1,1823.1,431553400,6649712,34774975,1032594260,98280856,5662310,340114760,1036,495089594,20111011,934,788,899,600,247,60,15,1,0,0,536,501,7,3,0
2011-10-14,»ó½Â,1816.19,1839.19,1803.42,1835.4,349010000,5079714,34883976,1039982588,98319354,5659423,342453509,1037,427272326,20111012,934,788,899,401,437,72,10,1,0,0,549,488,12,5,0
2011-10-17,»ó½Â,1855.72,1865.18,1845.43,1865.18,367734800,5922686,34884048,1056485745,98319711,5663268,347454084,1037,425902033,20111013,934,788,895,641,192,69,6,3,0,0,664,373,16,7,0
2011-10-18,»ó½Â,1826.44,1845.18,1822.91,1838.9,323455000,6386362,34884056,1041799232,98319751,5666365,343094638,1037,380500843,20111014,934,788,893,210,642,48,7,1,0,0,597,440,13,6,0
2011-10-19,»ó½Â,1851.84,1855.93,1834.38,1855.92,340011200,5768906,34885051,1051276589,98320250,5663169,346303182,1037,401703857,20111017,934,788,898,486,345,74,6,0,0,0,636,401,16,5,0
2011-10-20,»ó½Â,1857.46,1870.5,1804.11,1805.09,349122500,6797451,34885106,1022960860,98320522,5660524,338728086,1040,437667269,20111018,934,788,897,156,714,37,9,2,0,0,486,554,11,14,0
2011-10-21,»ó½Â,1831.89,1843.51,1809.42,1838.38,355182300,6463620,34885147,1041700141,98320729,5658239,343296935,1040,446233277,20111019,934,788,901,621,233,55,8,1,0,0,594,446,5,13,0
2011-10-24,»ó½Â,1858.26,1898.32,1858.23,1898.32,373903300,6775212,34887815,1075216922,98322063,5660530,354115647,1040,451801225,20111020,934,788,895,691,165,45,16,0,0,0,747,293,8,5,0
2011-10-25,»ó½Â,1900.99,1905.78,1883.68,1888.65,354772200,6098845,34887815,1069855936,98322063,5665285,353678032,1040,417452226,20111021,934,788,894,305,513,82,10,1,0,0,746,294,5,5,0
2011-10-26,»ó½Â,1871.69,1896.02,1864.99,1894.31,384785600,5622895,34888932,1072704627,98325441,5666680,353229776,1041,450462784,20111024,934,788,893,428,374,97,11,1,0,0,776,265,9,7,0
2011-10-27,ÇÏ¶ô,1906.16,1923.98,1891.23,1922.04,418276300,8066122,34888963,1088058941,98325592,5668603,357578887,1041,498222000,20111025,934,788,894,594,234,72,15,5,0,0,847,194,15,1,0
2011-10-28,ÇÏ¶ô,1961.09,1963.74,1920.81,1929.48,508760100,10124481,34889221,1092618579,98325982,5673710,360146510,1042,589008953,20111026,934,788,890,435,383,75,10,4,0,0,856,185,11,4,0
2011-10-31,»ó½Â,1922.31,1941.32,1902.04,1909.03,393703000,6433179,34889345,1081785631,98326428,5675211,357834487,1042,465357928,20111027,934,788,887,293,537,65,2,2,0,0,840,201,4,2,0
2011-11-01,ÇÏ¶ô,1891.22,1925.08,1891.22,1909.63,353625800,6285356,34900962,1082696792,98332237,5680726,358846606,1042,436133663,20111028,935,789,883,293,542,65,8,0,0,0,785,257,8,9,0
2011-11-02,»ó½Â,1870.51,1899.35,1859.83,1898.01,389593900,6758007,34900982,1076004508,98332340,5677690,356110080,1042,471313563,20111031,935,789,880,220,612,64,7,2,0,0,709,333,7,5,0
2011-11-03,ÇÏ¶ô,1895.14,1895.14,1863.57,1869.96,436424800,6300666,34901144,1060087085,98333149,5681774,351013114,1042,520805717,20111101,935,789,886,269,565,59,7,0,0,0,631,411,10,6,0
2011-11-04,ÇÏ¶ô,1911.56,1929.01,1906.33,1928.41,466597300,7161492,34901525,1093102063,98333460,5681825,362056597,1042,537629632,20111102,935,789,885,708,146,36,7,1,0,0,746,296,12,2,0
2011-11-07,ÇÏ¶ô,1932.95,1932.95,1915.38,1919.1,349698500,5278007,34901525,1087907918,98333460,5685222,359848829,1042,399600700,20111103,935,789,884,400,415,85,8,0,0,0,735,307,10,5,0
2011-11-08,ÇÏ¶ô,1927.89,1928.07,1900.09,1903.14,403211300,5230860,34901525,1078796430,98333460,5683665,356393715,1042,451170939,20111104,935,789,889,313,508,77,6,3,0,0,697,345,10,2,0
2011-11-09,ÇÏ¶ô,1925.86,1929.65,1897.47,1907.53,434624000,6195596,34902703,1081658625,98336596,5677126,358075128,1042,496406263,20111107,935,789,891,393,419,93,4,3,0,0,664,378,9,2,0
2011-11-10,»ó½Â,1860.96,1862.27,1813.25,1813.25,401929600,7902941,34953702,1028617420,98337185,5667304,339974098,1042,497586368,20111108,935,789,883,74,794,31,2,2,0,0,350,692,7,24,0
2011-11-11,ÇÏ¶ô,1840.98,1863.46,1823.87,1863.45,296906800,5279685,34964721,1057051588,98347275,5661881,349946155,1042,404874636,20111109,935,789,888,682,170,48,9,1,0,0,451,591,6,6,0
2011-11-14,ÇÏ¶ô,1889.33,1907.62,1889.33,1902.81,327268900,5267981,34964726,1078853547,98347286,5664776,356479320,1042,390286240,20111110,935,789,885,672,167,61,11,0,0,0,574,468,15,5,0
2011-11-15,ÇÏ¶ô,1888.67,1900.58,1878.42,1886.12,361433900,4846932,34965987,1069085555,98348685,5660594,353420333,1042,418482773,20111111,935,789,884,280,543,73,19,1,0,0,524,518,6,4,0
2011-11-16,ÇÏ¶ô,1898.14,1911.33,1853.13,1856.07,407755200,5676397,35107956,1054071562,99034371,5676112,348499500,1042,506572672,20111114,935,789,885,190,631,73,11,2,0,0,431,611,8,8,0
2011-11-17,ÇÏ¶ô,1862.87,1876.88,1835.73,1876.67,353143700,4760666,35108005,1065288045,99034613,5671846,351064788,1042,453325877,20111115,935,789,894,591,246,62,9,4,0,0,483,559,5,13,0
2011-11-18,ÇÏ¶ô,1839.63,1850.04,1832.17,1839.17,337050100,4814558,35108156,1043648092,99033003,5663348,343000843,1042,428362393,20111116,935,789,880,206,631,53,9,2,0,0,379,663,5,20,0
2011-11-21,ÇÏ¶ô,1833.9,1833.9,1811.69,1820.03,299736800,4018003,35108305,1032780883,99033752,5658396,339167979,1042,367999219,20111117,935,789,887,292,543,61,8,3,0,0,346,696,6,19,0
2011-11-22,»ó½Â,1798.41,1830.84,1797.93,1826.28,271102300,3945923,35007279,1036523833,98992239,5650950,340671641,1041,352356913,20111118,935,789,885,368,443,85,7,2,0,0,357,685,8,26,0
2011-11-23,»ó½Â,1820.86,1820.86,1780.24,1783.1,411238900,4665456,35018014,1011727032,99002606,5636841,331864980,1041,490556910,20111121,935,789,894,193,657,50,11,1,0,0,273,769,7,39,0
2011-11-24,»ó½Â,1775.82,1800.01,1769.43,1795.06,280369600,4194978,35050688,1019300746,99088052,5640020,334733312,1041,346490132,20111122,934,788,886,432,412,58,18,4,0,0,279,762,7,38,0
2011-11-25,»ó½Â,1780.06,1790.81,1766.73,1776.4,306413700,4311347,35050688,1008677118,99088052,5632531,331746179,1041,367881589,20111123,934,788,885,238,592,63,4,12,0,0,250,791,5,41,0
2011-11-28,»ó½Â,1804.8,1816.65,1795.39,1815.28,277682300,4304403,35050688,1030593863,99088052,5630125,338696955,1041,347483656,20111124,934,788,886,555,267,72,8,6,0,0,283,758,3,18,0
2011-11-29,»ó½Â,1828.3,1856.76,1823.93,1856.52,329521700,6336966,35050718,1054313764,99088203,5632570,347227528,1041,422584568,20111125,934,788,889,609,230,57,10,1,0,0,357,684,5,9,0
2011-11-30,»ó½Â,1847.17,1858.1,1838.7,1847.51,334553300,6502651,35060752,1049141144,99093370,5630800,345849427,1041,401597514,20111128,934,788,899,378,457,69,14,2,0,0,356,685,7,11,0
2011-12-01,ÇÏ¶ô,1911.5,1926.33,1908.33,1916.18,500455100,9338548,35061478,1087816203,99093824,5639469,359893464,1041,596323394,20111129,934,788,898,634,215,53,9,3,0,0,520,521,10,7,0
2011-12-02,ÇÏ¶ô,1914.41,1920.64,1905.69,1916.04,389329700,5824235,35062237,1087837646,99094433,5638757,359174792,1041,442348027,20111130,934,788,886,435,392,68,14,1,0,0,545,496,6,9,0
2011-12-05,ÇÏ¶ô,1928.46,1929.18,1911.61,1922.9,330235800,4166260,35066464,1091784693,99096547,5636314,360524507,1043,368826259,20111201,936,789,891,486,339,75,19,2,0,0,588,455,15,5,0
2011-12-06,ÇÏ¶ô,1914.49,1920.7,1892.01,1902.82,383429600,4644042,35050428,1080409632,99078506,5634074,356572349,1043,426475914,20111202,936,789,891,253,582,65,12,1,0,0,545,498,15,6,0
