³¯Â¥,Y,Áö¼ö½Ã°¡,Áö¼ö°í°¡,Áö¼öÀú°¡,Áö¼öÁ¾°¡,°Å·¡·®,°Å·¡´ë±Ý,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,ÀÚº»±Ý,¿Ü±¹ÀÎº¸À¯ÁÖ½Ä¼ö,¿Ü±¹ÀÎº¸À¯½Ã°¡ÃÑ¾×,½Å¿ë°Å·¡Á¾¸ñ¼ö,½Å¿ë°¡´ÉÁ¾¸ñ°Å·¡·®,½Å¿ëÀÚ·áÀÏÀÚ,ÀüÃ¼Á¾¸ñ¼ö,È¸»ç¼ö,°Å·¡Çü¼ºÁ¾¸ñ¼ö,»ó½ÂÁ¾¸ñ¼ö,ÇÏ¶ôÁ¾¸ñ¼ö,º¸ÇÕÁ¾¸ñ¼ö,»óÇÑÁ¾¸ñ¼ö,ÇÏÇÑÁ¾¸ñ¼ö,¿¬ÁßÃÖ°í°¡Á¾¸ñ¼ö,¿¬ÁßÃÖÀú°¡Á¾¸ñ¼ö,25ÀÏÀÌÆò»óÈ¸Á¾¸ñ°Ç¼ö,25ÀÏÀÌÆòÇÏÈ¸Á¾¸ñ°Ç¼ö,52ÁÖ½Å°í°¡Á¾¸ñ¼ö,52ÁÖ½ÅÀú°¡Á¾¸ñ¼ö,¹è´ç ¼öÀÍÀ²
2001-01-02,»ó½Â,503.31,521.34,500.97,520.95,231014600,1223328,19638887,191252891,84895076,2723222,58238292,746,419388020,20010102,902,704,853,618,215,22,167,16,0,0,26,73,1,85,0
2001-01-03,»ó½Â,512.74,524.58,510.7,521.43,324584400,1583403,19633559,191363161,84868436,2727918,58249739,746,552328408,20010102,902,704,854,488,316,52,85,6,0,0,28,71,1,12,0
2001-01-04,»ó½Â,551.53,567.16,550.91,558.02,444540900,2984761,19634734,204074166,84873582,2735566,62823637,746,537148329,20010102,902,704,855,752,83,20,149,3,0,0,42,57,1,2,0
2001-01-05,»ó½Â,559.54,581.41,555.4,580.85,578286000,3569582,19637038,212089180,84885103,2747453,65820417,746,542815536,20010103,902,704,855,427,393,37,92,9,0,0,43,56,3,2,0
2001-01-08,»ó½Â,573.72,587.91,572.48,586.65,558645100,2948092,19630735,214231273,84853590,2751599,66348238,746,597686581,20010104,902,704,854,533,278,45,72,5,0,0,43,56,6,1,0
2001-01-09,»ó½Â,583.85,589.92,572.55,589.92,558967700,2833998,19636252,215355041,84881174,2754673,66495885,746,496064040,20010105,902,704,854,527,282,49,64,8,0,0,48,51,6,1,0
2001-01-10,»ó½Â,586.63,593.86,560.81,560.81,642378200,3285030,19638291,205104272,84891369,2756865,63950968,746,682011056,20010108,902,704,857,137,698,23,36,35,0,0,44,55,7,2,0
2001-01-11,»ó½Â,568.26,570.57,557.86,561.79,518788600,2721732,19641265,205561334,84906240,2749251,63694736,743,582772001,20010109,902,704,858,574,242,43,87,11,0,0,53,46,5,2,0
2001-01-12,»ó½Â,578.95,601.09,578.95,587.87,713787700,3980149,19641865,214741982,84909240,2773909,70739059,743,583319476,20010110,902,704,857,494,298,68,27,9,0,0,57,42,6,1,0
2001-01-15,»ó½Â,595.06,608.22,588.87,599,611961800,3407840,19093061,217943452,82165217,2701890,71929782,743,476008701,20010111,903,704,861,462,334,67,49,11,0,0,61,38,7,2,0
2001-01-16,ÇÏ¶ô,600.68,608.51,588.42,603.42,606278900,3352424,19103085,219350077,82215337,2708517,72886992,743,427818667,20010112,901,703,859,286,526,50,32,9,0,0,57,42,4,3,0
2001-01-17,»ó½Â,600.75,610.47,587.26,595.83,501660400,3078571,19126066,216568720,82330244,2705108,72342328,743,409796989,20010115,901,703,859,243,582,35,20,20,0,0,54,45,2,5,0
2001-01-18,ÇÏ¶ô,597.15,612.9,596.66,604.05,453764800,3021314,19126700,219367134,82333415,2718753,73919481,745,443504614,20010116,901,703,855,309,484,64,15,12,0,0,55,44,0,4,0
2001-01-19,ÇÏ¶ô,622.25,622.25,613.66,619.78,432454200,3002558,19100737,224822750,82201582,2730269,76120239,745,424395074,20010117,901,703,856,417,365,75,29,8,0,0,54,44,1,2,0
2001-01-22,ÇÏ¶ô,622.52,627.45,614.08,627.45,484953800,2513407,19131209,227685053,82276177,2733235,76456948,746,417774735,20010118,900,702,857,637,161,59,54,5,0,0,54,45,1,1,0
2001-01-26,»ó½Â,623.68,624,591.73,591.73,443736600,2603229,19136746,215497711,82302346,2732487,71634641,746,469367635,20010119,900,702,854,204,607,47,18,12,0,0,50,49,2,2,0
2001-01-29,ÇÏ¶ô,592.75,598.11,587.42,596.54,461154800,2397521,19141458,217207344,82319908,2739247,71809743,746,405869444,20010122,901,703,862,581,234,49,62,2,0,0,52,47,1,1,0
2001-01-30,ÇÏ¶ô,601.29,608.05,591.34,591.34,498673100,2418190,19236025,215444336,82792740,2741897,71258794,747,358194321,20010126,901,703,863,421,394,49,33,2,0,0,53,46,4,1,0
2001-01-31,ÇÏ¶ô,594.76,617.91,593.54,617.91,442127200,2585503,19253350,224609465,82802303,2747707,75055760,752,308302850,20010129,901,703,862,488,303,72,40,4,0,0,57,42,1,2,0
2001-02-01,ÇÏ¶ô,606.49,620.78,605.42,612.3,396006900,2211415,19258851,222747672,82824838,2758714,74581846,752,319052279,20010130,902,703,860,307,510,44,23,6,0,0,54,45,4,1,0
2001-02-02,ÇÏ¶ô,614.51,616.67,602.13,608.48,345289400,1794823,19517706,222182669,84119115,2759049,74188224,752,296847323,20010131,906,705,866,371,439,59,38,5,0,0,59,40,10,2,0
2001-02-05,»ó½Â,594.91,595.47,575.58,579.16,354074000,1897013,19518506,211926329,84123115,2755393,70615966,752,279928097,20010201,906,705,866,194,638,36,35,11,0,0,66,33,3,2,0
2001-02-06,»ó½Â,577.25,587.23,573.52,586.58,326302400,1608178,19475874,214311425,83909955,2752224,71229194,752,265389797,20010202,906,705,864,564,241,60,41,4,0,0,75,24,3,3,0
2001-02-07,»ó½Â,584.93,584.93,574.44,576.19,322720500,1469919,19466254,210579200,83861855,2750066,70152016,752,316566527,20010205,905,704,864,226,586,53,28,7,0,0,76,23,4,3,0
2001-02-08,»ó½Â,577.12,591.66,577.12,591.57,282243300,1726606,19475991,215902566,83886877,2752522,71969628,752,279841853,20010206,905,704,864,528,268,69,26,5,0,0,76,23,4,5,0
2001-02-09,»ó½Â,588.36,598.97,581.49,595.47,374564100,2030005,19476061,217282483,83887227,2757128,72350499,752,311397607,20010207,905,704,858,502,304,54,39,4,0,0,76,23,4,5,0
2001-02-12,ÇÏ¶ô,587.62,602.9,584.37,599.2,318923200,1895873,19441694,218641619,83715383,2764581,72624815,752,382651178,20010208,901,700,863,447,333,83,39,2,0,0,76,23,4,5,0
2001-02-13,»ó½Â,603.15,605.35,594.41,598.78,336730900,1990403,19438438,218368594,83699105,2772241,72549077,752,333614656,20010209,901,700,863,423,373,67,36,4,0,0,67,32,7,5,0
2001-02-14,ÇÏ¶ô,594.93,607.59,592.32,603.83,413234800,2151929,19438438,220115581,83699105,2776247,73069052,752,294099017,20010212,901,700,865,493,308,65,35,9,0,0,67,32,8,5,0
2001-02-15,ÇÏ¶ô,611.26,612.26,602.41,603.63,359764300,2020480,19438894,219926954,83701384,2779190,73321453,752,289493893,20010213,901,700,863,303,502,59,25,9,0,0,60,39,8,4,0
2001-02-16,ÇÏ¶ô,605.93,611.54,604.27,604.92,319525800,1853013,19441714,220314910,83715484,2783198,73989998,752,467376145,20010214,901,700,863,317,487,60,29,6,0,0,56,43,5,7,0
2001-02-19,ÇÏ¶ô,595.66,597.76,588.73,596.67,316677900,1609531,19441735,217406956,83715587,2779698,72850893,752,408242073,20010215,901,700,861,398,396,69,45,7,0,0,71,28,4,7,0
2001-02-20,ÇÏ¶ô,595.77,609.36,593.17,608.74,498568800,2722295,19445150,221510447,83732663,2779060,73757494,751,409449665,20010216,902,700,864,640,175,51,43,8,0,0,69,30,9,2,0
2001-02-21,ÇÏ¶ô,605.49,605.49,594.45,594.53,439148600,2430723,19447428,216452336,83744053,2775813,71782418,751,374273168,20010219,902,700,860,372,434,57,36,12,0,0,67,32,5,0,0
2001-02-22,ÇÏ¶ô,589.3,589.3,571.72,583.41,434981600,2300710,19449247,212605959,83753149,2772205,70162010,751,339693553,20010220,902,700,863,233,595,37,32,16,0,0,59,40,5,1,0
2001-02-23,ÇÏ¶ô,579.97,590.49,579.45,583.52,400765300,2115209,19476593,212883652,83758631,2768845,69847429,752,369533565,20010221,902,700,862,501,302,61,37,6,0,0,65,34,6,1,0
2001-02-26,ÇÏ¶ô,585.16,588.92,580.59,585.32,448986500,1803583,19476593,213488224,83758631,2770359,69915296,752,278133322,20010222,902,700,865,507,299,60,34,10,0,0,73,26,5,2,0
2001-02-27,ÇÏ¶ô,590.14,597.12,576.66,577.57,475761000,2148639,19513271,210868607,83939816,2769776,69207729,752,300726631,20010223,902,700,868,254,556,58,32,12,0,0,72,27,3,2,0
2001-02-28,»ó½Â,571.64,581.44,571.04,578.1,351257300,1582342,19513271,211152078,83939816,2770240,69276398,751,284698620,20010226,902,700,862,361,430,74,40,8,0,0,69,30,3,2,0
2001-03-02,»ó½Â,574.61,574.61,557.2,559.44,329687200,1903049,19513458,204706040,83940748,2760826,67621317,751,372930452,20010227,902,700,863,142,701,21,19,21,0,0,54,45,6,6,0
2001-03-05,ÇÏ¶ô,549.27,565.38,549.27,565.38,309881500,1568472,19513502,206739438,83940971,2756544,68769260,751,297551294,20010228,902,700,856,255,552,50,16,17,0,0,56,43,4,13,0
2001-03-06,ÇÏ¶ô,569.14,574.9,564.12,568.15,485018800,2222220,19420910,207810985,83950904,2758537,69233518,751,261666729,20010302,902,700,861,490,301,72,24,10,0,0,52,47,5,2,0
2001-03-07,ÇÏ¶ô,574.52,576.94,566.08,568.64,364058600,1838749,19422144,207763639,83951521,2760147,69678189,751,238205951,20010305,902,700,863,392,402,72,26,5,0,0,53,46,3,3,0
2001-03-08,ÇÏ¶ô,569.79,579.28,568.09,579.28,349375100,1510045,19423131,211557507,83952319,2752620,70726310,751,292206034,20010306,902,700,864,604,202,60,24,2,0,0,53,46,2,3,0
2001-03-09,ÇÏ¶ô,572.11,573.67,562.53,565.76,316003400,1420750,19423154,206891632,83952432,2748707,68799567,750,312808493,20010307,902,700,863,398,400,65,34,1,0,0,53,46,7,1,0
2001-03-12,ÇÏ¶ô,554.36,556.84,545.05,545.05,360939400,1556781,19412158,199426365,83897456,2739742,65962958,750,333634252,20010308,902,700,866,204,628,36,39,10,0,0,48,51,11,8,0
2001-03-13,»ó½Â,527.94,533.25,522.65,527.97,358141000,1629242,19404238,193383125,83857856,2724789,64160255,750,313760019,20010309,902,700,864,114,731,20,20,30,0,0,42,56,6,24,0
2001-03-14,ÇÏ¶ô,541.42,545,539.12,543.28,415188300,1784541,19396497,198586547,83807583,2721193,66121385,750,283884942,20010312,901,699,864,735,106,25,53,5,0,0,48,51,5,5,0
2001-03-15,ÇÏ¶ô,523.38,542.3,522.74,541.83,385191400,1671056,19396655,198017123,83808373,2714359,65974541,749,227852018,20010313,901,699,861,199,606,57,19,3,0,0,47,52,5,20,0
2001-03-16,ÇÏ¶ô,541.31,543.81,536.7,538.67,332615500,1409229,19398935,196973564,83809513,2711720,65614998,749,255072542,20010314,901,699,861,434,337,92,22,7,0,0,45,54,5,0,0
2001-03-19,»ó½Â,531.84,541.2,528.88,534.33,253799700,1188001,19412042,195479241,83811868,2710692,65054945,749,273075752,20010315,901,699,861,283,515,66,17,6,0,0,41,58,3,2,0
2001-03-20,»ó½Â,542.13,542.79,531.39,531.59,279529500,1229766,19412907,194504807,83816190,2706621,64564442,749,346180080,20010316,900,698,865,414,381,70,19,5,0,0,40,59,1,3,0
2001-03-21,ÇÏ¶ô,520.71,532.59,520.41,532.59,364742600,1357914,19413307,194824228,83818190,2703168,64603686,751,290544718,20010319,900,698,862,362,455,48,29,6,0,0,40,59,1,6,0
2001-03-22,ÇÏ¶ô,530.88,532.25,524.25,527.05,402499100,1591322,19431320,192796864,83827258,2717638,64232999,751,386376785,20010320,900,698,865,285,522,58,33,5,0,0,36,64,3,8,0
2001-03-23,ÇÏ¶ô,532.01,539.19,531.63,537.97,364379400,1920406,19433703,196580110,83839172,2713791,66140375,751,396477240,20010321,902,700,864,392,390,84,19,11,0,0,38,61,10,5,0
2001-03-26,ÇÏ¶ô,544.75,550.26,542.09,545.98,433275800,1845347,19431981,199393211,83830564,2704429,67029951,751,319709374,20010322,902,700,867,526,277,65,29,13,0,0,39,60,7,4,0
2001-03-27,ÇÏ¶ô,546.27,546.27,532.9,532.9,433273400,1722045,19432170,194872953,83831505,2707023,65374855,752,424392842,20010323,902,700,863,221,596,50,15,10,0,0,33,66,4,8,0
2001-03-28,ÇÏ¶ô,541.43,541.71,528.79,528.79,402642800,1508932,19441845,193425812,83879880,2704268,64941310,752,364799099,20010326,902,700,867,194,610,63,10,14,0,0,26,73,3,19,0
2001-03-29,ÇÏ¶ô,522.99,531.85,521.04,523.8,484168200,1523302,19442096,191631372,83881139,2719613,64311405,720,185756715,20010327,902,700,865,274,524,68,16,16,0,0,24,75,1,22,0
2001-03-30,ÇÏ¶ô,524.63,528.6,516.97,523.22,417225200,1504517,19372332,190943979,83402317,2721589,64476931,721,222772144,20010328,901,699,863,264,553,49,16,20,0,0,27,72,6,40,0
2001-04-02,ÇÏ¶ô,520.56,522.09,512.4,515.2,231820300,1105339,19372887,188236796,83405091,2720313,63420770,721,236145361,20010329,901,699,832,262,512,61,19,21,0,0,23,76,3,24,0
2001-04-03,»ó½Â,505.38,507.67,498.27,503.26,277552100,1426037,19376165,184123414,83416483,2718449,61756973,721,248547938,20010330,902,699,860,158,666,39,14,37,0,0,15,84,1,64,0
2001-04-04,»ó½Â,496.03,501.32,493.57,493.69,313640800,1457327,19376384,180858027,83417575,2714594,60326550,721,180912872,20010402,902,699,862,218,595,53,17,30,0,0,16,83,2,78,0
2001-04-06,»ó½Â,518.06,518.2,504.54,506.22,373586900,1761027,19382920,185229108,83450254,2722063,62156050,721,183699679,20010403,902,699,863,625,180,60,20,15,0,0,17,82,3,18,0
2001-04-09,»ó½Â,503.07,506.46,497.46,497.46,283858800,944537,19397874,182258918,83506588,2720967,60960112,721,276344376,20010404,902,699,856,230,576,57,22,5,0,0,20,79,2,34,0
2001-04-10,»ó½Â,500.97,501.65,491.21,491.21,261934700,1155592,19398266,180040554,83507784,2716019,60058495,721,261618027,20010406,902,699,859,297,482,84,26,7,0,0,19,80,1,29,0
2001-04-11,»ó½Â,505.24,508.75,501.63,507.53,354280200,1678782,19400872,185830793,83519115,2722467,62464873,721,240821272,20010409,902,699,858,619,186,58,21,10,0,0,20,79,2,15,0
2001-04-12,»ó½Â,516.73,519.48,511.73,514.21,408940800,1738623,19400872,187988744,83519117,2725351,63784422,720,218537425,20010410,902,699,858,494,293,73,23,8,0,0,20,79,2,14,0
2001-04-13,»ó½Â,518.64,518.65,512.35,516.1,346891100,1263054,19397227,188740444,83492283,2733096,64266108,720,243862338,20010411,902,699,858,495,284,82,29,10,0,0,19,80,0,6,0
2001-04-16,»ó½Â,514.55,518.26,508.35,508.35,328653900,917668,19405750,186134248,83527289,2733356,63034468,720,388704228,20010412,901,699,858,371,420,67,30,7,0,0,20,79,2,2,0
2001-04-17,»ó½Â,506.92,516.12,505.92,513.97,319534600,1275226,19407024,188186165,83533438,2731760,63735190,720,454263768,20010413,901,699,854,431,332,93,20,8,0,0,22,77,2,3,0
2001-04-18,»ó½Â,523.26,540,520.31,540,494863700,2079623,19407026,197185944,83533448,2731655,67165077,720,382380555,20010416,901,699,858,610,182,67,25,5,0,0,42,57,4,3,0
2001-04-19,ÇÏ¶ô,567.49,581.63,558.97,563.31,561585000,3545416,19407172,205200034,83534178,2766897,71364000,719,313383124,20010417,901,699,856,528,251,77,23,4,0,0,35,64,8,2,0
2001-04-20,»ó½Â,567.66,572.08,556.22,556.29,475641400,2259268,19429525,202867629,83645943,2772238,70262161,718,267583749,20010418,901,699,853,259,543,54,21,6,0,0,38,61,5,5,0
2001-04-23,»ó½Â,559.09,566.47,556.52,560.94,420369700,1826648,19468674,204470249,83580200,2771316,70811847,722,316959536,20010419,900,698,855,356,423,76,22,4,0,0,37,62,7,1,0
2001-04-24,»ó½Â,552.32,556.48,547.39,555.64,346704300,1562500,19451902,202692107,83494700,2768951,70054633,722,236898788,20010420,899,697,849,231,551,68,12,7,0,0,36,63,6,4,0
2001-04-25,»ó½Â,552.69,566.34,551.15,566.34,376545600,1827770,19412003,206799839,83476796,2767129,71629864,722,204355817,20010423,903,699,858,402,353,105,21,7,0,0,37,62,15,3,0
2001-04-26,»ó½Â,569.58,570.99,560.84,561.62,305802800,1537384,19394510,205210972,83389330,2769521,71271449,722,343468771,20010424,900,697,851,335,434,83,18,8,0,0,36,63,15,0,0
2001-04-27,»ó½Â,561.06,563.76,553.67,556.63,231120800,1246583,19394558,203671215,83389570,2773596,70581767,722,358571209,20010425,900,697,847,321,445,83,9,6,0,0,37,62,14,4,0
2001-04-30,»ó½Â,565.44,577.52,564.72,577.36,371499600,2049155,19433153,210920515,83389570,2777036,73473267,722,282733647,20010426,900,697,850,623,168,59,16,3,0,0,41,58,21,2,0
2001-05-02,ÇÏ¶ô,586.27,587.18,580.39,583.7,594622800,2357041,19433448,213282982,83391047,2787881,74663830,722,256945099,20010427,900,697,853,439,335,79,10,2,0,0,38,62,21,4,0
2001-05-03,ÇÏ¶ô,583.22,584.68,576.53,584.4,390072400,1812442,19415246,213673587,83401677,2789703,74827644,722,359404869,20010430,900,697,852,306,471,76,16,5,0,0,41,58,14,4,0
2001-05-04,ÇÏ¶ô,575.69,585.6,575.69,585.6,392471300,1675848,19415574,214242971,83403315,2789293,74630378,722,348123583,20010502,900,697,853,431,331,91,14,3,0,0,47,52,18,5,0
2001-05-07,ÇÏ¶ô,588.88,599.05,584.79,596.5,471719100,2111121,19369416,217988556,83403315,2784489,75852590,722,352293984,20010503,900,697,854,517,260,79,23,2,0,0,54,45,20,4,0
2001-05-08,ÇÏ¶ô,594.32,597.95,590.65,590.91,484398500,2106870,19369420,216013069,83403335,2793548,75211932,722,281437270,20010504,900,697,854,404,384,66,23,4,0,0,57,42,14,2,0
2001-05-09,ÇÏ¶ô,589.06,589.42,578.34,578.84,527729000,2084919,19366686,211741524,83388750,2800801,73886691,722,255148374,20010507,900,697,855,221,559,77,19,2,0,0,60,40,4,3,0
2001-05-10,»ó½Â,579.16,584.33,575.43,581.38,557126700,1813703,19329144,212723205,83388752,2797310,73869674,722,313525745,20010508,900,697,857,504,267,88,35,0,0,0,71,28,12,6,0
2001-05-11,»ó½Â,581.74,584.28,577.91,583.06,546701200,1638335,19329144,213440783,83388752,2797768,73854078,722,371186981,20010509,900,697,860,477,308,76,30,0,0,0,78,21,18,2,0
2001-05-14,»ó½Â,585.13,588.13,580.82,584.08,526955100,1765178,19249904,213737434,83194802,2794306,73938494,722,338772421,20010510,900,697,861,516,278,69,31,6,0,0,79,20,18,2,0
2001-05-15,»ó½Â,583.73,585.74,579.08,581.3,557552700,1947704,19250113,212839038,83195850,2792121,73210729,720,355205990,20010511,900,697,860,325,478,57,20,7,0,0,79,20,13,0,0
2001-05-16,»ó½Â,578.68,585.67,572.36,572.4,529252100,1930949,19250158,209757253,83196074,2786278,72194735,720,411141270,20010514,900,697,863,329,468,66,27,4,0,0,79,20,7,2,0
2001-05-17,»ó½Â,588.15,596.39,585.59,596.39,565112100,2157100,19250449,218185173,83197530,2788505,75544134,720,542939216,20010515,900,697,863,591,208,66,30,5,0,0,79,20,14,1,0
2001-05-18,»ó½Â,594.56,600.54,591.63,600.54,595397600,2542473,19247853,219778981,83184546,2800458,76316366,720,513370856,20010516,898,696,861,410,394,57,24,2,0,0,77,22,20,2,0
2001-05-21,ÇÏ¶ô,606.87,620.89,606.46,618.96,750100400,3157372,19248063,226384765,83185596,2805620,78834982,721,440000093,20010517,898,696,863,690,128,47,70,1,0,0,81,18,36,2,0
2001-05-22,»ó½Â,628.82,630.08,617.99,617.99,794303400,3287501,19248964,225987711,83189600,2818538,78996015,721,457518988,20010518,898,696,861,392,407,64,36,2,0,0,81,17,27,1,0
2001-05-23,»ó½Â,620.03,625.8,616.56,622.6,526291000,2451807,18739863,227600376,80644096,2816222,79394164,721,520991704,20010521,896,694,860,576,238,48,64,4,0,0,83,16,24,0,0
2001-05-24,ÇÏ¶ô,614.22,624.46,612.62,622.28,561542800,2618500,18740035,227613375,80644585,2815283,78673926,721,360603821,20010522,896,694,854,457,351,49,35,8,0,0,82,17,18,0,0
2001-05-25,ÇÏ¶ô,626.97,633.16,623.05,624.11,634244500,2865476,18740107,228402851,80644948,2818169,78378659,721,446942456,20010523,896,694,856,473,332,52,26,9,0,0,82,17,34,1,0
2001-05-28,ÇÏ¶ô,620.2,622.67,618.14,618.47,434841200,1851596,18733918,226339884,80614000,2818258,77783380,721,371212320,20010524,896,694,854,310,489,59,27,1,0,0,83,16,17,1,0
2001-05-29,ÇÏ¶ô,616.94,632.09,615.87,632.05,530442400,2460526,18733918,231012542,80614000,2821260,79576543,721,320658217,20010525,896,694,858,439,360,61,27,4,0,0,82,17,23,2,0
2001-05-30,ÇÏ¶ô,629.45,629.9,620.95,628.42,449656200,2299525,18734053,229880226,80614678,2814069,78925270,722,283245565,20010528,896,694,857,327,463,67,15,8,0,0,83,16,19,1,0
2001-05-31,»ó½Â,612.45,617.66,608.8,612.16,384983600,2294596,18742150,224194567,80619158,2816396,76537957,722,269862071,20010529,896,694,852,259,533,61,17,8,0,0,80,19,20,1,0
2001-06-01,»ó½Â,615.67,617.09,603.84,607.07,358791000,1893259,18742150,222323481,80619158,2817110,75871489,722,284323509,20010530,896,694,852,402,399,53,30,2,0,0,82,17,28,1,0
2001-06-04,ÇÏ¶ô,609.06,613.21,606.72,610.91,341323200,1591517,18749329,223658742,80623553,2822414,76230116,722,282239391,20010531,896,694,853,541,258,55,34,3,0,0,85,14,29,1,0
2001-06-05,»ó½Â,612.63,615,597.66,597.66,360313700,1805865,18749345,219129770,80623570,2825295,74458702,723,395035942,20010601,896,694,854,233,577,47,16,15,0,0,80,18,25,1,0
2001-06-07,»ó½Â,594.28,601.35,594.28,601.14,328043700,1722205,18707532,220161277,80414503,2826250,75150021,725,291567264,20010604,895,693,852,370,437,48,32,8,0,0,81,18,14,2,0
2001-06-08,ÇÏ¶ô,608.48,621.9,608.33,621.78,442483300,2321916,18709365,227442714,80419291,2835636,78061736,725,280119428,20010605,896,693,860,549,264,49,19,9,0,0,82,17,22,2,0
2001-06-11,»ó½Â,612.46,615.41,607.2,608.23,340123800,1711354,18709472,222695284,80419825,2835699,76275296,725,353345998,20010607,896,693,858,332,464,63,27,3,0,0,81,18,28,1,0
2001-06-12,»ó½Â,605.36,611.88,603.91,607.15,319877500,1579309,18704472,222321519,80394825,2833437,75964225,725,375738689,20010608,896,693,857,343,436,80,11,4,0,0,79,20,22,2,0
2001-06-13,ÇÏ¶ô,611.79,614.05,607.48,614.05,392415100,1882785,18704472,224764563,80394825,2824573,76706300,725,329997091,20010611,896,693,856,500,286,71,28,2,0,0,79,20,31,1,0
2001-06-14,ÇÏ¶ô,612.96,623.37,610.36,613.75,420520500,2138122,18708073,224726102,80412833,2817455,76454960,725,417357369,20010612,896,693,857,486,287,85,16,4,0,0,82,17,35,2,0
2001-06-15,ÇÏ¶ô,609.54,618.96,604.37,618.96,375830100,1984248,18709843,226611770,80417224,2805495,76726752,725,390142186,20010613,896,693,861,464,336,61,21,1,0,0,82,17,33,2,0
2001-06-18,ÇÏ¶ô,617.66,619.82,607.93,608.78,474207500,2043419,18718196,223007500,80458988,2801421,75196594,725,393858830,20010614,896,693,861,398,416,47,29,4,0,0,81,18,53,2,0
2001-06-19,ÇÏ¶ô,606.04,615.85,605.8,608.91,436625700,2106692,18726784,223037791,80458052,2792672,75262156,722,349995849,20010615,896,693,858,300,495,65,19,0,0,0,78,21,37,2,0
2001-06-20,ÇÏ¶ô,603.29,604.78,593.75,595.72,440475300,2054752,18729826,218414764,80473261,2777491,73511817,722,326337968,20010618,896,693,859,215,602,42,28,4,0,0,77,22,24,3,0
2001-06-21,ÇÏ¶ô,597.72,599.76,589.46,595.53,404196800,1906898,18727962,218357673,80463940,2771966,73373829,720,257535237,20010619,896,693,852,402,386,65,24,2,0,0,78,21,24,0,0
2001-06-22,ÇÏ¶ô,597.34,602.7,593.33,599.08,395237300,1950713,18728143,219736472,80464844,2775031,73669648,720,270374240,20010620,896,693,855,391,396,70,15,7,0,0,74,25,26,2,0
2001-06-25,ÇÏ¶ô,597.37,602.77,594.04,598.02,309867500,1550029,18739303,219332932,80464844,2776764,73427015,720,277035101,20010621,896,693,852,320,474,60,23,10,0,0,72,27,30,3,0
2001-06-26,»ó½Â,597.81,598.96,586.12,588.71,312735600,1628122,18739955,216048474,80468108,2774041,72464404,720,215700705,20010622,896,693,855,140,678,39,6,18,0,0,55,44,21,6,0
2001-06-27,»ó½Â,587.31,590.74,580.75,584.76,330389400,1647179,19260780,216168914,83072233,3272348,73266702,720,191511061,20010625,896,693,855,270,530,58,11,12,0,0,52,47,10,10,0
2001-06-28,»ó½Â,585.66,591.03,582.91,583.27,268780100,1448588,19268595,215686687,83109239,3267498,73160476,719,168064540,20010626,896,693,852,425,364,64,20,3,0,0,46,53,16,3,0
2001-06-29,ÇÏ¶ô,594.02,595.13,589.18,595.13,225172300,1398816,19273289,219952574,83127959,3245678,74634634,719,175360296,20010627,896,693,853,572,222,62,17,5,0,0,47,52,21,1,0
2001-07-02,ÇÏ¶ô,593.03,598.24,592.9,596.74,201673900,1185360,19309232,220615508,83127806,3241058,74849387,719,177601981,20010628,897,693,857,432,366,62,22,2,0,0,45,54,14,0,0
2001-07-03,ÇÏ¶ô,598.67,598.67,593.56,594.31,209112400,1160904,19311992,219740147,83134856,3297710,77405422,719,162484898,20010629,897,693,857,355,428,77,26,4,0,0,48,51,19,2,0
2001-07-04,ÇÏ¶ô,591.01,597.25,586.31,597.25,226701900,1173004,19312601,220787719,83137903,3289347,77728785,719,175056272,20010702,897,693,861,430,373,59,38,4,0,0,48,51,9,2,0
2001-07-05,ÇÏ¶ô,598.95,600.51,592.8,593.61,195564600,1058543,19312873,219532395,83139260,3283924,77252236,719,214349160,20010703,897,693,858,273,529,57,9,8,0,0,46,53,13,3,0
2001-07-06,ÇÏ¶ô,581.85,585.08,578.13,578.54,215957100,1143604,19029240,214250142,81721095,3267553,75211570,719,196685001,20010704,897,693,858,190,621,50,16,9,0,0,45,54,13,5,0
2001-07-09,ÇÏ¶ô,565.34,568.21,555.66,560,250533900,1429909,19029336,207703809,81721575,3250850,72913470,719,173963916,20010705,897,693,858,72,772,17,14,30,0,0,32,67,11,15,0
2001-07-10,ÇÏ¶ô,563.21,565.51,557.51,558.6,228984700,1079791,19007071,206596193,81610252,3240433,72504824,719,265342872,20010706,896,692,855,513,275,70,27,6,0,0,33,66,15,7,0
2001-07-11,ÇÏ¶ô,547.15,558.53,545.76,553.65,208227400,1137053,19010252,204768063,81612263,3232531,72011041,719,225026228,20010709,896,692,858,185,638,38,18,15,0,0,31,68,14,16,0
2001-07-12,ÇÏ¶ô,561.5,566.26,559.95,559.95,302702400,1459039,19412569,208169892,83584348,3219922,72639351,720,201767643,20010710,896,692,860,651,172,38,18,3,0,0,35,64,13,4,0
2001-07-13,ÇÏ¶ô,571.16,571.16,546.97,548.49,259004700,1380948,19510874,204352571,84075871,3214838,71420515,721,245393388,20010711,896,692,855,195,613,52,19,11,0,0,29,70,15,6,0
