날짜,지수종가,거래량,거래대금,상장주식수,시가총액,자본금,외국인보유주식수,외국인보유시가총액,신용거래종목수,신용가능종목거래량,신용자료일자,전체종목수,회사수,거래형성종목수,상승종목수,하락종목수,보합종목수,상한종목수,하한종목수,25일이평상회종목건수,25일이평하회종목건수,52주신고가종목수,52주신저가종목수,배당 수익율
2001-01-02,520.95,231014600.0,1223328.0,19638887.0,191252891.0,84895076.0,2723222.0,58238292.0,746.0,419388020,20010102.0,902.0,704.0,853.0,618.0,215.0,22.0,167.0,16.0,26.0,73.0,1.0,85.0,0.0
2001-01-03,521.43,324584400.0,1583403.0,19633559.0,191363161.0,84868436.0,2727918.0,58249739.0,746.0,552328408,20010102.0,902.0,704.0,854.0,488.0,316.0,52.0,85.0,6.0,28.0,71.0,1.0,12.0,0.0
2001-01-04,558.02,444540900.0,2984761.0,19634734.0,204074166.0,84873582.0,2735566.0,62823637.0,746.0,537148329,20010102.0,902.0,704.0,855.0,752.0,83.0,20.0,149.0,3.0,42.0,57.0,1.0,2.0,0.0
2001-01-05,580.85,578286000.0,3569582.0,19637038.0,212089180.0,84885103.0,2747453.0,65820417.0,746.0,542815536,20010103.0,902.0,704.0,855.0,427.0,393.0,37.0,92.0,9.0,43.0,56.0,3.0,2.0,0.0
2001-01-08,586.65,558645100.0,2948092.0,19630735.0,214231273.0,84853590.0,2751599.0,66348238.0,746.0,597686581,20010104.0,902.0,704.0,854.0,533.0,278.0,45.0,72.0,5.0,43.0,56.0,6.0,1.0,0.0
2001-01-09,589.92,558967700.0,2833998.0,19636252.0,215355041.0,84881174.0,2754673.0,66495885.0,746.0,496064040,20010105.0,902.0,704.0,854.0,527.0,282.0,49.0,64.0,8.0,48.0,51.0,6.0,1.0,0.0
2001-01-10,560.81,642378200.0,3285030.0,19638291.0,205104272.0,84891369.0,2756865.0,63950968.0,746.0,682011056,20010108.0,902.0,704.0,857.0,137.0,698.0,23.0,36.0,35.0,44.0,55.0,7.0,2.0,0.0
2001-01-11,561.79,518788600.0,2721732.0,19641265.0,205561334.0,84906240.0,2749251.0,63694736.0,743.0,582772001,20010109.0,902.0,704.0,858.0,574.0,242.0,43.0,87.0,11.0,53.0,46.0,5.0,2.0,0.0
2001-01-12,587.87,713787700.0,3980149.0,19641865.0,214741982.0,84909240.0,2773909.0,70739059.0,743.0,583319476,20010110.0,902.0,704.0,857.0,494.0,298.0,68.0,27.0,9.0,57.0,42.0,6.0,1.0,0.0
2001-01-15,599.0,611961800.0,3407840.0,19093061.0,217943452.0,82165217.0,2701890.0,71929782.0,743.0,476008701,20010111.0,903.0,704.0,861.0,462.0,334.0,67.0,49.0,11.0,61.0,38.0,7.0,2.0,0.0
2001-01-16,603.42,606278900.0,3352424.0,19103085.0,219350077.0,82215337.0,2708517.0,72886992.0,743.0,427818667,20010112.0,901.0,703.0,859.0,286.0,526.0,50.0,32.0,9.0,57.0,42.0,4.0,3.0,0.0
2001-01-17,595.83,501660400.0,3078571.0,19126066.0,216568720.0,82330244.0,2705108.0,72342328.0,743.0,409796989,20010115.0,901.0,703.0,859.0,243.0,582.0,35.0,20.0,20.0,54.0,45.0,2.0,5.0,0.0
2001-01-18,604.05,453764800.0,3021314.0,19126700.0,219367134.0,82333415.0,2718753.0,73919481.0,745.0,443504614,20010116.0,901.0,703.0,855.0,309.0,484.0,64.0,15.0,12.0,55.0,44.0,0.0,4.0,0.0
2001-01-19,619.78,432454200.0,3002558.0,19100737.0,224822750.0,82201582.0,2730269.0,76120239.0,745.0,424395074,20010117.0,901.0,703.0,856.0,417.0,365.0,75.0,29.0,8.0,54.0,44.0,1.0,2.0,0.0
2001-01-22,627.45,484953800.0,2513407.0,19131209.0,227685053.0,82276177.0,2733235.0,76456948.0,746.0,417774735,20010118.0,900.0,702.0,857.0,637.0,161.0,59.0,54.0,5.0,54.0,45.0,1.0,1.0,0.0
2001-01-26,591.73,443736600.0,2603229.0,19136746.0,215497711.0,82302346.0,2732487.0,71634641.0,746.0,469367635,20010119.0,900.0,702.0,854.0,204.0,607.0,47.0,18.0,12.0,50.0,49.0,2.0,2.0,0.0
2001-01-29,596.54,461154800.0,2397521.0,19141458.0,217207344.0,82319908.0,2739247.0,71809743.0,746.0,405869444,20010122.0,901.0,703.0,862.0,581.0,234.0,49.0,62.0,2.0,52.0,47.0,1.0,1.0,0.0
2001-01-30,591.34,498673100.0,2418190.0,19236025.0,215444336.0,82792740.0,2741897.0,71258794.0,747.0,358194321,20010126.0,901.0,703.0,863.0,421.0,394.0,49.0,33.0,2.0,53.0,46.0,4.0,1.0,0.0
2001-01-31,617.91,442127200.0,2585503.0,19253350.0,224609465.0,82802303.0,2747707.0,75055760.0,752.0,308302850,20010129.0,901.0,703.0,862.0,488.0,303.0,72.0,40.0,4.0,57.0,42.0,1.0,2.0,0.0
2001-02-01,612.3,396006900.0,2211415.0,19258851.0,222747672.0,82824838.0,2758714.0,74581846.0,752.0,319052279,20010130.0,902.0,703.0,860.0,307.0,510.0,44.0,23.0,6.0,54.0,45.0,4.0,1.0,0.0
2001-02-02,608.48,345289400.0,1794823.0,19517706.0,222182669.0,84119115.0,2759049.0,74188224.0,752.0,296847323,20010131.0,906.0,705.0,866.0,371.0,439.0,59.0,38.0,5.0,59.0,40.0,10.0,2.0,0.0
2001-02-05,579.16,354074000.0,1897013.0,19518506.0,211926329.0,84123115.0,2755393.0,70615966.0,752.0,279928097,20010201.0,906.0,705.0,866.0,194.0,638.0,36.0,35.0,11.0,66.0,33.0,3.0,2.0,0.0
2001-02-06,586.58,326302400.0,1608178.0,19475874.0,214311425.0,83909955.0,2752224.0,71229194.0,752.0,265389797,20010202.0,906.0,705.0,864.0,564.0,241.0,60.0,41.0,4.0,75.0,24.0,3.0,3.0,0.0
2001-02-07,576.19,322720500.0,1469919.0,19466254.0,210579200.0,83861855.0,2750066.0,70152016.0,752.0,316566527,20010205.0,905.0,704.0,864.0,226.0,586.0,53.0,28.0,7.0,76.0,23.0,4.0,3.0,0.0
2001-02-08,591.57,282243300.0,1726606.0,19475991.0,215902566.0,83886877.0,2752522.0,71969628.0,752.0,279841853,20010206.0,905.0,704.0,864.0,528.0,268.0,69.0,26.0,5.0,76.0,23.0,4.0,5.0,0.0
2001-02-09,595.47,374564100.0,2030005.0,19476061.0,217282483.0,83887227.0,2757128.0,72350499.0,752.0,311397607,20010207.0,905.0,704.0,858.0,502.0,304.0,54.0,39.0,4.0,76.0,23.0,4.0,5.0,0.0
2001-02-12,599.2,318923200.0,1895873.0,19441694.0,218641619.0,83715383.0,2764581.0,72624815.0,752.0,382651178,20010208.0,901.0,700.0,863.0,447.0,333.0,83.0,39.0,2.0,76.0,23.0,4.0,5.0,0.0
2001-02-13,598.78,336730900.0,1990403.0,19438438.0,218368594.0,83699105.0,2772241.0,72549077.0,752.0,333614656,20010209.0,901.0,700.0,863.0,423.0,373.0,67.0,36.0,4.0,67.0,32.0,7.0,5.0,0.0
2001-02-14,603.83,413234800.0,2151929.0,19438438.0,220115581.0,83699105.0,2776247.0,73069052.0,752.0,294099017,20010212.0,901.0,700.0,865.0,493.0,308.0,65.0,35.0,9.0,67.0,32.0,8.0,5.0,0.0
2001-02-15,603.63,359764300.0,2020480.0,19438894.0,219926954.0,83701384.0,2779190.0,73321453.0,752.0,289493893,20010213.0,901.0,700.0,863.0,303.0,502.0,59.0,25.0,9.0,60.0,39.0,8.0,4.0,0.0
2001-02-16,604.92,319525800.0,1853013.0,19441714.0,220314910.0,83715484.0,2783198.0,73989998.0,752.0,467376145,20010214.0,901.0,700.0,863.0,317.0,487.0,60.0,29.0,6.0,56.0,43.0,5.0,7.0,0.0
2001-02-19,596.67,316677900.0,1609531.0,19441735.0,217406956.0,83715587.0,2779698.0,72850893.0,752.0,408242073,20010215.0,901.0,700.0,861.0,398.0,396.0,69.0,45.0,7.0,71.0,28.0,4.0,7.0,0.0
2001-02-20,608.74,498568800.0,2722295.0,19445150.0,221510447.0,83732663.0,2779060.0,73757494.0,751.0,409449665,20010216.0,902.0,700.0,864.0,640.0,175.0,51.0,43.0,8.0,69.0,30.0,9.0,2.0,0.0
2001-02-21,594.53,439148600.0,2430723.0,19447428.0,216452336.0,83744053.0,2775813.0,71782418.0,751.0,374273168,20010219.0,902.0,700.0,860.0,372.0,434.0,57.0,36.0,12.0,67.0,32.0,5.0,5.84,0.0
2001-02-22,583.41,434981600.0,2300710.0,19449247.0,212605959.0,83753149.0,2772205.0,70162010.0,751.0,339693553,20010220.0,902.0,700.0,863.0,233.0,595.0,37.0,32.0,16.0,59.0,40.0,5.0,1.0,0.0
2001-02-23,583.52,400765300.0,2115209.0,19476593.0,212883652.0,83758631.0,2768845.0,69847429.0,752.0,369533565,20010221.0,902.0,700.0,862.0,501.0,302.0,61.0,37.0,6.0,65.0,34.0,6.0,1.0,0.0
2001-02-26,585.32,448986500.0,1803583.0,19476593.0,213488224.0,83758631.0,2770359.0,69915296.0,752.0,278133322,20010222.0,902.0,700.0,865.0,507.0,299.0,60.0,34.0,10.0,73.0,26.0,5.0,2.0,0.0
2001-02-27,577.57,475761000.0,2148639.0,19513271.0,210868607.0,83939816.0,2769776.0,69207729.0,752.0,300726631,20010223.0,902.0,700.0,868.0,254.0,556.0,58.0,32.0,12.0,72.0,27.0,3.0,2.0,0.0
2001-02-28,578.1,351257300.0,1582342.0,19513271.0,211152078.0,83939816.0,2770240.0,69276398.0,751.0,284698620,20010226.0,902.0,700.0,862.0,361.0,430.0,74.0,40.0,8.0,69.0,30.0,3.0,2.0,0.0
2001-03-02,559.44,329687200.0,1903049.0,19513458.0,204706040.0,83940748.0,2760826.0,67621317.0,751.0,372930452,20010227.0,902.0,700.0,863.0,142.0,701.0,21.0,19.0,21.0,54.0,45.0,6.0,6.0,0.0
2001-03-05,565.38,309881500.0,1568472.0,19513502.0,206739438.0,83940971.0,2756544.0,68769260.0,751.0,297551294,20010228.0,902.0,700.0,856.0,255.0,552.0,50.0,16.0,17.0,56.0,43.0,4.0,13.0,0.0
2001-03-06,568.15,485018800.0,2222220.0,19420910.0,207810985.0,83950904.0,2758537.0,69233518.0,751.0,261666729,20010302.0,902.0,700.0,861.0,490.0,301.0,72.0,24.0,10.0,52.0,47.0,5.0,2.0,0.0
2001-03-07,568.64,364058600.0,1838749.0,19422144.0,207763639.0,83951521.0,2760147.0,69678189.0,751.0,238205951,20010305.0,902.0,700.0,863.0,392.0,402.0,72.0,26.0,5.0,53.0,46.0,3.0,3.0,0.0
2001-03-08,579.28,349375100.0,1510045.0,19423131.0,211557507.0,83952319.0,2752620.0,70726310.0,751.0,292206034,20010306.0,902.0,700.0,864.0,604.0,202.0,60.0,24.0,2.0,53.0,46.0,2.0,3.0,0.0
2001-03-09,565.76,316003400.0,1420750.0,19423154.0,206891632.0,83952432.0,2748707.0,68799567.0,750.0,312808493,20010307.0,902.0,700.0,863.0,398.0,400.0,65.0,34.0,1.0,53.0,46.0,7.0,1.0,0.0
2001-03-12,545.05,360939400.0,1556781.0,19412158.0,199426365.0,83897456.0,2739742.0,65962958.0,750.0,333634252,20010308.0,902.0,700.0,866.0,204.0,628.0,36.0,39.0,10.0,48.0,51.0,11.0,8.0,0.0
2001-03-13,527.97,358141000.0,1629242.0,19404238.0,193383125.0,83857856.0,2724789.0,64160255.0,750.0,313760019,20010309.0,902.0,700.0,864.0,114.0,731.0,20.0,20.0,30.0,42.0,56.0,6.0,24.0,0.0
2001-03-14,543.28,415188300.0,1784541.0,19396497.0,198586547.0,83807583.0,2721193.0,66121385.0,750.0,283884942,20010312.0,901.0,699.0,864.0,735.0,106.0,25.0,53.0,5.0,48.0,51.0,5.0,5.0,0.0
2001-03-15,541.83,385191400.0,1671056.0,19396655.0,198017123.0,83808373.0,2714359.0,65974541.0,749.0,227852018,20010313.0,901.0,699.0,861.0,199.0,606.0,57.0,19.0,3.0,47.0,52.0,5.0,20.0,0.0
2001-03-16,538.67,332615500.0,1409229.0,19398935.0,196973564.0,83809513.0,2711720.0,65614998.0,749.0,255072542,20010314.0,901.0,699.0,861.0,434.0,337.0,92.0,22.0,7.0,45.0,54.0,5.0,18.03,0.0
2001-03-19,534.33,253799700.0,1188001.0,19412042.0,195479241.0,83811868.0,2710692.0,65054945.0,749.0,273075752,20010315.0,901.0,699.0,861.0,283.0,515.0,66.0,17.0,6.0,41.0,58.0,3.0,2.0,0.0
2001-03-20,531.59,279529500.0,1229766.0,19412907.0,194504807.0,83816190.0,2706621.0,64564442.0,749.0,346180080,20010316.0,900.0,698.0,865.0,414.0,381.0,70.0,19.0,5.0,40.0,59.0,1.0,3.0,0.0
2001-03-21,532.59,364742600.0,1357914.0,19413307.0,194824228.0,83818190.0,2703168.0,64603686.0,751.0,290544718,20010319.0,900.0,698.0,862.0,362.0,455.0,48.0,29.0,6.0,40.0,59.0,1.0,6.0,0.0
2001-03-22,527.05,402499100.0,1591322.0,19431320.0,192796864.0,83827258.0,2717638.0,64232999.0,751.0,386376785,20010320.0,900.0,698.0,865.0,285.0,522.0,58.0,33.0,5.0,36.0,64.0,3.0,8.0,0.0
2001-03-23,537.97,364379400.0,1920406.0,19433703.0,196580110.0,83839172.0,2713791.0,66140375.0,751.0,396477240,20010321.0,902.0,700.0,864.0,392.0,390.0,84.0,19.0,11.0,38.0,61.0,10.0,5.0,0.0
2001-03-26,545.98,433275800.0,1845347.0,19431981.0,199393211.0,83830564.0,2704429.0,67029951.0,751.0,319709374,20010322.0,902.0,700.0,867.0,526.0,277.0,65.0,29.0,13.0,39.0,60.0,7.0,4.0,0.0
2001-03-27,532.9,433273400.0,1722045.0,19432170.0,194872953.0,83831505.0,2707023.0,65374855.0,752.0,424392842,20010323.0,902.0,700.0,863.0,221.0,596.0,50.0,15.0,10.0,33.0,66.0,4.0,8.0,0.0
2001-03-28,528.79,402642800.0,1508932.0,19441845.0,193425812.0,83879880.0,2704268.0,64941310.0,752.0,364799099,20010326.0,902.0,700.0,867.0,194.0,610.0,63.0,10.0,14.0,26.0,73.0,3.0,19.0,0.0
2001-03-29,523.8,484168200.0,1523302.0,19442096.0,191631372.0,83881139.0,2719613.0,64311405.0,720.0,185756715,20010327.0,902.0,700.0,865.0,274.0,524.0,68.0,16.0,16.0,24.0,75.0,1.0,22.0,0.0
2001-03-30,523.22,417225200.0,1504517.0,19372332.0,190943979.0,83402317.0,2721589.0,64476931.0,721.0,222772144,20010328.0,901.0,699.0,863.0,264.0,553.0,49.0,16.0,20.0,27.0,72.0,6.0,40.0,0.0
2001-04-02,515.2,231820300.0,1105339.0,19372887.0,188236796.0,83405091.0,2720313.0,63420770.0,721.0,236145361,20010329.0,901.0,699.0,832.0,262.0,512.0,61.0,19.0,21.0,23.0,76.0,3.0,24.0,0.0
2001-04-03,503.26,277552100.0,1426037.0,19376165.0,184123414.0,83416483.0,2718449.0,61756973.0,721.0,248547938,20010330.0,902.0,699.0,860.0,158.0,666.0,39.0,14.0,37.0,15.0,84.0,1.0,64.0,0.0
2001-04-04,493.69,313640800.0,1457327.0,19376384.0,180858027.0,83417575.0,2714594.0,60326550.0,721.0,180912872,20010402.0,902.0,699.0,862.0,218.0,595.0,53.0,17.0,30.0,16.0,83.0,2.0,78.0,0.0
2001-04-06,506.22,373586900.0,1761027.0,19382920.0,185229108.0,83450254.0,2722063.0,62156050.0,721.0,183699679,20010403.0,902.0,699.0,863.0,625.0,180.0,60.0,20.0,15.0,17.0,82.0,3.0,18.0,0.0
2001-04-09,497.46,283858800.0,944537.0,19397874.0,182258918.0,83506588.0,2720967.0,60960112.0,721.0,276344376,20010404.0,902.0,699.0,856.0,230.0,576.0,57.0,22.0,5.0,20.0,79.0,2.0,34.0,0.0
2001-04-10,491.21,261934700.0,1155592.0,19398266.0,180040554.0,83507784.0,2716019.0,60058495.0,721.0,261618027,20010406.0,902.0,699.0,859.0,297.0,482.0,84.0,26.0,7.0,19.0,80.0,1.0,29.0,0.0
2001-04-11,507.53,354280200.0,1678782.0,19400872.0,185830793.0,83519115.0,2722467.0,62464873.0,721.0,240821272,20010409.0,902.0,699.0,858.0,619.0,186.0,58.0,21.0,10.0,20.0,79.0,2.0,15.0,0.0
2001-04-12,514.21,408940800.0,1738623.0,19400872.0,187988744.0,83519117.0,2725351.0,63784422.0,720.0,218537425,20010410.0,902.0,699.0,858.0,494.0,293.0,73.0,23.0,8.0,20.0,79.0,2.0,14.0,0.0
2001-04-13,516.1,346891100.0,1263054.0,19397227.0,188740444.0,83492283.0,2733096.0,64266108.0,720.0,243862338,20010411.0,902.0,699.0,858.0,495.0,284.0,82.0,29.0,10.0,19.0,80.0,3.82,6.0,0.0
2001-04-16,508.35,328653900.0,917668.0,19405750.0,186134248.0,83527289.0,2733356.0,63034468.0,720.0,388704228,20010412.0,901.0,699.0,858.0,371.0,420.0,67.0,30.0,7.0,20.0,79.0,2.0,2.0,0.0
2001-04-17,513.97,319534600.0,1275226.0,19407024.0,188186165.0,83533438.0,2731760.0,63735190.0,720.0,454263768,20010413.0,901.0,699.0,854.0,431.0,332.0,93.0,20.0,8.0,22.0,77.0,2.0,3.0,0.0
2001-04-18,540.0,494863700.0,2079623.0,19407026.0,197185944.0,83533448.0,2731655.0,67165077.0,720.0,382380555,20010416.0,901.0,699.0,858.0,610.0,182.0,67.0,25.0,5.0,42.0,57.0,4.0,3.0,0.0
2001-04-19,563.31,561585000.0,3545416.0,19407172.0,205200034.0,83534178.0,2766897.0,71364000.0,719.0,313383124,20010417.0,901.0,699.0,856.0,528.0,251.0,77.0,23.0,4.0,35.0,64.0,8.0,2.0,0.0
2001-04-20,556.29,475641400.0,2259268.0,19429525.0,202867629.0,83645943.0,2772238.0,70262161.0,718.0,267583749,20010418.0,901.0,699.0,853.0,259.0,543.0,54.0,21.0,6.0,38.0,61.0,5.0,5.0,0.0
2001-04-23,560.94,420369700.0,1826648.0,19468674.0,204470249.0,83580200.0,2771316.0,70811847.0,722.0,316959536,20010419.0,900.0,698.0,855.0,356.0,423.0,76.0,22.0,4.0,37.0,62.0,7.0,1.0,0.0
2001-04-24,555.64,346704300.0,1562500.0,19451902.0,202692107.0,83494700.0,2768951.0,70054633.0,722.0,236898788,20010420.0,899.0,697.0,849.0,231.0,551.0,68.0,12.0,7.0,36.0,63.0,6.0,4.0,0.0
2001-04-25,566.34,376545600.0,1827770.0,19412003.0,206799839.0,83476796.0,2767129.0,71629864.0,722.0,204355817,20010423.0,903.0,699.0,858.0,402.0,353.0,105.0,21.0,7.0,37.0,62.0,15.0,3.0,0.0
2001-04-26,561.62,305802800.0,1537384.0,19394510.0,205210972.0,83389330.0,2769521.0,71271449.0,722.0,343468771,20010424.0,900.0,697.0,851.0,335.0,434.0,83.0,18.0,8.0,36.0,63.0,15.0,9.65,0.0
2001-04-27,556.63,231120800.0,1246583.0,19394558.0,203671215.0,83389570.0,2773596.0,70581767.0,722.0,358571209,20010425.0,900.0,697.0,847.0,321.0,445.0,83.0,9.0,6.0,37.0,62.0,14.0,4.0,0.0
2001-04-30,577.36,371499600.0,2049155.0,19433153.0,210920515.0,83389570.0,2777036.0,73473267.0,722.0,282733647,20010426.0,900.0,697.0,850.0,623.0,168.0,59.0,16.0,3.0,41.0,58.0,21.0,2.0,0.0
2001-05-02,583.7,594622800.0,2357041.0,19433448.0,213282982.0,83391047.0,2787881.0,74663830.0,722.0,256945099,20010427.0,900.0,697.0,853.0,439.0,335.0,79.0,10.0,2.0,38.0,62.0,21.0,4.0,0.0
2001-05-03,584.4,390072400.0,1812442.0,19415246.0,213673587.0,83401677.0,2789703.0,74827644.0,722.0,359404869,20010430.0,900.0,697.0,852.0,306.0,471.0,76.0,16.0,5.0,41.0,58.0,14.0,4.0,0.0
2001-05-04,585.6,392471300.0,1675848.0,19415574.0,214242971.0,83403315.0,2789293.0,74630378.0,722.0,348123583,20010502.0,900.0,697.0,853.0,431.0,331.0,91.0,14.0,3.0,47.0,52.0,18.0,5.0,0.0
2001-05-07,596.5,471719100.0,2111121.0,19369416.0,217988556.0,83403315.0,2784489.0,75852590.0,722.0,352293984,20010503.0,900.0,697.0,854.0,517.0,260.0,79.0,23.0,2.0,54.0,45.0,20.0,4.0,0.0
2001-05-08,590.91,484398500.0,2106870.0,19369420.0,216013069.0,83403335.0,2793548.0,75211932.0,722.0,281437270,20010504.0,900.0,697.0,854.0,404.0,384.0,66.0,23.0,4.0,57.0,42.0,14.0,2.0,0.0
2001-05-09,578.84,527729000.0,2084919.0,19366686.0,211741524.0,83388750.0,2800801.0,73886691.0,722.0,255148374,20010507.0,900.0,697.0,855.0,221.0,559.0,77.0,19.0,2.0,60.0,40.0,4.0,3.0,0.0
2001-05-10,581.38,557126700.0,1813703.0,19329144.0,212723205.0,83388752.0,2797310.0,73869674.0,722.0,313525745,20010508.0,900.0,697.0,857.0,504.0,267.0,88.0,35.0,0.39,71.0,28.0,12.0,6.0,0.0
2001-05-11,583.06,546701200.0,1638335.0,19329144.0,213440783.0,83388752.0,2797768.0,73854078.0,722.0,371186981,20010509.0,900.0,697.0,860.0,477.0,308.0,76.0,30.0,0.0,78.0,21.0,18.0,2.0,0.0
2001-05-14,584.08,526955100.0,1765178.0,19249904.0,213737434.0,83194802.0,2794306.0,73938494.0,722.0,338772421,20010510.0,900.0,697.0,861.0,516.0,278.0,69.0,31.0,6.0,79.0,20.0,18.0,2.0,0.0
2001-05-15,581.3,557552700.0,1947704.0,19250113.0,212839038.0,83195850.0,2792121.0,73210729.0,720.0,355205990,20010511.0,900.0,697.0,860.0,325.0,478.0,57.0,20.0,7.0,79.0,20.0,13.0,4.46,0.0
2001-05-16,572.4,529252100.0,1930949.0,19250158.0,209757253.0,83196074.0,2786278.0,72194735.0,720.0,411141270,20010514.0,900.0,697.0,863.0,329.0,468.0,66.0,27.0,4.0,79.0,20.0,7.0,2.0,0.0
2001-05-17,596.39,565112100.0,2157100.0,19250449.0,218185173.0,83197530.0,2788505.0,75544134.0,720.0,542939216,20010515.0,900.0,697.0,863.0,591.0,208.0,66.0,30.0,5.0,79.0,20.0,14.0,1.0,0.0
2001-05-18,600.54,595397600.0,2542473.0,19247853.0,219778981.0,83184546.0,2800458.0,76316366.0,720.0,513370856,20010516.0,898.0,696.0,861.0,410.0,394.0,57.0,24.0,2.0,77.0,22.0,20.0,2.0,0.0
2001-05-21,618.96,750100400.0,3157372.0,19248063.0,226384765.0,83185596.0,2805620.0,78834982.0,721.0,440000093,20010517.0,898.0,696.0,863.0,690.0,128.0,47.0,70.0,1.0,81.0,18.0,36.0,2.0,0.0
2001-05-22,617.99,794303400.0,3287501.0,19248964.0,225987711.0,83189600.0,2818538.0,78996015.0,721.0,457518988,20010518.0,898.0,696.0,861.0,392.0,407.0,64.0,36.0,2.0,81.0,17.0,27.0,1.0,0.0
2001-05-23,622.6,526291000.0,2451807.0,18739863.0,227600376.0,80644096.0,2816222.0,79394164.0,721.0,520991704,20010521.0,896.0,694.0,860.0,576.0,238.0,48.0,64.0,4.0,83.0,16.0,24.0,0.0,0.0
2001-05-24,622.28,561542800.0,2618500.0,18740035.0,227613375.0,80644585.0,2815283.0,78673926.0,721.0,360603821,20010522.0,896.0,694.0,854.0,457.0,351.0,49.0,35.0,8.0,82.0,17.0,18.0,0.0,0.0
2001-05-25,624.11,634244500.0,2865476.0,18740107.0,228402851.0,80644948.0,2818169.0,78378659.0,721.0,446942456,20010523.0,896.0,694.0,856.0,473.0,332.0,52.0,26.0,9.0,82.0,17.0,34.0,1.0,0.0
2001-05-28,618.47,434841200.0,1851596.0,18733918.0,226339884.0,80614000.0,2818258.0,77783380.0,721.0,371212320,20010524.0,896.0,694.0,854.0,310.0,489.0,59.0,27.0,1.0,83.0,16.0,17.0,1.0,0.0
2001-05-29,632.05,530442400.0,2460526.0,18733918.0,231012542.0,80614000.0,2821260.0,79576543.0,721.0,320658217,20010525.0,896.0,694.0,858.0,439.0,360.0,61.0,27.0,4.0,82.0,17.0,23.0,2.0,0.0
2001-05-30,628.42,449656200.0,2299525.0,18734053.0,229880226.0,80614678.0,2814069.0,78925270.0,722.0,283245565,20010528.0,896.0,694.0,857.0,327.0,463.0,67.0,15.0,8.0,83.0,16.0,19.0,1.0,0.0
2001-05-31,612.16,384983600.0,2294596.0,18742150.0,224194567.0,80619158.0,2816396.0,76537957.0,722.0,269862071,20010529.0,896.0,694.0,852.0,259.0,533.0,61.0,17.0,8.0,80.0,19.0,20.0,1.0,0.0
2001-06-01,607.07,358791000.0,1893259.0,18742150.0,222323481.0,80619158.0,2817110.0,75871489.0,722.0,284323509,20010530.0,896.0,694.0,852.0,402.0,399.0,53.0,30.0,2.0,82.0,17.0,28.0,1.0,0.0
2001-06-04,610.91,341323200.0,1591517.0,18749329.0,223658742.0,80623553.0,2822414.0,76230116.0,722.0,282239391,20010531.0,896.0,694.0,853.0,541.0,258.0,55.0,34.0,3.0,85.0,14.0,29.0,1.0,0.0
2001-06-05,597.66,360313700.0,1805865.0,18749345.0,219129770.0,80623570.0,2825295.0,74458702.0,723.0,395035942,20010601.0,896.0,694.0,854.0,233.0,577.0,47.0,16.0,15.0,80.0,18.0,25.0,1.0,0.0
2001-06-07,601.14,328043700.0,1722205.0,18707532.0,220161277.0,80414503.0,2826250.0,75150021.0,725.0,291567264,20010604.0,895.0,693.0,852.0,370.0,437.0,48.0,32.0,8.0,81.0,18.0,14.0,2.0,0.0
2001-06-08,621.78,442483300.0,2321916.0,18709365.0,227442714.0,80419291.0,2835636.0,78061736.0,725.0,280119428,20010605.0,896.0,693.0,860.0,549.0,264.0,49.0,19.0,9.0,82.0,17.0,22.0,2.0,0.0
2001-06-11,608.23,340123800.0,1711354.0,18709472.0,222695284.0,80419825.0,2835699.0,76275296.0,725.0,353345998,20010607.0,896.0,693.0,858.0,332.0,464.0,63.0,27.0,3.0,81.0,18.0,28.0,1.0,0.0
2001-06-12,607.15,319877500.0,1579309.0,18704472.0,222321519.0,80394825.0,2833437.0,75964225.0,725.0,375738689,20010608.0,896.0,693.0,857.0,343.0,436.0,80.0,11.0,4.0,79.0,20.0,22.0,2.0,0.0
2001-06-13,614.05,392415100.0,1882785.0,18704472.0,224764563.0,80394825.0,2824573.0,76706300.0,725.0,329997091,20010611.0,896.0,693.0,856.0,500.0,286.0,71.0,28.0,2.0,79.0,20.0,31.0,1.0,0.0
2001-06-14,613.75,420520500.0,2138122.0,18708073.0,224726102.0,80412833.0,2817455.0,76454960.0,725.0,417357369,20010612.0,896.0,693.0,857.0,486.0,287.0,85.0,16.0,4.0,82.0,17.0,35.0,2.0,0.0
2001-06-15,618.96,375830100.0,1984248.0,18709843.0,226611770.0,80417224.0,2805495.0,76726752.0,725.0,390142186,20010613.0,896.0,693.0,861.0,464.0,336.0,61.0,21.0,1.0,82.0,17.0,33.0,2.0,0.0
2001-06-18,608.78,474207500.0,2043419.0,18718196.0,223007500.0,80458988.0,2801421.0,75196594.0,725.0,393858830,20010614.0,896.0,693.0,861.0,398.0,416.0,47.0,29.0,4.0,81.0,18.0,53.0,2.0,0.0
2001-06-19,608.91,436625700.0,2106692.0,18726784.0,223037791.0,80458052.0,2792672.0,75262156.0,722.0,349995849,20010615.0,896.0,693.0,858.0,300.0,495.0,65.0,19.0,13.32,78.0,21.0,37.0,2.0,0.0
2001-06-20,595.72,440475300.0,2054752.0,18729826.0,218414764.0,80473261.0,2777491.0,73511817.0,722.0,326337968,20010618.0,896.0,693.0,859.0,215.0,602.0,42.0,28.0,4.0,77.0,22.0,24.0,3.0,0.0
2001-06-21,595.53,404196800.0,1906898.0,18727962.0,218357673.0,80463940.0,2771966.0,73373829.0,720.0,257535237,20010619.0,896.0,693.0,852.0,402.0,386.0,65.0,24.0,2.0,78.0,21.0,24.0,1.94,0.0
