k_a_5,ICT설비투자지수(원지수),ISM비제조업지수[미국],ISM제조업지수[미국],OECD경기선행지수[미국],OECD경기선행지수[한국],개인소득/M2[미국],개인소비지출(PCE),건설기성액(실질)(십억원)(동행),건설수주액(실질)(십억원)(선행),경기동행지수[미국],경기선행지수[미국],광공업생산지수,구인구직비율(%)(선행),기계류내수출하지수(선박제외)(2015=100)(선행),도시가계소비지출(실질)(천원)(후행),동행종합지수(2015=100),동행지수 순환변동치,무역수지,미국 정책금리(Federal Fund Rate_Policy),비농림어업취업자수(천명)(동행),비농업부문고용자수[미국],생산자물가[중국],생산자제품재고지수(2015=100)(후행),생산자제품재고지수(원지수),서비스업생산지수,선행종합지수(2015=100),선행지수 순환변동치,설비투자 총지수(계절조정),설비투자총지수(불변),소매판매(SA),소매판매(소비재상품)[중국],소매판매[Euro-Zone],소매판매액지수(2015=100)(동행),소비자물가(전체)[중국],소비자물가[Euro-Zone],소비자신뢰지수(컨퍼런스보드)[미국],소비재수입액(실질)(백만불)(후행),수입국(중국),수입액,수출국(중국),수출액,시카고PMI지수[미국],식료품및에너지제외소비자물가지수(식료품및에너지제외),실업률(NSA)[미국],외환보유액,재고율[미국],제조업내수출하지수(원지수),제조업생산-제조업,제조업생산출하-제조업,코스피지수(1980.1.4=100)(선행),필라델피아연준지수[미국],후행종합지수(2015=100)
1747.58,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1739.52,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1737.03,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1752.2,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1749.55,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1733.91,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1728.42,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1741.56,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1721.21,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1718.75,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1684.71,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1647.5,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1677.63,116.5,54.8,58.9,99.9,102.1,1.456541634,10112.88,7935,7269.4,99.2,86.6,101.2,63.3,94,2311.9,99.1,100.8,3778.6,0.13,22146.2,129703,112.8,98,93.2,98.8,99,102.5,126.8,133.1,91.71,11510.4,99.53,98.2,102.8,109.98,57.74,3391.7,1662334300,35522367,2529686300,39301014,60.54,99.6,9.5,288638.6943,1.26,103.1,101.3,101.6,1664.9,16.4,98.7
1670.24,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1663.03,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1694.58,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1695.63,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1651.51,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1643.24,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1630.08,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1600.18,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1604.93,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1560.83,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1582.12,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1607.5,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1622.78,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1641.25,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1630.4,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1661.84,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1664.13,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1637.97,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1651.48,145.6,55.3,57.8,99.8,101.9,1.459687799,10130.97,7865.6,8003,99.8,86.7,100.2,60.6,97.8,2337.4,99.8,101.1,4034.4,0.13,22259.9,130224,113.13,98.3,95.3,101.2,99.6,102.6,130,132,92.32,12455.1,100.32,97.8,103.1,110.1,62.66,3441.3,1842168100,34853570,3465896200,38887930,63.63,99.8,9.3,285762.8457,1.27,99.9,100.6,100.1,1681.4,21.2,99.4
1647.22,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1651.7,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1675.34,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1690.6,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1690.03,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1705.33,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1707.92,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1711.95,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1739.68,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1731.48,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1725.82,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1739.87,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1729.84,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1732.03,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1707.76,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1698.29,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1686.24,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1671.82,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1675.37,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1684.94,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1675.65,148.7,54.5,56.1,99.7,101.7,1.458969408,10151.45,7844.4,8129.1,99.9,86.7,102.3,60.9,100.6,2333.9,100.3,101.2,6794.3,0.13,22287.1,130094,112.82,98.9,95.8,101.6,100.1,102.6,135.7,147.6,93.18,12329.9,99.99,98.4,102.9,110.1,54.31,3501.9,2002010600,35254773,2822759900,42049045,61.16,99.9,9.6,288573.9271,1.28,103.9,102.9,103.3,1690.2,14.4,100
1698.64,135.4,54.7,56.4,99.6,101.5,1.462897079,10184.66,7906.9,8630.8,100.1,87,102.2,63.5,102,2336.6,100.9,101.4,5001.9,0.13,22314.7,130008,112.4,99.5,106.3,99.5,100.7,102.8,138.5,140.9,92.98,12252.8,100.41,99.4,103.3,109.63,51.03,3546.3,2370634200,35421718,3258286600,40423611,62.37,100.1,9.7,293971.12,1.28,101.8,102.7,101.8,1690.4,8.8,100.6
1723.01,135.4,54.7,56.4,99.6,101.5,1.462897079,10184.66,7906.9,8630.8,100.1,87,102.2,63.5,102,2336.6,100.9,101.4,5001.9,0.13,22314.7,130008,112.4,99.5,106.3,99.5,100.7,102.8,138.5,140.9,92.98,12252.8,100.41,99.4,103.3,109.63,51.03,3546.3,2370634200,35421718,3258286600,40423611,62.37,100.1,9.7,293971.12,1.28,101.8,102.7,101.8,1690.4,8.8,100.6
1734.05,135.4,54.7,56.4,99.6,101.5,1.462897079,10184.66,7906.9,8630.8,100.1,87,102.2,63.5,102,2336.6,100.9,101.4,5001.9,0.13,22314.7,130008,112.4,99.5,106.3,99.5,100.7,102.8,138.5,140.9,92.98,12252.8,100.41,99.4,103.3,109.63,51.03,3546.3,2370634200,35421718,3258286600,40423611,62.37,100.1,9.7,293971.12,1.28,101.8,102.7,101.8,1690.4,8.8,100.6
1735.08,135.4,54.7,56.4,99.6,101.5,1.462897079,10184.66,7906.9,8630.8,100.1,87,102.2,63.5,102,2336.6,100.9,101.4,5001.9,0.13,22314.7,130008,112.4,99.5,106.3,99.5,100.7,102.8,138.5,140.9,92.98,12252.8,100.41,99.4,103.3,109.63,51.03,3546.3,2370634200,35421718,3258286600,40423611,62.37,100.1,9.7,293971.12,1.28,101.8,102.7,101.8,1690.4,8.8,100.6
1758.01,135.4,54.7,56.4,99.6,101.5,1.462897079,10184.66,7906.9,8630.8,100.1,87,102.2,63.5,102,2336.6,100.9,101.4,5001.9,0.13,22314.7,130008,112.4,99.5,106.3,99.5,100.7,102.8,138.5,140.9,92.98,12252.8,100.41,99.4,103.3,109.63,51.03,3546.3,2370634200,35421718,3258286600,40423611,62.37,100.1,9.7,293971.12,1.28,101.8,102.7,101.8,1690.4,8.8,100.6
1751.29,135.4,54.7,56.4,99.6,101.5,1.462897079,10184.66,7906.9,8630.8,100.1,87,102.2,63.5,102,2336.6,100.9,101.4,5001.9,0.13,22314.7,130008,112.4,99.5,106.3,99.5,100.7,102.8,138.5,140.9,92.98,12252.8,100.41,99.4,103.3,109.63,51.03,3546.3,2370634200,35421718,3258286600,40423611,62.37,100.1,9.7,293971.12,1.28,101.8,102.7,101.8,1690.4,8.8,100.6
