k_a_5,ICT설비투자지수(원지수),ISM비제조업지수[미국],ISM제조업지수[미국],OECD경기선행지수[미국],OECD경기선행지수[한국],개인소득/M2[미국],개인소비지출(PCE),건설기성액(실질)(십억원)(동행),건설수주액(실질)(십억원)(선행),경기동행지수[미국],경기선행지수[미국],광공업생산지수,구인구직비율(%)(선행),기계류내수출하지수(선박제외)(2015=100)(선행),도시가계소비지출(실질)(천원)(후행),동행종합지수(2015=100),동행지수 순환변동치,무역수지,미국 정책금리(Federal Fund Rate_Policy),비농림어업취업자수(천명)(동행),비농업부문고용자수[미국],생산자물가[중국],생산자제품재고지수(2015=100)(후행),생산자제품재고지수(원지수),서비스업생산지수,선행종합지수(2015=100),선행지수 순환변동치,설비투자 총지수(계절조정),설비투자총지수(불변),소매판매(SA),소매판매(소비재상품)[중국],소매판매[Euro-Zone],소매판매액지수(2015=100)(동행),소비자물가(전체)[중국],소비자물가[Euro-Zone],소비자신뢰지수(컨퍼런스보드)[미국],소비재수입액(실질)(백만불)(후행),수입국(중국),수입액,수출국(중국),수출액,시카고PMI지수[미국],식료품및에너지제외소비자물가지수(식료품및에너지제외),실업률(NSA)[미국],외환보유액,재고율[미국],제조업내수출하지수(원지수),제조업생산-제조업,제조업생산출하-제조업,코스피지수(1980.1.4=100)(선행),필라델피아연준지수[미국],후행종합지수(2015=100)
1003.68,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
994.65,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
989.99,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1002.15,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1010.8,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1002.43,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
991.11,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
994.74,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
999.08,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1008.16,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1018.02,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1021.71,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1018.81,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1019.01,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1026.82,102.7,58.4,52.38,100.2,100.4,1.624381228,8724.83,8362.5,8733.5,102.6,105.5,70.9,51.8,73.5,2220.5,75.6,98.5,2419,3.25,21008.6,133653,99.64,77.2,36,81.5,75.6,99.1,99.4,106.6,63.05,5318.5,100.04,81.6,101.6,100.08,106.2,2387.1,445510240,21288597,674640000,23707576,57.13,88.048,5.2,173818.3943,1.28,83.516,70.828,74.981,961.9,-1.4,71.7
1021.95,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1040.43,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1043.88,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1050.16,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1061.93,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1059.6,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1062.43,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1075.48,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1074.4,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1074.65,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1074.22,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1089.7,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1090.6,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1093.03,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1104.72,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1111.29,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1115.98,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1118.83,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1117.11,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1111.39,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1089.36,103.5,58.9,52.82,100.3,100.5,1.624686173,8829.45,8336.9,9152,102.8,105.5,70.6,52.3,75.3,2239.9,76.1,98.6,1726.7,3.25,21042.8,134025,100.12,77.2,36.1,80.7,76.1,99.3,104.4,105,63.66,5286.8,99.99,81.9,101.8,100,103.63,2432.7,482401150,21508824,780538240,23235522,61.28,88.048,5.2,172002.2257,1.27,81.624,70.328,73.26,996.3,8,72.1
1086.64,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1099.77,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1104.86,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1123.77,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1130.22,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1116.93,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1113.25,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1092.71,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1089.88,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1116.68,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1115.84,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1094.21,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1097.29,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1086.55,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1063.16,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1072.61,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1083.33,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1106.37,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1115.83,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1114.5,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1122.65,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1142.99,96.9,61.3,52.42,100.3,100.7,1.6254335,8832.37,8285.9,8624.5,102.9,106.3,68.1,51.7,76.7,2235,76.5,98.6,1342.1,3.5,21059.8,134217,100.46,76.3,36.7,80.7,76.4,99.3,98.2,95.1,63.35,5340.4,100.33,82,101.3,100.25,105.49,2469.8,552765890,22000828,619008130,23342967,52.18,88.224,4.9,173950.5114,1.26,79.896,67.615,71.838,1050.6,11.2,72.3
1145.26,102.3,56.2,56.78,100.4,101,1.627551624,8885.78,8230.2,7862.7,102.4,105.6,70,53.2,77,2250,76.8,98.5,1800.5,3.75,21081.2,134282,100.96,76.5,38.2,82,76.7,99.3,95,92.1,63.01,5753.6,100.51,81.7,100.9,100.76,87.5,2511.9,533193060,22718657,654065410,24519191,58.35,88.224,4.8,174821.5057,1.25,79.978,69.899,73.335,1110.5,7,72.8
1152.5,102.3,56.2,56.78,100.4,101,1.627551624,8885.78,8230.2,7862.7,102.4,105.6,70,53.2,77,2250,76.8,98.5,1800.5,3.75,21081.2,134282,100.96,76.5,38.2,82,76.7,99.3,95,92.1,63.01,5753.6,100.51,81.7,100.9,100.76,87.5,2511.9,533193060,22718657,654065410,24519191,58.35,88.224,4.8,174821.5057,1.25,79.978,69.899,73.335,1110.5,7,72.8
