날짜,지수종가,거래대금,상장주식수,시가총액,외국인보유주식수,외국인보유시가총액,신용거래종목수,신용자료일자,회사수,거래형성종목수,25일이평상회종목건수,25일이평하회종목건수,배당 수익율
2001-01-02,520.95,1223328.0,19638887.0,191252891.0,2723222.0,58238292.0,746.0,20010102.0,704.0,853.0,26.0,73.0,0.0
2001-01-03,521.43,1583403.0,19633559.0,191363161.0,2727918.0,58249739.0,746.0,20010102.0,704.0,854.0,28.0,71.0,0.0
2001-01-04,558.02,2984761.0,19634734.0,204074166.0,2735566.0,62823637.0,746.0,20010102.0,704.0,855.0,42.0,57.0,0.0
2001-01-05,580.85,3569582.0,19637038.0,212089180.0,2747453.0,65820417.0,746.0,20010103.0,704.0,855.0,43.0,56.0,0.0
2001-01-08,586.65,2948092.0,19630735.0,214231273.0,2751599.0,66348238.0,746.0,20010104.0,704.0,854.0,43.0,56.0,0.0
2001-01-09,589.92,2833998.0,19636252.0,215355041.0,2754673.0,66495885.0,746.0,20010105.0,704.0,854.0,48.0,51.0,0.0
2001-01-10,560.81,3285030.0,19638291.0,205104272.0,2756865.0,63950968.0,746.0,20010108.0,704.0,857.0,44.0,55.0,0.0
2001-01-11,561.79,2721732.0,19641265.0,205561334.0,2749251.0,63694736.0,743.0,20010109.0,704.0,858.0,53.0,46.0,0.0
2001-01-12,587.87,3980149.0,19641865.0,214741982.0,2773909.0,70739059.0,743.0,20010110.0,704.0,857.0,57.0,42.0,0.0
2001-01-15,599.0,3407840.0,19093061.0,217943452.0,2701890.0,71929782.0,743.0,20010111.0,704.0,861.0,61.0,38.0,0.0
2001-01-16,603.42,3352424.0,19103085.0,219350077.0,2708517.0,72886992.0,743.0,20010112.0,703.0,859.0,57.0,42.0,0.0
2001-01-17,595.83,3078571.0,19126066.0,216568720.0,2705108.0,72342328.0,743.0,20010115.0,703.0,859.0,54.0,45.0,0.0
2001-01-18,604.05,3021314.0,19126700.0,219367134.0,2718753.0,73919481.0,745.0,20010116.0,703.0,855.0,55.0,44.0,0.0
2001-01-19,619.78,3002558.0,19100737.0,224822750.0,2730269.0,76120239.0,745.0,20010117.0,703.0,856.0,54.0,44.0,0.0
2001-01-22,627.45,2513407.0,19131209.0,227685053.0,2733235.0,76456948.0,746.0,20010118.0,702.0,857.0,54.0,45.0,0.0
2001-01-26,591.73,2603229.0,19136746.0,215497711.0,2732487.0,71634641.0,746.0,20010119.0,702.0,854.0,50.0,49.0,0.0
2001-01-29,596.54,2397521.0,19141458.0,217207344.0,2739247.0,71809743.0,746.0,20010122.0,703.0,862.0,52.0,47.0,0.0
2001-01-30,591.34,2418190.0,19236025.0,215444336.0,2741897.0,71258794.0,747.0,20010126.0,703.0,863.0,53.0,46.0,0.0
2001-01-31,617.91,2585503.0,19253350.0,224609465.0,2747707.0,75055760.0,752.0,20010129.0,703.0,862.0,57.0,42.0,0.0
2001-02-01,612.3,2211415.0,19258851.0,222747672.0,2758714.0,74581846.0,752.0,20010130.0,703.0,860.0,54.0,45.0,0.0
2001-02-02,608.48,1794823.0,19517706.0,222182669.0,2759049.0,74188224.0,752.0,20010131.0,705.0,866.0,59.0,40.0,0.0
2001-02-05,579.16,1897013.0,19518506.0,211926329.0,2755393.0,70615966.0,752.0,20010201.0,705.0,866.0,66.0,33.0,0.0
2001-02-06,586.58,1608178.0,19475874.0,214311425.0,2752224.0,71229194.0,752.0,20010202.0,705.0,864.0,75.0,24.0,0.0
2001-02-07,576.19,1469919.0,19466254.0,210579200.0,2750066.0,70152016.0,752.0,20010205.0,704.0,864.0,76.0,23.0,0.0
2001-02-08,591.57,1726606.0,19475991.0,215902566.0,2752522.0,71969628.0,752.0,20010206.0,704.0,864.0,76.0,23.0,0.0
2001-02-09,595.47,2030005.0,19476061.0,217282483.0,2757128.0,72350499.0,752.0,20010207.0,704.0,858.0,76.0,23.0,0.0
2001-02-12,599.2,1895873.0,19441694.0,218641619.0,2764581.0,72624815.0,752.0,20010208.0,700.0,863.0,76.0,23.0,0.0
2001-02-13,598.78,1990403.0,19438438.0,218368594.0,2772241.0,72549077.0,752.0,20010209.0,700.0,863.0,67.0,32.0,0.0
2001-02-14,603.83,2151929.0,19438438.0,220115581.0,2776247.0,73069052.0,752.0,20010212.0,700.0,865.0,67.0,32.0,0.0
2001-02-15,603.63,2020480.0,19438894.0,219926954.0,2779190.0,73321453.0,752.0,20010213.0,700.0,863.0,60.0,39.0,0.0
2001-02-16,604.92,1853013.0,19441714.0,220314910.0,2783198.0,73989998.0,752.0,20010214.0,700.0,863.0,56.0,43.0,0.0
2001-02-19,596.67,1609531.0,19441735.0,217406956.0,2779698.0,72850893.0,752.0,20010215.0,700.0,861.0,71.0,28.0,0.0
2001-02-20,608.74,2722295.0,19445150.0,221510447.0,2779060.0,73757494.0,751.0,20010216.0,700.0,864.0,69.0,30.0,0.0
2001-02-21,594.53,2430723.0,19447428.0,216452336.0,2775813.0,71782418.0,751.0,20010219.0,700.0,860.0,67.0,32.0,0.0
2001-02-22,583.41,2300710.0,19449247.0,212605959.0,2772205.0,70162010.0,751.0,20010220.0,700.0,863.0,59.0,40.0,0.0
2001-02-23,583.52,2115209.0,19476593.0,212883652.0,2768845.0,69847429.0,752.0,20010221.0,700.0,862.0,65.0,34.0,0.0
2001-02-26,585.32,1803583.0,19476593.0,213488224.0,2770359.0,69915296.0,752.0,20010222.0,700.0,865.0,73.0,26.0,0.0
2001-02-27,577.57,2148639.0,19513271.0,210868607.0,2769776.0,69207729.0,752.0,20010223.0,700.0,868.0,72.0,27.0,0.0
2001-02-28,578.1,1582342.0,19513271.0,211152078.0,2770240.0,69276398.0,751.0,20010226.0,700.0,862.0,69.0,30.0,0.0
2001-03-02,559.44,1903049.0,19513458.0,204706040.0,2760826.0,67621317.0,751.0,20010227.0,700.0,863.0,54.0,45.0,0.0
2001-03-05,565.38,1568472.0,19513502.0,206739438.0,2756544.0,68769260.0,751.0,20010228.0,700.0,856.0,56.0,43.0,0.0
2001-03-06,568.15,2222220.0,19420910.0,207810985.0,2758537.0,69233518.0,751.0,20010302.0,700.0,861.0,52.0,47.0,0.0
2001-03-07,568.64,1838749.0,19422144.0,207763639.0,2760147.0,69678189.0,751.0,20010305.0,700.0,863.0,53.0,46.0,0.0
2001-03-08,579.28,1510045.0,19423131.0,211557507.0,2752620.0,70726310.0,751.0,20010306.0,700.0,864.0,53.0,46.0,0.0
2001-03-09,565.76,1420750.0,19423154.0,206891632.0,2748707.0,68799567.0,750.0,20010307.0,700.0,863.0,53.0,46.0,0.0
2001-03-12,545.05,1556781.0,19412158.0,199426365.0,2739742.0,65962958.0,750.0,20010308.0,700.0,866.0,48.0,51.0,0.0
2001-03-13,527.97,1629242.0,19404238.0,193383125.0,2724789.0,64160255.0,750.0,20010309.0,700.0,864.0,42.0,56.0,0.0
2001-03-14,543.28,1784541.0,19396497.0,198586547.0,2721193.0,66121385.0,750.0,20010312.0,699.0,864.0,48.0,51.0,0.0
2001-03-15,541.83,1671056.0,19396655.0,198017123.0,2714359.0,65974541.0,749.0,20010313.0,699.0,861.0,47.0,52.0,0.0
2001-03-16,538.67,1409229.0,19398935.0,196973564.0,2711720.0,65614998.0,749.0,20010314.0,699.0,861.0,45.0,54.0,0.0
2001-03-19,534.33,1188001.0,19412042.0,195479241.0,2710692.0,65054945.0,749.0,20010315.0,699.0,861.0,41.0,58.0,0.0
2001-03-20,531.59,1229766.0,19412907.0,194504807.0,2706621.0,64564442.0,749.0,20010316.0,698.0,865.0,40.0,59.0,0.0
2001-03-21,532.59,1357914.0,19413307.0,194824228.0,2703168.0,64603686.0,751.0,20010319.0,698.0,862.0,40.0,59.0,0.0
2001-03-22,527.05,1591322.0,19431320.0,192796864.0,2717638.0,64232999.0,751.0,20010320.0,698.0,865.0,36.0,64.0,0.0
2001-03-23,537.97,1920406.0,19433703.0,196580110.0,2713791.0,66140375.0,751.0,20010321.0,700.0,864.0,38.0,61.0,0.0
2001-03-26,545.98,1845347.0,19431981.0,199393211.0,2704429.0,67029951.0,751.0,20010322.0,700.0,867.0,39.0,60.0,0.0
2001-03-27,532.9,1722045.0,19432170.0,194872953.0,2707023.0,65374855.0,752.0,20010323.0,700.0,863.0,33.0,66.0,0.0
2001-03-28,528.79,1508932.0,19441845.0,193425812.0,2704268.0,64941310.0,752.0,20010326.0,700.0,867.0,26.0,73.0,0.0
2001-03-29,523.8,1523302.0,19442096.0,191631372.0,2719613.0,64311405.0,720.0,20010327.0,700.0,865.0,24.0,75.0,0.0
2001-03-30,523.22,1504517.0,19372332.0,190943979.0,2721589.0,64476931.0,721.0,20010328.0,699.0,863.0,27.0,72.0,0.0
2001-04-02,515.2,1105339.0,19372887.0,188236796.0,2720313.0,63420770.0,721.0,20010329.0,699.0,832.0,23.0,76.0,0.0
2001-04-03,503.26,1426037.0,19376165.0,184123414.0,2718449.0,61756973.0,721.0,20010330.0,699.0,860.0,15.0,84.0,0.0
2001-04-04,493.69,1457327.0,19376384.0,180858027.0,2714594.0,60326550.0,721.0,20010402.0,699.0,862.0,16.0,83.0,0.0
2001-04-06,506.22,1761027.0,19382920.0,185229108.0,2722063.0,62156050.0,721.0,20010403.0,699.0,863.0,17.0,82.0,0.0
2001-04-09,497.46,944537.0,19397874.0,182258918.0,2720967.0,60960112.0,721.0,20010404.0,699.0,856.0,20.0,79.0,0.0
2001-04-10,491.21,1155592.0,19398266.0,180040554.0,2716019.0,60058495.0,721.0,20010406.0,699.0,859.0,19.0,80.0,0.0
2001-04-11,507.53,1678782.0,19400872.0,185830793.0,2722467.0,62464873.0,721.0,20010409.0,699.0,858.0,20.0,79.0,0.0
2001-04-12,514.21,1738623.0,19400872.0,187988744.0,2725351.0,63784422.0,720.0,20010410.0,699.0,858.0,20.0,79.0,0.0
2001-04-13,516.1,1263054.0,19397227.0,188740444.0,2733096.0,64266108.0,720.0,20010411.0,699.0,858.0,19.0,80.0,0.0
2001-04-16,508.35,917668.0,19405750.0,186134248.0,2733356.0,63034468.0,720.0,20010412.0,699.0,858.0,20.0,79.0,0.0
2001-04-17,513.97,1275226.0,19407024.0,188186165.0,2731760.0,63735190.0,720.0,20010413.0,699.0,854.0,22.0,77.0,0.0
2001-04-18,540.0,2079623.0,19407026.0,197185944.0,2731655.0,67165077.0,720.0,20010416.0,699.0,858.0,42.0,57.0,0.0
2001-04-19,563.31,3545416.0,19407172.0,205200034.0,2766897.0,71364000.0,719.0,20010417.0,699.0,856.0,35.0,64.0,0.0
2001-04-20,556.29,2259268.0,19429525.0,202867629.0,2772238.0,70262161.0,718.0,20010418.0,699.0,853.0,38.0,61.0,0.0
2001-04-23,560.94,1826648.0,19468674.0,204470249.0,2771316.0,70811847.0,722.0,20010419.0,698.0,855.0,37.0,62.0,0.0
2001-04-24,555.64,1562500.0,19451902.0,202692107.0,2768951.0,70054633.0,722.0,20010420.0,697.0,849.0,36.0,63.0,0.0
2001-04-25,566.34,1827770.0,19412003.0,206799839.0,2767129.0,71629864.0,722.0,20010423.0,699.0,858.0,37.0,62.0,0.0
2001-04-26,561.62,1537384.0,19394510.0,205210972.0,2769521.0,71271449.0,722.0,20010424.0,697.0,851.0,36.0,63.0,0.0
2001-04-27,556.63,1246583.0,19394558.0,203671215.0,2773596.0,70581767.0,722.0,20010425.0,697.0,847.0,37.0,62.0,0.0
2001-04-30,577.36,2049155.0,19433153.0,210920515.0,2777036.0,73473267.0,722.0,20010426.0,697.0,850.0,41.0,58.0,0.0
2001-05-02,583.7,2357041.0,19433448.0,213282982.0,2787881.0,74663830.0,722.0,20010427.0,697.0,853.0,38.0,62.0,0.0
2001-05-03,584.4,1812442.0,19415246.0,213673587.0,2789703.0,74827644.0,722.0,20010430.0,697.0,852.0,41.0,58.0,0.0
2001-05-04,585.6,1675848.0,19415574.0,214242971.0,2789293.0,74630378.0,722.0,20010502.0,697.0,853.0,47.0,52.0,0.0
2001-05-07,596.5,2111121.0,19369416.0,217988556.0,2784489.0,75852590.0,722.0,20010503.0,697.0,854.0,54.0,45.0,0.0
2001-05-08,590.91,2106870.0,19369420.0,216013069.0,2793548.0,75211932.0,722.0,20010504.0,697.0,854.0,57.0,42.0,0.0
2001-05-09,578.84,2084919.0,19366686.0,211741524.0,2800801.0,73886691.0,722.0,20010507.0,697.0,855.0,60.0,40.0,0.0
2001-05-10,581.38,1813703.0,19329144.0,212723205.0,2797310.0,73869674.0,722.0,20010508.0,697.0,857.0,71.0,28.0,0.0
2001-05-11,583.06,1638335.0,19329144.0,213440783.0,2797768.0,73854078.0,722.0,20010509.0,697.0,860.0,78.0,21.0,0.0
2001-05-14,584.08,1765178.0,19249904.0,213737434.0,2794306.0,73938494.0,722.0,20010510.0,697.0,861.0,79.0,20.0,0.0
2001-05-15,581.3,1947704.0,19250113.0,212839038.0,2792121.0,73210729.0,720.0,20010511.0,697.0,860.0,79.0,20.0,0.0
2001-05-16,572.4,1930949.0,19250158.0,209757253.0,2786278.0,72194735.0,720.0,20010514.0,697.0,863.0,79.0,20.0,0.0
2001-05-17,596.39,2157100.0,19250449.0,218185173.0,2788505.0,75544134.0,720.0,20010515.0,697.0,863.0,79.0,20.0,0.0
2001-05-18,600.54,2542473.0,19247853.0,219778981.0,2800458.0,76316366.0,720.0,20010516.0,696.0,861.0,77.0,22.0,0.0
2001-05-21,618.96,3157372.0,19248063.0,226384765.0,2805620.0,78834982.0,721.0,20010517.0,696.0,863.0,81.0,18.0,0.0
2001-05-22,617.99,3287501.0,19248964.0,225987711.0,2818538.0,78996015.0,721.0,20010518.0,696.0,861.0,81.0,17.0,0.0
2001-05-23,622.6,2451807.0,18739863.0,227600376.0,2816222.0,79394164.0,721.0,20010521.0,694.0,860.0,83.0,16.0,0.0
2001-05-24,622.28,2618500.0,18740035.0,227613375.0,2815283.0,78673926.0,721.0,20010522.0,694.0,854.0,82.0,17.0,0.0
2001-05-25,624.11,2865476.0,18740107.0,228402851.0,2818169.0,78378659.0,721.0,20010523.0,694.0,856.0,82.0,17.0,0.0
2001-05-28,618.47,1851596.0,18733918.0,226339884.0,2818258.0,77783380.0,721.0,20010524.0,694.0,854.0,83.0,16.0,0.0
2001-05-29,632.05,2460526.0,18733918.0,231012542.0,2821260.0,79576543.0,721.0,20010525.0,694.0,858.0,82.0,17.0,0.0
2001-05-30,628.42,2299525.0,18734053.0,229880226.0,2814069.0,78925270.0,722.0,20010528.0,694.0,857.0,83.0,16.0,0.0
2001-05-31,612.16,2294596.0,18742150.0,224194567.0,2816396.0,76537957.0,722.0,20010529.0,694.0,852.0,80.0,19.0,0.0
2001-06-01,607.07,1893259.0,18742150.0,222323481.0,2817110.0,75871489.0,722.0,20010530.0,694.0,852.0,82.0,17.0,0.0
2001-06-04,610.91,1591517.0,18749329.0,223658742.0,2822414.0,76230116.0,722.0,20010531.0,694.0,853.0,85.0,14.0,0.0
2001-06-05,597.66,1805865.0,18749345.0,219129770.0,2825295.0,74458702.0,723.0,20010601.0,694.0,854.0,80.0,18.0,0.0
2001-06-07,601.14,1722205.0,18707532.0,220161277.0,2826250.0,75150021.0,725.0,20010604.0,693.0,852.0,81.0,18.0,0.0
2001-06-08,621.78,2321916.0,18709365.0,227442714.0,2835636.0,78061736.0,725.0,20010605.0,693.0,860.0,82.0,17.0,0.0
2001-06-11,608.23,1711354.0,18709472.0,222695284.0,2835699.0,76275296.0,725.0,20010607.0,693.0,858.0,81.0,18.0,0.0
2001-06-12,607.15,1579309.0,18704472.0,222321519.0,2833437.0,75964225.0,725.0,20010608.0,693.0,857.0,79.0,20.0,0.0
2001-06-13,614.05,1882785.0,18704472.0,224764563.0,2824573.0,76706300.0,725.0,20010611.0,693.0,856.0,79.0,20.0,0.0
2001-06-14,613.75,2138122.0,18708073.0,224726102.0,2817455.0,76454960.0,725.0,20010612.0,693.0,857.0,82.0,17.0,0.0
2001-06-15,618.96,1984248.0,18709843.0,226611770.0,2805495.0,76726752.0,725.0,20010613.0,693.0,861.0,82.0,17.0,0.0
2001-06-18,608.78,2043419.0,18718196.0,223007500.0,2801421.0,75196594.0,725.0,20010614.0,693.0,861.0,81.0,18.0,0.0
2001-06-19,608.91,2106692.0,18726784.0,223037791.0,2792672.0,75262156.0,722.0,20010615.0,693.0,858.0,78.0,21.0,0.0
2001-06-20,595.72,2054752.0,18729826.0,218414764.0,2777491.0,73511817.0,722.0,20010618.0,693.0,859.0,77.0,22.0,0.0
2001-06-21,595.53,1906898.0,18727962.0,218357673.0,2771966.0,73373829.0,720.0,20010619.0,693.0,852.0,78.0,21.0,0.0
2001-06-22,599.08,1950713.0,18728143.0,219736472.0,2775031.0,73669648.0,720.0,20010620.0,693.0,855.0,74.0,25.0,0.0
2001-06-25,598.02,1550029.0,18739303.0,219332932.0,2776764.0,73427015.0,720.0,20010621.0,693.0,852.0,72.0,27.0,0.0
2001-06-26,588.71,1628122.0,18739955.0,216048474.0,2774041.0,72464404.0,720.0,20010622.0,693.0,855.0,55.0,44.0,0.0
2001-06-27,584.76,1647179.0,19260780.0,216168914.0,3272348.0,73266702.0,720.0,20010625.0,693.0,855.0,52.0,47.0,0.0
2001-06-28,583.27,1448588.0,19268595.0,215686687.0,3267498.0,73160476.0,719.0,20010626.0,693.0,852.0,46.0,53.0,0.0
2001-06-29,595.13,1398816.0,19273289.0,219952574.0,3245678.0,74634634.0,719.0,20010627.0,693.0,853.0,47.0,52.0,0.0
2001-07-02,596.74,1185360.0,19309232.0,220615508.0,3241058.0,74849387.0,719.0,20010628.0,693.0,857.0,45.0,54.0,0.0
2001-07-03,594.31,1160904.0,19311992.0,219740147.0,3297710.0,77405422.0,719.0,20010629.0,693.0,857.0,48.0,51.0,0.0
2001-07-04,597.25,1173004.0,19312601.0,220787719.0,3289347.0,77728785.0,719.0,20010702.0,693.0,861.0,48.0,51.0,0.0
2001-07-05,593.61,1058543.0,19312873.0,219532395.0,3283924.0,77252236.0,719.0,20010703.0,693.0,858.0,46.0,53.0,0.0
2001-07-06,578.54,1143604.0,19029240.0,214250142.0,3267553.0,75211570.0,719.0,20010704.0,693.0,858.0,45.0,54.0,0.0
2001-07-09,560.0,1429909.0,19029336.0,207703809.0,3250850.0,72913470.0,719.0,20010705.0,693.0,858.0,32.0,67.0,0.0
2001-07-10,558.6,1079791.0,19007071.0,206596193.0,3240433.0,72504824.0,719.0,20010706.0,692.0,855.0,33.0,66.0,0.0
2001-07-11,553.65,1137053.0,19010252.0,204768063.0,3232531.0,72011041.0,719.0,20010709.0,692.0,858.0,31.0,68.0,0.0
2001-07-12,559.95,1459039.0,19412569.0,208169892.0,3219922.0,72639351.0,720.0,20010710.0,692.0,860.0,35.0,64.0,0.0
2001-07-13,548.49,1380948.0,19510874.0,204352571.0,3214838.0,71420515.0,721.0,20010711.0,692.0,855.0,29.0,70.0,0.0
2001-07-16,548.93,961640.0,19511294.0,204571886.0,3201785.0,71368693.0,721.0,20010712.0,691.0,853.0,28.0,71.0,0.0
2001-07-18,540.53,1181377.0,19557074.0,202044230.0,3184231.0,70587959.0,721.0,20010713.0,692.0,854.0,23.0,76.0,0.0
2001-07-19,545.74,1165193.0,19559283.0,203765411.0,3167743.0,71643796.0,720.0,20010716.0,692.0,854.0,18.0,81.0,0.0
2001-07-20,537.71,1136977.0,19580232.0,200957709.0,3162339.0,70647954.0,720.0,20010718.0,692.0,853.0,15.0,84.0,0.0
2001-07-23,524.21,995617.0,19580232.0,196094322.0,3151660.0,69252642.0,720.0,20010719.0,692.0,852.0,11.0,88.0,0.0
2001-07-24,526.62,1490722.0,19581746.0,196967670.0,3116739.0,69044919.0,720.0,20010720.0,692.0,853.0,9.0,90.0,0.0
2001-07-25,526.08,1173231.0,19583537.0,196670842.0,3105832.0,69234729.0,720.0,20010723.0,692.0,853.0,9.0,90.0,0.0
2001-07-26,529.22,1095177.0,19586876.0,197855950.0,3103984.0,69623448.0,723.0,20010724.0,692.0,852.0,10.0,89.0,0.0
2001-07-27,541.13,1322265.0,19576058.0,202105944.0,3100245.0,71111096.0,723.0,20010725.0,692.0,856.0,11.0,88.0,0.0
2001-07-30,533.53,939550.0,19582224.0,199328977.0,3107180.0,70621119.0,723.0,20010726.0,692.0,852.0,10.0,89.0,0.0
2001-07-31,541.55,916393.0,19584823.0,202376184.0,3103887.0,71586082.0,723.0,20010727.0,692.0,853.0,12.0,87.0,0.0
2001-08-01,562.79,1915759.0,19578623.0,209919149.0,3107469.0,74628203.0,723.0,20010730.0,692.0,857.0,19.0,80.0,0.0
2001-08-02,567.46,1950386.0,19578930.0,211705579.0,3106504.0,75507579.0,723.0,20010731.0,692.0,857.0,20.0,79.0,0.0
2001-08-03,568.69,1226627.0,19551009.0,212069360.0,3105163.0,75808798.0,724.0,20010801.0,692.0,853.0,19.0,80.0,0.0
2001-08-06,569.37,1256285.0,19551025.0,212314699.0,3101765.0,75690265.0,724.0,20010802.0,692.0,858.0,18.0,81.0,0.0
2001-08-07,567.5,1350179.0,19575256.0,211776372.0,3084867.0,75163057.0,724.0,20010803.0,693.0,861.0,19.0,80.0,0.0
2001-08-08,565.94,1202683.0,19576418.0,211230655.0,3081403.0,74999339.0,725.0,20010806.0,693.0,857.0,18.0,81.0,0.0
2001-08-09,549.67,1213865.0,19578975.0,205459264.0,3077919.0,72691475.0,725.0,20010807.0,693.0,858.0,15.0,84.0,0.0
2001-08-10,555.34,989631.0,19580975.0,207502211.0,3069757.0,73284727.0,725.0,20010808.0,693.0,860.0,16.0,83.0,0.0
2001-08-13,562.0,1159257.0,19580979.0,209835768.0,3071537.0,74070252.0,728.0,20010809.0,693.0,864.0,23.0,76.0,0.0
2001-08-14,577.15,2032870.0,19585979.0,215359418.0,3069165.0,76051728.0,728.0,20010810.0,693.0,862.0,41.0,58.0,0.0
2001-08-16,580.95,2119644.0,19586616.0,216818727.0,3068980.0,76276057.0,728.0,20010813.0,693.0,863.0,38.0,61.0,0.0
2001-08-17,580.99,1804064.0,19587598.0,216818289.0,3069534.0,76401468.0,728.0,20010814.0,693.0,859.0,44.0,55.0,0.0
2001-08-20,567.09,1397102.0,19588163.0,211844903.0,3066244.0,74721640.0,726.0,20010816.0,693.0,860.0,36.0,63.0,0.0
2001-08-21,568.68,1432652.0,19590723.0,212494437.0,3060815.0,74535989.0,726.0,20010817.0,693.0,857.0,43.0,56.0,0.0
2001-08-22,574.87,1961556.0,19590723.0,214627539.0,3053316.0,75442320.0,726.0,20010820.0,693.0,862.0,43.0,56.0,0.0
2001-08-23,570.07,1655560.0,19443608.0,209495525.0,3022917.0,71678523.0,726.0,20010821.0,693.0,861.0,47.0,52.0,0.0
2001-08-24,569.31,1434009.0,19443820.0,209222623.0,3016611.0,71796487.0,726.0,20010822.0,693.0,857.0,52.0,47.0,0.0
2001-08-27,578.74,1817691.0,19495220.0,212615046.0,3011919.0,73429638.0,726.0,20010823.0,693.0,861.0,60.0,39.0,0.0
2001-08-28,576.51,1373603.0,19495220.0,211809489.0,3005823.0,73180051.0,726.0,20010824.0,693.0,860.0,73.0,26.0,0.0
2001-08-29,565.63,1494493.0,19495220.0,207853555.0,2972958.0,72296680.0,726.0,20010827.0,693.0,861.0,68.0,31.0,0.0
2001-08-30,564.36,1500939.0,19498026.0,207402349.0,2951001.0,71946343.0,724.0,20010828.0,693.0,860.0,66.0,33.0,0.0
2001-08-31,545.11,1789164.0,19498026.0,200551740.0,2922526.0,69409140.0,724.0,20010829.0,693.0,856.0,49.0,50.0,0.0
2001-09-03,541.83,1096549.0,19575326.0,199464747.0,2908165.0,69116919.0,724.0,20010830.0,693.0,857.0,41.0,58.0,0.0
2001-09-04,558.79,1342105.0,19575326.0,205493756.0,2899106.0,71341048.0,724.0,20010831.0,693.0,856.0,51.0,48.0,0.0
2001-09-05,551.91,1717258.0,19575326.0,203074181.0,2892461.0,70091543.0,724.0,20010903.0,693.0,858.0,43.0,56.0,0.0
2001-09-06,552.59,1617643.0,19572435.0,203110936.0,2887462.0,70040054.0,722.0,20010904.0,693.0,858.0,37.0,62.0,0.0
2001-09-07,555.08,1566113.0,19572583.0,203895736.0,2884757.0,70264352.0,722.0,20010905.0,693.0,857.0,38.0,61.0,0.0
2001-09-10,550.73,1579261.0,19510333.0,199543062.0,2878137.0,69644428.0,722.0,20010906.0,692.0,860.0,38.0,61.0,0.0
2001-09-11,540.57,1640561.0,19510333.0,195923505.0,2877795.0,68217427.0,722.0,20010907.0,692.0,851.0,36.0,63.0,0.0
2001-09-12,475.6,1659234.0,19510333.0,172494592.0,2878834.0,60061164.0,721.0,20010910.0,692.0,858.0,11.0,88.0,0.0
2001-09-13,499.25,2729721.0,19510333.0,181058975.0,2873484.0,63506012.0,721.0,20010911.0,692.0,855.0,16.0,83.0,0.0
2001-09-14,482.29,2422541.0,19514266.0,174883897.0,2872646.0,62015162.0,721.0,20010912.0,692.0,858.0,13.0,86.0,0.0
2001-09-17,468.76,1705933.0,19514292.0,169984257.0,2868376.0,60993918.0,722.0,20010913.0,692.0,857.0,8.0,91.0,0.0
2001-09-18,484.93,1977300.0,19514292.0,175856323.0,2852509.0,62249700.0,722.0,20010914.0,692.0,859.0,10.0,89.0,0.0
2001-09-19,486.75,1953437.0,19514467.0,176596087.0,2834048.0,61979288.0,721.0,20010917.0,692.0,854.0,10.0,89.0,0.0
2001-09-20,480.27,1788445.0,19534600.0,174516846.0,2821696.0,60771451.0,721.0,20010918.0,692.0,850.0,9.0,90.0,0.0
2001-09-21,472.31,1941491.0,19534600.0,171826060.0,2819170.0,59157456.0,722.0,20010919.0,692.0,854.0,9.0,90.0,0.0
2001-09-24,482.19,1613790.0,19529193.0,175315704.0,2812835.0,60286968.0,722.0,20010920.0,691.0,853.0,13.0,86.0,0.0
2001-09-25,472.13,1956485.0,19551498.0,171717790.0,2809372.0,59102535.0,722.0,20010921.0,691.0,856.0,10.0,89.0,0.0
2001-09-26,472.85,1322559.0,19551896.0,172004487.0,2800645.0,58955201.0,719.0,20010924.0,691.0,854.0,10.0,89.0,0.0
2001-09-27,472.38,1322245.0,19551896.0,171827272.0,2799594.0,58607920.0,717.0,20010925.0,691.0,851.0,10.0,89.0,0.0
2001-09-28,479.68,1526524.0,19555379.0,174526435.0,2800215.0,59412440.0,717.0,20010926.0,691.0,846.0,12.0,87.0,0.0
2001-10-04,500.64,1961113.0,19597835.0,182075856.0,2807914.0,62252836.0,717.0,20010927.0,691.0,850.0,12.0,87.0,0.0
2001-10-05,501.92,1909292.0,19610665.0,182658223.0,2814477.0,62582079.0,717.0,20010928.0,691.0,851.0,13.0,86.0,0.0
2001-10-08,496.13,1566616.0,19603493.0,180571302.0,2812760.0,61805544.0,717.0,20011004.0,691.0,853.0,17.0,82.0,0.0
2001-10-09,507.61,1810527.0,19602247.0,184719282.0,2810437.0,63362494.0,717.0,20011005.0,691.0,860.0,19.0,80.0,0.0
2001-10-10,503.46,1323348.0,19603248.0,183266900.0,2808980.0,62827331.0,717.0,20011008.0,691.0,858.0,27.0,72.0,0.0
2001-10-11,517.05,2000090.0,19618948.0,188139060.0,2815489.0,64905815.0,718.0,20011009.0,691.0,857.0,30.0,69.0,0.0
2001-10-12,516.4,1875433.0,19627267.0,187958558.0,2823199.0,65147523.0,718.0,20011010.0,691.0,855.0,26.0,73.0,0.0
2001-10-15,513.99,1224565.0,19619153.0,187134000.0,2824165.0,64665016.0,718.0,20011011.0,690.0,856.0,30.0,69.0,0.0
2001-10-16,521.91,1533037.0,19649657.0,190216598.0,2826062.0,65836713.0,718.0,20011012.0,690.0,858.0,29.0,70.0,0.0
2001-10-17,528.29,1760492.0,19649657.0,192477340.0,2836488.0,66935850.0,718.0,20011015.0,690.0,857.0,31.0,68.0,0.0
