³¯Â¥,USD,EUR,CNY,JPY,GBP
2010-09-02,1190.6,1524.62,174.81,1410.16,1839.54
2010-09-03,1181.0,1514.75,173.48,1401.86,1818.98
2010-09-06,1177.8,1518.18,173.17,1395.91,1819.94
2010-09-07,1171.2,1506.28,172.56,1392.71,1802.48
2010-09-08,1176.4,1491.79,173.22,1404.66,1805.42
2010-09-09,1176.2,1497.6,173.12,1400.74,1820.17
2010-09-10,1169.1,1483.76,172.36,1391.79,1803.45
2010-09-13,1166.4,1483.43,172.3,1384.2,1793.22
2010-09-14,1161.4,1495.07,171.8,1388.4,1789.02
2010-09-15,1161.4,1508.66,172.21,1398.01,1803.89
2010-09-16,1160.8,1509.74,172.25,1354.97,1814.21
2010-09-17,1163.2,1520.94,172.97,1354.76,1817.44
2010-09-20,1163.1,1517.44,172.99,1356.86,1819.67
2010-09-24,1162.1,1547.57,173.28,1375.02,1821.71
2010-09-27,1156.4,1559.46,172.49,1371.04,1830.58
2010-09-28,1148.8,1542.95,171.67,1362.91,1815.74
2010-09-29,1148.5,1559.09,171.6,1368.73,1815.2
2010-09-30,1142.0,1555.98,170.82,1363.34,1803.96
2010-10-01,1141.3,1554.45,170.55,1366.25,1793.44
2010-10-04,1134.4,1563.03,169.57,1361.42,1794.05
2010-10-05,1124.1,1537.66,168.0,1345.18,1778.49
2010-10-06,1130.7,1564.78,168.97,1358.77,1796.96
2010-10-07,1120.1,1559.4,167.38,1349.76,1776.76
2010-10-08,1117.4,1555.2,166.98,1356.4,1773.98
2010-10-11,1119.7,1567.97,167.82,1368.58,1786.59
2010-10-12,1115.4,1547.0,167.25,1358.17,1771.03
2010-10-13,1127.0,1568.16,168.87,1377.5,1781.39
2010-10-14,1119.5,1563.77,167.99,1368.58,1780.79
2010-10-15,1112.8,1564.32,167.31,1364.48,1779.81
2010-10-18,1114.7,1557.57,167.85,1370.84,1782.91
2010-10-19,1117.2,1558.49,168.15,1376.71,1776.46
2010-10-20,1123.6,1542.42,169.1,1377.21,1763.38
2010-10-21,1131.3,1579.8,170.06,1395.46,1792.43
2010-10-22,1126.2,1567.45,169.34,1384.81,1770.5
2010-10-25,1129.5,1574.18,169.62,1388.87,1771.11
2010-10-26,1117.2,1556.04,167.79,1381.65,1754.23
2010-10-27,1117.7,1548.63,167.76,1373.43,1771.11
2010-10-28,1126.0,1551.23,168.54,1378.13,1776.49
2010-10-29,1126.6,1569.3,168.47,1390.69,1796.93
2010-10-31,1126.6,1571.96,168.6,1399.04,1797.0
2010-11-01,1124.2,1571.07,168.53,1399.04,1804.0
2010-11-02,1117.4,1553.63,166.98,1387.82,1793.87
2010-11-03,1114.9,1564.43,166.95,1382.05,1787.85
2010-11-04,1110.3,1568.3,166.34,1370.06,1788.25
2010-11-05,1107.0,1573.55,166.16,1370.73,1801.2
2010-11-08,1106.1,1554.46,166.19,1360.77,1790.06
2010-11-09,1113.1,1549.44,166.6,1371.74,1796.77
2010-11-10,1115.8,1535.23,167.94,1365.9,1783.1
2010-11-11,1114.3,1533.83,167.97,1355.51,1795.14
2010-11-12,1107.5,1512.96,167.17,1342.59,1785.51
2010-11-15,1119.5,1533.04,168.68,1357.3,1806.43
2010-11-16,1129.2,1533.0,169.96,1358.68,1812.14
2010-11-17,1129.2,1522.11,170.1,1354.2,1792.89
2010-11-18,1138.5,1540.96,171.38,1369.21,1811.81
2010-11-19,1138.9,1554.03,171.69,1364.28,1827.65
2010-11-22,1131.7,1554.45,170.49,1355.9,1810.1
2010-11-23,1126.5,1534.86,169.65,1352.83,1797.89
2010-11-24,1134.2,1517.56,170.76,1364.12,1790.67
2010-11-25,1148.9,1533.03,172.68,1375.43,1813.48
2010-11-26,1144.4,1527.6,172.09,1368.0,1804.32
2010-11-29,1147.6,1523.67,172.09,1365.22,1790.49
2010-11-30,1157.3,1518.26,173.76,1373.41,1800.93
2010-12-01,1154.5,1499.18,173.17,1379.83,1796.69
2010-12-02,1154.2,1514.95,173.22,1371.52,1801.88
2010-12-03,1149.3,1518.0,172.53,1370.74,1791.76
2010-12-06,1143.5,1533.83,171.61,1382.88,1803.76
2010-12-07,1133.6,1508.03,170.5,1371.57,1781.51
2010-12-08,1134.2,1504.8,170.67,1358.65,1787.61
2010-12-09,1140.7,1512.74,171.2,1357.09,1802.99
2010-12-10,1138.4,1507.36,171.05,1358.96,1795.83
2010-12-13,1141.6,1506.85,171.53,1359.05,1803.5
2010-12-14,1143.5,1530.8,171.53,1370.04,1813.02
2010-12-15,1141.4,1526.34,171.47,1363.84,1799.76
2010-12-16,1151.2,1521.89,172.99,1365.44,1790.0
2010-12-17,1156.5,1531.55,173.55,1376.38,1808.19
2010-12-20,1150.8,1515.14,172.91,1369.59,1785.75
2010-12-21,1164.9,1528.81,174.52,1390.34,1806.59
2010-12-22,1153.3,1510.07,173.21,1376.91,1783.41
2010-12-23,1155.5,1514.63,173.82,1382.84,1778.95
2010-12-24,1151.5,1510.31,173.22,1386.85,1776.53
2010-12-27,1152.0,1510.33,173.83,1389.29,1778.52
2010-12-28,1150.6,1514.65,173.51,1389.7,1774.05
2010-12-29,1147.5,1503.97,173.21,1392.51,1763.19
2010-12-30,1146.1,1515.37,173.06,1403.42,1776.28
2010-12-31,1138.9,1513.6,172.5,1397.08,1757.72
2011-01-03,1138.9,1519.24,172.81,1403.1,1772.07
2011-01-04,1127.5,1504.87,171.09,1379.37,1744.86
2011-01-05,1122.3,1494.01,169.87,1367.24,1750.34
2011-01-06,1125.0,1478.76,169.96,1351.43,1743.53
2011-01-07,1123.1,1460.65,169.52,1348.99,1736.82
2011-01-10,1122.1,1447.23,169.29,1350.38,1743.74
2011-01-11,1120.6,1451.18,168.84,1355.26,1745.45
2011-01-12,1126.2,1461.13,170.14,1350.44,1757.77
2011-01-13,1120.0,1470.28,169.59,1348.75,1764.84
2011-01-14,1112.2,1485.45,168.44,1344.05,1761.45
2011-01-17,1114.7,1490.74,169.18,1344.88,1770.09
2011-01-18,1114.7,1480.77,169.07,1347.15,1771.09
2011-01-19,1116.8,1494.61,169.65,1351.81,1782.19
2011-01-20,1112.5,1497.37,169.01,1355.22,1778.44
2011-01-21,1118.2,1506.22,169.82,1347.8,1778.16
2011-01-24,1122.0,1526.48,170.42,1357.78,1794.64
2011-01-25,1120.3,1529.1,170.23,1357.61,1791.53
2011-01-26,1117.6,1529.1,169.78,1359.36,1767.82
2011-01-27,1118.2,1532.16,169.9,1359.6,1779.34
2011-01-28,1114.3,1529.43,169.29,1344.8,1775.02
2011-01-31,1114.3,1514.0,169.29,1356.59,1765.0
2011-02-01,1122.7,1537.43,169.98,1368.15,1797.95
2011-02-07,1116.7,1515.81,170.27,1357.69,1797.44
2011-02-08,1107.0,1503.42,168.68,1344.51,1783.99
2011-02-09,1104.4,1504.91,168.49,1342.16,1774.99
2011-02-10,1104.8,1516.39,167.58,1341.27,1778.29
2011-02-11,1112.9,1512.76,168.96,1335.45,1790.43
2011-02-14,1120.7,1515.02,170.03,1342.48,1793.34
2011-02-15,1123.9,1515.8,170.37,1349.06,1802.12
2011-02-16,1122.5,1514.36,170.36,1340.86,1810.82
2011-02-17,1120.7,1520.45,170.14,1340.07,1803.37
2011-02-18,1116.2,1518.81,169.56,1339.9,1805.34
2011-02-21,1113.0,1524.36,169.32,1339.43,1808.74
2011-02-22,1116.4,1527.01,170.0,1342.88,1811.47
2011-02-23,1125.9,1538.43,171.11,1360.36,1818.55
2011-02-24,1125.8,1547.86,171.24,1365.76,1825.48
2011-02-25,1126.9,1556.25,171.4,1375.44,1818.59
2011-02-28,1127.9,1549.45,171.56,1380.96,1814.11
2011-03-01,1127.9,1551.53,171.69,1377.85,1813.76
2011-03-02,1128.8,1555.6,171.8,1377.85,1836.84
2011-03-03,1128.4,1564.75,171.69,1379.21,1842.45
2011-03-04,1122.6,1566.93,170.81,1362.46,1826.81
2011-03-07,1116.2,1561.9,169.96,1356.75,1816.95
2011-03-08,1117.9,1561.04,170.5,1358.16,1810.94
2011-03-09,1117.4,1554.08,170.11,1350.82,1806.28
2011-03-10,1115.2,1550.74,169.99,1347.67,1806.85
2011-03-11,1118.4,1543.22,170.13,1348.85,1796.43
2011-03-14,1124.5,1567.61,171.05,1380.35,1807.86
2011-03-15,1129.8,1581.04,171.96,1382.02,1828.02
2011-03-16,1131.3,1581.9,172.13,1399.34,1818.45
2011-03-17,1132.8,1577.14,172.38,1439.85,1814.52
2011-03-18,1137.6,1594.23,173.01,1436.82,1834.38
2011-03-21,1128.3,1599.53,171.77,1396.07,1830.44
2011-03-22,1125.9,1600.8,171.5,1385.55,1836.4
2011-03-23,1121.7,1591.08,171.19,1384.47,1836.05
2011-03-24,1123.7,1584.59,171.35,1388.83,1825.56
2011-03-25,1122.8,1592.02,171.15,1385.75,1810.35
2011-03-28,1114.5,1562.92,169.97,1367.99,1783.98
2011-03-29,1114.2,1568.63,169.72,1363.19,1781.27
2011-03-30,1114.6,1573.76,169.88,1352.42,1784.7
2011-03-31,1107.2,1563.48,168.88,1331.89,1779.27
2011-04-01,1100.1,1558.07,167.99,1319.62,1764.12
2011-04-04,1094.6,1557.12,167.17,1299.69,1764.39
2011-04-05,1086.9,1546.44,166.19,1292.08,1753.55
2011-04-06,1089.7,1549.83,166.58,1280.27,1776.54
2011-04-07,1085.5,1555.63,165.87,1271.75,1771.92
2011-04-08,1088.0,1555.89,166.3,1280.0,1775.45
2011-04-11,1085.4,1569.6,166.08,1276.12,1776.8
2011-04-12,1084.4,1564.95,165.85,1282.48,1772.13
2011-04-13,1091.7,1579.96,166.91,1306.49,1774.56
2011-04-14,1092.5,1578.12,167.21,1303.93,1777.61
2011-04-15,1089.4,1578.1,166.8,1302.64,1781.55
2011-04-18,1087.9,1568.53,166.57,1307.26,1775.29
2011-04-19,1089.9,1551.31,166.94,1322.77,1772.83
2011-04-20,1092.8,1566.69,167.34,1322.12,1784.21
2011-04-21,1083.7,1572.29,166.07,1313.89,1776.18
2011-04-22,1080.1,1571.82,166.32,1318.8,1783.89
2011-04-25,1081.8,1574.99,166.25,1319.27,1787.03
2011-04-26,1081.5,1576.72,165.68,1323.26,1785.45
2011-04-27,1085.5,1593.79,166.29,1331.98,1791.78
2011-04-28,1079.9,1596.04,165.84,1312.87,1795.66
2011-04-29,1072.3,1591.24,164.92,1313.77,1784.74
2011-05-02,1073.3,1586.61,165.35,1320.17,1790.16
2011-05-03,1066.8,1581.37,164.31,1313.47,1776.65
2011-05-04,1070.2,1586.63,164.75,1320.83,1764.17
2011-05-06,1074.6,1562.95,165.49,1337.4,1760.68
2011-05-09,1085.0,1558.28,167.1,1344.49,1774.63
2011-05-10,1085.0,1559.96,167.2,1333.13,1774.73
2011-05-11,1079.9,1556.68,166.35,1333.13,1768.01
2011-05-12,1074.9,1527.54,165.57,1327.04,1759.29
2011-05-13,1082.7,1542.04,166.6,1336.09,1763.07
2011-05-16,1088.9,1533.01,167.57,1346.65,1761.4
2011-05-17,1092.8,1547.02,167.9,1352.14,1771.26
2011-05-18,1091.4,1557.37,167.76,1338.4,1773.69
2011-05-19,1086.7,1549.36,167.03,1330.19,1756.27
2011-05-20,1084.7,1553.51,166.75,1327.42,1760.74
2011-05-23,1082.7,1529.1,166.77,1325.21,1756.14
2011-05-24,1091.7,1531.38,167.82,1332.48,1756.87
2011-05-25,1094.8,1543.39,168.47,1333.66,1771.55
2011-05-26,1096.3,1544.08,168.82,1337.52,1785.05
2011-05-27,1090.5,1540.99,168.01,1341.58,1786.4
2011-05-30,1082.2,1545.76,166.75,1338.61,1784.87
2011-05-31,1080.6,1549.69,166.68,1335.56,1782.5
2011-06-01,1076.9,1553.27,166.2,1322.16,1772.85
2011-06-02,1076.4,1543.77,166.14,1329.63,1758.3
2011-06-03,1080.4,1564.74,166.64,1333.74,1768.13
2011-06-07,1077.5,1570.94,166.3,1344.44,1761.82
2011-06-08,1080.6,1586.97,166.71,1347.89,1776.45
2011-06-09,1081.5,1578.12,167.01,1352.97,1773.71
2011-06-10,1083.1,1571.9,167.22,1348.57,1772.55
2011-06-13,1081.2,1550.01,166.84,1345.7,1754.3
2011-06-14,1085.9,1564.94,167.5,1354.33,1777.29
2011-06-15,1083.5,1565.06,167.22,1345.29,1775.1
2011-06-16,1082.5,1535.09,167.01,1338.73,1752.89
2011-06-17,1088.9,1546.18,168.16,1350.99,1759.88
2011-06-20,1087.2,1553.77,168.01,1356.96,1758.76
2011-06-21,1083.2,1551.79,167.34,1349.7,1755.7
2011-06-22,1081.7,1553.92,167.31,1347.91,1753.87
2011-06-23,1075.0,1539.67,166.33,1337.4,1726.5
2011-06-24,1076.7,1536.77,166.47,1338.51,1725.47
2011-06-27,1077.9,1527.17,166.47,1339.92,1720.27
2011-06-28,1086.7,1555.39,167.64,1344.43,1737.8
2011-06-29,1081.8,1553.03,167.22,1334.07,1729.47
2011-06-30,1078.1,1560.5,166.8,1335.69,1732.78
2011-07-01,1070.1,1550.31,165.54,1326.35,1716.28
2011-07-04,1066.4,1551.35,164.95,1318.99,1713.28
2011-07-05,1063.8,1547.51,164.6,1317.24,1710.86
2011-07-06,1065.6,1537.71,164.75,1314.58,1712.15
2011-07-07,1064.9,1526.11,164.64,1315.42,1705.06
2011-07-08,1064.3,1528.44,164.61,1309.99,1700.49
2011-07-11,1058.4,1503.72,163.72,1312.42,1696.46
2011-07-12,1059.7,1487.34,163.86,1319.18,1685.08
2011-07-13,1066.2,1489.32,164.73,1342.91,1697.12
2011-07-14,1063.2,1512.35,164.38,1346.42,1718.66
2011-07-15,1056.7,1496.66,163.65,1335.23,1706.99
2011-07-18,1057.3,1493.33,163.58,1337.0,1703.84
2011-07-19,1061.2,1498.79,164.04,1342.36,1705.08
2011-07-20,1059.7,1500.96,163.95,1338.68,1709.08
2011-07-21,1055.3,1505.65,163.39,1338.53,1705.52
2011-07-22,1055.3,1520.69,163.6,1344.67,1722.36
2011-07-25,1051.2,1512.41,163.08,1341.5,1714.72
2011-07-26,1054.5,1515.69,163.62,1347.17,1716.73
2011-07-27,1052.9,1527.13,163.45,1351.26,1729.23
2011-07-28,1050.2,1509.5,162.98,1347.36,1714.56
2011-07-29,1052.6,1507.85,163.39,1353.22,1722.32
2011-08-01,1053.1,1513.62,163.6,1362.97,1729.56
2011-08-02,1049.5,1496.48,163.12,1355.59,1710.84
2011-08-03,1051.3,1489.9,163.29,1359.59,1711.15
2011-08-04,1058.6,1519.51,164.53,1372.58,1739.6
2011-08-05,1058.5,1488.78,164.41,1334.38,1717.95
2011-08-08,1069.4,1531.92,166.04,1366.21,1756.65
2011-08-09,1073.5,1522.28,166.82,1383.91,1753.24
2011-08-10,1092.2,1569.44,169.84,1417.61,1780.72
2011-08-11,1080.4,1527.58,168.35,1408.42,1741.98
2011-08-12,1085.7,1544.46,169.79,1412.84,1761.6
2011-08-15,1078.7,1546.4,169.9,1403.46,1761.26
2011-08-16,1078.7,1557.53,168.79,1403.46,1767.13
2011-08-17,1070.0,1540.05,167.64,1393.23,1759.72
2011-08-18,1072.7,1548.34,167.95,1401.49,1774.46
2011-08-19,1072.3,1534.68,167.86,1398.77,1769.08
2011-08-22,1082.9,1556.51,169.43,1409.38,1784.24
2011-08-23,1083.4,1555.76,169.31,1409.58,1783.71
2011-08-24,1081.0,1560.05,168.99,1408.47,1783.0
2011-08-25,1079.0,1554.89,168.91,1401.48,1766.32
2011-08-26,1085.3,1559.79,169.87,1401.47,1767.3
2011-08-29,1084.5,1571.01,169.79,1412.75,1773.05
2011-08-30,1076.0,1562.3,168.62,1398.67,1765.93
2011-08-31,1071.7,1547.27,167.96,1396.81,1747.51
2011-09-01,1070.4,1538.33,167.8,1394.39,1738.92
2011-09-02,1063.0,1516.53,166.58,1383.21,1720.52
2011-09-05,1062.7,1503.83,166.49,1382.64,1718.44
2011-09-06,1068.3,1503.15,167.29,1388.94,1719.8
2011-09-07,1071.8,1500.95,167.72,1380.83,1709.9
2011-09-08,1071.7,1509.28,167.64,1385.7,1712.04
2011-09-09,1072.8,1492.16,168.05,1383.9,1714.44
2011-09-12,1076.0,1494.12,168.17,1398.13,1714.29
2011-09-13,1076.0,1472.34,168.29,1398.13,1714.12
2011-09-14,1076.0,1472.34,168.15,1398.13,1698.52
2011-09-15,1100.4,1513.22,172.15,1434.96,1735.28
2011-09-16,1108.1,1537.32,173.38,1443.78,1750.19
2011-09-19,1106.9,1516.84,173.39,1439.12,1740.05
2011-09-20,1122.3,1526.89,175.73,1464.67,1757.8
2011-09-21,1150.6,1574.19,180.23,1504.64,1809.61
2011-09-22,1147.2,1558.18,179.76,1499.02,1778.96
2011-09-23,1177.5,1587.33,184.31,1543.15,1809.05
2011-09-26,1186.0,1604.24,185.66,1548.0,1835.22
2011-09-27,1184.6,1601.52,185.15,1550.83,1842.7
2011-09-28,1179.7,1602.09,184.38,1534.97,1844.93
2011-09-29,1172.7,1587.78,183.41,1532.04,1826.48
2011-09-30,1179.5,1601.35,184.37,1536.61,1839.49
2011-10-04,1178.1,1554.33,184.8,1538.29,1818.22
2011-10-05,1199.5,1598.51,188.16,1561.65,1855.33
2011-10-06,1192.4,1591.32,187.04,1552.91,1843.99
2011-10-07,1186.6,1593.13,186.02,1548.08,1831.28
2011-10-10,1179.9,1578.77,185.08,1536.23,1832.97
2011-10-11,1173.0,1599.68,184.78,1529.63,1836.57
2011-10-12,1164.2,1588.67,182.62,1517.86,1814.75
2011-10-13,1172.4,1616.62,184.37,1518.16,1846.24
2011-10-14,1158.0,1591.15,181.42,1505.85,1823.04
2011-10-17,1160.3,1610.84,181.83,1502.88,1835.83
2011-10-18,1145.7,1574.76,179.86,1491.51,1804.02
2011-10-19,1147.1,1575.48,179.77,1493.62,1802.38
2011-10-20,1137.7,1566.04,178.39,1480.9,1794.66
2011-10-21,1139.5,1570.46,178.48,1482.08,1799.73
2011-10-24,1149.5,1591.66,180.07,1507.64,1832.71
2011-10-25,1137.7,1584.13,178.46,1493.73,1819.86
2011-10-26,1127.9,1568.74,177.31,1481.64,1804.64
2011-10-27,1130.4,1567.7,177.91,1482.98,1803.78
2011-10-28,1124.5,1594.26,176.82,1480.77,1809.04
2011-10-31,1104.5,1562.65,173.7,1457.99,1781.23
2011-11-01,1105.2,1529.6,173.9,1411.04,1775.12
2011-11-02,1113.9,1521.2,175.28,1420.79,1774.16
2011-11-03,1126.2,1545.43,177.18,1442.18,1793.64
2011-11-04,1131.5,1563.51,178.15,1449.53,1813.17
2011-11-07,1112.6,1536.11,175.46,1423.67,1784.94
2011-11-08,1115.0,1534.85,175.6,1428.02,1790.24
2011-11-09,1116.3,1543.45,175.89,1435.85,1796.35
2011-11-10,1115.7,1509.54,175.97,1435.54,1774.97
2011-11-11,1134.3,1543.67,178.72,1460.88,1807.73
2011-11-14,1127.3,1553.87,177.75,1459.95,1812.25
2011-11-15,1120.6,1526.2,176.32,1453.53,1781.42
2011-11-16,1126.2,1523.47,177.43,1461.84,1781.2
2011-11-17,1134.5,1526.07,178.8,1472.61,1784.11
2011-11-18,1137.6,1532.46,179.1,1477.98,1792.69
2011-11-21,1136.4,1535.73,178.77,1477.48,1793.13
2011-11-22,1139.6,1536.64,179.13,1481.35,1782.73
2011-11-23,1146.6,1549.46,180.25,1489.96,1792.88
2011-11-24,1149.2,1533.26,180.74,1486.48,1783.85
2011-11-25,1157.1,1544.09,181.88,1499.71,1792.35
2011-11-28,1159.9,1545.33,181.76,1495.49,1795.99
2011-11-29,1154.9,1538.04,180.88,1479.5,1790.61
2011-11-30,1150.3,1532.89,180.38,1475.69,1794.76
2011-12-01,1140.6,1532.91,178.81,1469.75,1790.23
2011-12-02,1127.2,1517.27,177.0,1449.68,1768.8
2011-12-05,1127.7,1513.09,177.3,1444.94,1759.78
2011-12-06,1130.3,1513.64,177.61,1451.8,1768.24
2011-12-07,1131.2,1516.54,177.73,1455.11,1764.9
2011-12-08,1126.8,1511.55,177.06,1450.94,1769.86
2011-12-09,1130.9,1509.69,177.74,1456.69,1767.43
2011-12-12,1142.3,1526.91,179.48,1471.75,1787.3
2011-12-13,1145.0,1508.48,180.01,1469.17,1784.2
2011-12-14,1155.4,1506.47,181.51,1482.04,1789.48
2011-12-15,1158.5,1504.49,181.83,1483.83,1792.37
2011-12-16,1161.4,1512.43,182.22,1491.27,1802.61
2011-12-19,1156.5,1508.13,182.11,1486.22,1795.06
2011-12-20,1169.5,1520.17,184.53,1499.07,1812.84
2011-12-21,1167.1,1526.92,183.89,1499.36,1828.55
2011-12-22,1150.9,1501.23,181.56,1474.19,1803.86
2011-12-23,1156.2,1509.25,182.38,1478.89,1812.52
2011-12-26,1149.4,1499.05,181.39,1472.36,1792.78
2011-12-27,1150.0,1501.38,181.98,1474.17,1796.36
2011-12-28,1156.4,1510.78,182.92,1484.18,1810.75
2011-12-29,1157.4,1497.44,183.09,1484.99,1788.13
2011-12-30,1153.3,1494.1,182.51,1485.16,1777.24
2011-12-31,1153.3,1494.1,182.51,1494.69,1776.48
2012-01-02,1153.3,1493.18,183.24,1494.69,1788.48
2012-01-03,1155.5,1494.87,183.59,1502.21,1792.64
2012-01-04,1150.9,1502.21,182.86,1499.54,1800.76
2012-01-05,1147.4,1484.28,182.29,1495.28,1791.09
2012-01-06,1150.3,1470.72,182.54,1490.61,1781.99
2012-01-09,1158.4,1469.66,183.6,1507.65,1785.67
2012-01-10,1164.3,1486.75,184.38,1514.64,1800.18
2012-01-11,1156.2,1476.53,183.09,1504.59,1789.22
2012-01-12,1159.4,1473.42,183.59,1507.97,1776.26
2012-01-13,1158.8,1484.77,183.41,1509.54,1777.08
2012-01-16,1150.6,1454.3,182.44,1495.55,1759.73
2012-01-17,1154.0,1461.02,182.7,1502.21,1767.75
2012-01-18,1147.0,1461.34,181.66,1492.81,1758.47
2012-01-19,1143.1,1469.86,181.1,1488.31,1763.8
2012-01-20,1136.4,1473.85,179.9,1474.31,1760.28
2012-01-25,1134.7,1478.91,179.14,1460.36,1772.8
2012-01-26,1126.3,1476.19,177.82,1449.36,1763.39
2012-01-27,1121.6,1470.03,177.08,1447.79,1759.45
2012-01-30,1123.8,1484.48,177.42,1464.23,1767.29
2012-01-31,1125.0,1478.19,177.62,1473.09,1766.76
2012-02-01,1125.8,1473.22,178.44,1475.59,1774.88
2012-02-02,1126.4,1483.19,178.58,1478.31,1784.61
2012-02-03,1118.5,1470.21,177.48,1467.94,1767.73
2012-02-06,1118.9,1469.23,177.52,1461.66,1769.99
2012-02-07,1119.9,1469.76,177.42,1462.87,1771.18
2012-02-08,1121.5,1487.0,177.88,1460.67,1783.02
2012-02-09,1116.7,1476.89,177.4,1449.13,1764.33
2012-02-10,1118.1,1485.45,177.62,1439.92,1768.39
2012-02-13,1121.2,1486.71,177.98,1444.38,1771.27
2012-02-14,1123.2,1478.81,178.35,1450.23,1768.2
2012-02-15,1123.6,1475.23,178.36,1432.43,1762.98
2012-02-16,1123.1,1466.26,178.26,1432.53,1762.03
2012-02-17,1127.8,1480.91,178.97,1429.68,1782.15
2012-02-20,1124.4,1485.95,178.51,1408.49,1784.82
2012-02-21,1122.7,1485.67,178.16,1410.16,1777.91
2012-02-22,1124.3,1487.73,178.56,1409.78,1773.98
2012-02-23,1126.3,1492.12,178.91,1402.27,1764.52
2012-02-24,1128.3,1508.82,179.12,1410.38,1776.56
2012-02-27,1124.7,1514.13,178.59,1379.41,1787.15
2012-02-28,1128.4,1512.11,179.05,1401.57,1786.14
2012-02-29,1126.5,1516.33,178.84,1399.21,1791.14
2012-03-02,1120.1,1491.75,177.78,1380.45,1787.4
2012-03-05,1114.5,1470.36,176.93,1364.05,1764.81
2012-03-06,1118.4,1477.91,177.31,1371.76,1774.01
2012-03-07,1120.3,1469.22,177.6,1387.37,1760.83
2012-03-08,1126.4,1481.38,178.51,1388.22,1773.35
2012-03-09,1119.8,1486.53,177.28,1372.98,1772.25
2012-03-12,1116.1,1463.99,176.86,1352.93,1748.59
2012-03-13,1122.1,1476.29,177.37,1363.01,1754.96
2012-03-14,1121.5,1466.75,177.24,1352.35,1761.26
2012-03-15,1123.8,1464.26,177.48,1341.21,1760.43
2012-03-16,1129.1,1476.86,178.4,1350.76,1773.2
2012-03-19,1124.4,1482.02,177.84,1346.18,1781.5
2012-03-20,1123.0,1486.12,177.62,1346.36,1784.22
2012-03-21,1123.1,1486.54,177.59,1342.22,1781.74
2012-03-22,1127.4,1489.46,178.31,1350.75,1788.73
2012-03-23,1130.3,1491.71,179.42,1368.07,1787.51
2012-03-26,1133.8,1505.74,179.85,1374.72,1800.25
2012-03-27,1138.1,1520.05,180.22,1373.52,1816.29
2012-03-28,1136.8,1514.73,180.26,1367.25,1813.59
2012-03-29,1137.2,1514.64,180.36,1370.78,1807.24
2012-03-30,1137.8,1513.44,180.44,1380.74,1815.42
2012-04-02,1134.2,1515.92,180.09,1368.73,1816.99
2012-04-03,1128.1,1503.7,179.11,1372.55,1807.95
2012-04-04,1123.4,1485.81,178.37,1357.26,1787.1
2012-04-05,1127.8,1482.27,179.07,1368.77,1792.53
2012-04-06,1129.5,1475.24,178.9,1371.92,1787.83
2012-04-09,1130.7,1477.99,179.27,1389.32,1794.08
2012-04-10,1137.6,1492.02,180.32,1394.63,1809.13
2012-04-12,1137.9,1492.98,180.39,1405.68,1811.71
2012-04-13,1142.3,1505.78,181.12,1411.9,1822.37
2012-04-16,1134.1,1482.55,179.94,1401.85,1798.4
2012-04-17,1137.7,1494.14,180.14,1415.31,1809.28
2012-04-18,1138.9,1495.03,180.72,1406.22,1814.5
2012-04-19,1136.6,1491.22,180.33,1397.77,1821.12
2012-04-20,1140.5,1498.96,180.92,1396.22,1831.76
2012-04-23,1140.2,1505.01,180.74,1396.36,1839.03
2012-04-24,1138.9,1498.11,180.53,1403.36,1836.36
2012-04-25,1141.2,1505.98,180.93,1402.74,1842.75
2012-04-26,1139.4,1506.86,180.74,1401.3,1842.47
2012-04-27,1137.8,1499.79,180.44,1403.48,1840.33
2012-04-30,1134.2,1501.68,179.75,1412.01,1845.85
2012-05-02,1131.6,1497.79,179.34,1411.68,1835.46
2012-05-03,1126.9,1482.44,178.65,1406.52,1825.3
2012-05-04,1130.0,1486.18,179.22,1408.19,1829.07
2012-05-07,1131.5,1469.59,179.43,1417.74,1825.34
2012-05-08,1138.9,1486.78,180.55,1425.32,1844.28
2012-05-09,1135.7,1475.56,180.04,1421.94,1833.99
2012-05-10,1140.0,1474.93,180.66,1431.17,1839.22
2012-05-11,1142.5,1477.48,180.94,1430.54,1843.25
2012-05-14,1145.2,1476.85,181.48,1432.4,1839.99
2012-05-15,1148.7,1473.72,181.72,1438.21,1849.35
2012-05-16,1154.1,1469.86,182.67,1438.04,1845.81
2012-05-17,1161.9,1478.05,183.78,1445.42,1849.34
2012-05-18,1163.2,1476.62,183.88,1465.17,1836.52
2012-05-21,1173.1,1495.59,185.38,1482.59,1852.85
2012-05-22,1166.7,1494.6,184.37,1470.51,1846.42
2012-05-23,1163.9,1475.19,184.08,1455.06,1835.3
2012-05-24,1171.7,1475.76,184.96,1473.84,1839.45
2012-05-25,1177.2,1475.68,185.54,1479.64,1843.73
2012-05-29,1180.4,1479.93,186.03,1483.38,1850.28
2012-05-30,1178.6,1470.89,185.66,1482.24,1842.39
2012-05-31,1177.8,1456.64,185.25,1489.1,1822.47
2012-06-01,1181.6,1460.93,185.53,1507.62,1820.2
2012-06-04,1180.3,1465.7,185.3,1509.91,1812.47
2012-06-05,1181.8,1477.72,185.69,1507.59,1817.9
2012-06-07,1178.4,1481.19,185.16,1484.88,1824.46
2012-06-08,1170.7,1471.57,183.96,1469.62,1817.8
2012-06-11,1173.0,1483.26,184.14,1475.47,1823.02
2012-06-12,1167.0,1455.6,183.23,1471.91,1806.98
