³¯Â¥,USD,EUR,CNY,JPY,GBP
2004-11-04,1116.7,1432.34,134.55,1052.55,2064.78
2004-11-05,1114.6,1432.68,134.43,1050.96,2063.83
2004-11-08,1110.9,1432.72,134.18,1051.99,2060.89
2004-11-09,1105.9,1432.33,133.74,1047.9,2058.09
2004-11-10,1104.4,1431.67,133.15,1044.94,2054.38
2004-11-11,1109.0,1429.22,132.98,1036.3,2053.26
2004-11-12,1112.4,1436.89,133.56,1044.95,2056.54
2004-11-15,1108.0,1438.52,133.94,1049.79,2058.95
2004-11-16,1096.9,1419.99,133.39,1041.25,2055.78
2004-11-17,1093.1,1416.49,132.07,1037.84,2047.22
2004-11-18,1088.2,1416.56,131.65,1045.59,2044.04
2004-11-19,1069.5,1385.7,131.05,1025.6,2039.89
2004-11-22,1068.6,1392.07,128.83,1036.92,2024.69
2004-11-23,1063.7,1387.01,128.75,1031.27,2023.01
2004-11-24,1064.5,1393.06,128.17,1029.75,2018.12
2004-11-25,1065.4,1395.24,128.29,1035.42,2017.76
2004-11-26,1060.3,1397.31,128.39,1034.94,2017.43
2004-11-28,1048.9,1397.52,127.77,1034.94,2012.85
2004-11-29,1048.9,1393.1,126.4,1021.67,2003.83
2004-11-30,1047.9,1390.77,126.45,1018.32,2003.32
2004-12-01,1048.1,1393.55,126.34,1018.17,2001.73
2004-12-02,1047.1,1396.83,126.36,1020.22,2001.13
2004-12-03,1042.1,1382.4,126.24,1010.62,2004.9
2004-12-06,1044.9,1406.17,125.64,1023.86,2000.0
2004-12-07,1038.3,1390.65,125.97,1005.08,2001.82
2004-12-08,1042.1,1398.81,125.2,1013.37,1996.24
2004-12-09,1052.2,1405.16,125.66,1012.95,1998.59
2004-12-10,1056.8,1410.59,126.88,1009.99,2035.19
2004-12-12,1062.8,1413.71,127.35,1056.8,2037.2
2004-12-13,1062.8,1405.55,127.99,1010.46,2040.6
2004-12-14,1061.1,1413.23,128.06,1013.85,2039.86
2004-12-15,1056.1,1403.93,127.85,1000.95,2037.73
2004-12-16,1060.7,1421.71,127.27,1016.87,2060.2
2004-12-17,1055.6,1424.53,127.75,1008.84,2062.09
2004-12-20,1058.8,1410.37,127.14,1016.61,2057.33
2004-12-21,1058.1,1417.59,127.53,1016.13,2058.33
2004-12-22,1055.4,1410.12,127.44,1010.58,2056.66
2004-12-23,1056.5,1410.88,127.13,1013.53,2053.37
2004-12-24,1051.0,1419.43,127.27,1014.23,2052.96
2004-12-27,1046.2,1415.14,126.59,1008.34,2047.93
2004-12-28,1047.7,1426.86,126.04,1016.84,2043.59
2004-12-29,1042.4,1419.28,126.22,1011.3,2044.3
2004-12-30,1043.2,1419.69,125.58,1004.91,2039.69
2004-12-31,1043.8,1422.96,125.7,1012.07,2039.85
2005-01-03,1035.6,1405.41,125.76,1009.01,2039.79
2005-01-04,1037.1,1396.04,124.78,1007.97,2032.65
2005-01-05,1038.8,1398.38,124.99,995.21,2032.6
2005-01-06,1047.3,1389.98,125.21,1006.39,2032.7
2005-01-07,1048.0,1394.16,126.23,999.09,2037.41
2005-01-10,1052.9,1374.56,126.3,1004.92,2036.42
2005-01-11,1053.2,1380.06,126.9,1010.8,2037.95
2005-01-12,1045.2,1381.3,126.91,1010.78,2036.16
2005-01-13,1041.2,1380.74,125.94,1016.35,2028.49
2005-01-14,1036.5,1369.22,125.47,1011.76,2024.06
2005-01-17,1038.3,1360.8,124.93,1017.69,2018.82
2005-01-18,1035.8,1362.6,125.15,1012.26,2018.11
2005-01-19,1036.9,1349.58,124.86,1014.33,2014.34
2005-01-20,1033.4,1343.26,125.0,1004.42,2012.86
2005-01-21,1032.1,1337.6,124.6,997.63,2007.83
2005-01-24,1037.5,1353.78,124.47,1009.39,2004.35
2005-01-25,1033.8,1348.64,125.11,1007.55,2006.37
2005-01-26,1031.4,1338.29,124.65,992.11,2001.48
2005-01-27,1033.4,1350.96,124.4,1002.08,1997.56
2005-01-28,1028.1,1340.64,124.64,1000.15,1997.24
2005-01-31,1026.4,1336.17,124.0,990.06,1935.64
2005-02-01,1026.4,1338.84,123.95,990.49,1934.52
2005-02-02,1027.5,1339.96,123.96,990.89,1933.87
2005-02-03,1027.1,1338.57,124.09,990.12,1934.07
2005-02-04,1027.9,1333.85,124.04,983.73,1933.1
2005-02-07,1026.7,1321.11,124.15,986.22,1932.95
2005-02-10,1026.7,1322.3,124.0,969.91,1930.71
2005-02-11,1026.5,1321.62,124.04,969.91,1929.66
2005-02-14,1035.2,1331.94,124.02,981.28,1928.24
2005-02-15,1026.7,1336.31,125.06,977.25,1933.97
2005-02-16,1026.7,1336.87,124.01,982.35,1926.72
2005-02-17,1025.9,1336.39,124.02,973.15,1933.1
2005-02-18,1025.8,1340.93,123.93,972.32,1943.63
2005-02-21,1025.2,1340.19,123.89,970.88,1942.57
2005-02-22,1023.9,1341.75,123.82,971.03,1941.34
2005-02-23,1015.3,1343.12,123.67,974.98,1939.68
2005-02-24,1002.2,1342.24,122.62,954.43,1932.52
2005-02-25,1004.2,1340.41,121.09,954.43,1922.35
2005-02-26,1004.2,1343.28,121.37,952.25,1923.61
2005-02-28,1008.1,1345.44,121.36,957.59,1923.2
2005-03-02,1004.8,1348.77,121.83,962.5,1925.89
2005-03-03,1006.8,1349.8,121.41,960.92,1923.12
2005-03-04,1006.7,1352.58,121.67,955.62,1924.66
2005-03-07,1007.8,1354.71,121.66,962.05,1924.58
2005-03-08,1004.7,1357.14,121.78,955.81,1925.45
2005-03-09,1004.3,1358.38,121.41,960.09,1923.31
2005-03-10,1002.1,1360.44,121.36,963.51,1923.28
2005-03-11,998.4,1341.5,121.09,959.95,1921.94
2005-03-14,1000.7,1342.3,120.65,962.26,1918.82
2005-03-15,999.9,1344.96,120.94,963.37,1920.34
2005-03-16,999.9,1346.6,120.83,959.59,1919.48
2005-03-17,1003.7,1348.59,120.84,963.11,1919.43
2005-03-18,1002.6,1351.69,121.3,959.2,1922.26
2005-03-21,1002.9,1353.28,121.16,957.56,1921.42
2005-03-22,1007.4,1355.36,121.2,957.2,1921.78
2005-03-23,1012.2,1358.72,121.75,958.7,1925.38
2005-03-24,1011.5,1362.08,122.32,954.47,1929.17
2005-03-25,1012.4,1363.75,122.22,951.19,1928.87
2005-03-28,1013.1,1366.0,122.34,952.34,1929.97
2005-03-29,1016.3,1368.14,122.42,947.29,1930.89
2005-03-30,1019.0,1371.1,122.81,948.13,1933.81
2005-03-31,1024.3,1373.84,123.13,952.53,1936.34
2005-04-01,1017.6,1377.31,123.76,949.56,1940.87
2005-04-04,1013.1,1377.06,122.93,941.67,1936.33
2005-04-06,1011.1,1377.73,122.42,933.48,1933.77
2005-04-07,1014.7,1379.24,122.2,933.62,1933.05
2005-04-08,1014.1,1382.44,122.64,934.09,1936.52
2005-04-11,1014.0,1384.27,122.55,937.54,1936.76
2005-04-12,1014.3,1386.27,122.53,941.26,1937.51
2005-04-13,1012.0,1388.36,122.56,938.99,1938.63
2005-04-14,1012.5,1389.68,122.28,943.4,1937.85
2005-04-15,1013.0,1391.85,122.34,936.53,1939.24
2005-04-18,1022.2,1394.08,122.41,950.31,1940.7
2005-04-19,1021.5,1398.78,123.5,950.85,1948.64
2005-04-20,1014.5,1400.34,123.38,958.58,1949.09
2005-04-21,1009.4,1399.97,122.52,944.2,1944.94
2005-04-22,1006.8,1400.48,121.94,942.3,1942.52
2005-04-25,1005.3,1401.75,121.64,951.13,1941.86
2005-04-26,999.5,1403.24,121.44,945.38,1941.93
2005-04-27,998.2,1403.54,120.75,940.46,1938.92
2005-04-28,1002.4,1405.32,120.61,946.06,1939.38
2005-04-29,1002.5,1408.69,121.11,944.73,1943.9
2005-05-02,1001.8,1410.75,121.11,957.29,1945.32
2005-05-03,999.8,1412.44,121.0,951.33,1946.13
2005-05-04,1001.9,1413.86,120.77,954.46,1946.16
2005-05-06,999.6,1416.49,121.02,955.87,1949.24
2005-05-09,999.6,1417.71,120.73,949.51,1948.96
2005-05-10,1001.6,1419.76,120.74,947.36,1950.57
2005-05-11,1000.6,1422.4,120.98,949.07,1953.65
2005-05-12,999.4,1424.06,120.85,944.66,1954.42
2005-05-13,1000.2,1425.73,120.71,936.3,1955.13
2005-05-16,1001.2,1428.09,120.82,932.43,1957.39
2005-05-17,1007.1,1430.49,120.94,942.4,1959.73
2005-05-18,1005.5,1434.25,121.64,935.83,1965.72
2005-05-19,1006.5,1435.71,121.43,940.17,1966.05
2005-05-20,1002.7,1437.97,121.55,931.57,1968.45
2005-05-23,1005.2,1438.82,121.09,928.98,1967.23
2005-05-24,1006.9,1441.67,121.41,934.13,1970.87
2005-05-25,1002.1,1444.11,121.59,931.28,1973.71
2005-05-26,1000.3,1444.61,121.01,928.48,1971.75
2005-05-27,1001.3,1446.12,120.8,926.96,1972.14
2005-05-30,1000.7,1448.49,120.93,926.53,1974.64
2005-05-31,1002.5,1450.31,120.85,928.37,1975.84
2005-06-01,1005.5,1452.86,121.06,927.8,1978.9
2005-06-02,1011.2,1233.77,121.42,930.61,1982.89
2005-06-03,1013.7,1243.61,122.14,936.57,1980.25
2005-06-07,1009.7,1237.44,122.44,943.95,1975.56
2005-06-08,1004.5,1233.17,121.95,942.53,1965.94
2005-06-09,1005.7,1230.52,121.34,937.67,1835.1
2005-06-10,1005.2,1229.11,121.8,934.46,1829.77
2005-06-13,1005.7,1230.2,121.75,925.21,1826.39
2005-06-14,1009.76,1231.57,121.83,921.66,1824.02
2005-06-15,1015.4,1233.89,122.34,927.86,1824.58
2005-06-16,1014.6,1236.57,123.01,929.29,1826.41
2005-06-17,1012.1,1237.5,122.9,928.62,1823.37
2005-06-20,1010.9,1238.05,122.6,930.8,1819.29
2005-06-21,1008.1,1239.02,122.46,921.78,1816.43
2005-06-22,1011.4,1239.58,122.15,932.85,1812.51
2005-06-23,1009.3,1241.8,122.54,928.22,1813.37
2005-06-24,1010.1,1242.55,122.29,926.57,1810.18
2005-06-27,1012.4,1244.13,122.4,928.13,1809.44
2005-06-28,1013.1,1246.09,122.67,926.52,1809.94
2005-06-29,1015.9,1247.62,122.76,925.02,1809.35
2005-06-30,1024.4,1249.71,123.1,927.27,1810.52
2005-07-01,1028.8,1253.31,124.12,928.48,1816.26
2005-07-04,1030.3,1255.71,124.64,922.22,1818.83
2005-07-05,1040.0,1257.29,124.82,931.9,1819.28
2005-07-06,1045.0,1261.08,125.98,935.92,1826.25
2005-07-07,1050.4,1263.5,126.55,935.64,1829.56
2005-07-08,1052.5,1266.04,127.2,939.44,1833.44
2005-07-11,1053.8,1267.63,127.43,939.05,1834.73
2005-07-12,1045.6,1269.03,127.59,935.95,1835.59
2005-07-13,1039.9,1267.85,126.59,937.23,1828.99
2005-07-14,1037.7,1267.49,125.92,925.9,1824.57
2005-07-15,1037.5,1268.1,125.69,923.45,1822.96
2005-07-18,1037.7,1269.19,125.67,924.7,1822.79
2005-07-19,1037.8,1270.39,125.69,927.23,1822.96
2005-07-20,1038.2,1271.57,125.7,919.78,1823.12
2005-07-21,1042.4,1272.82,125.76,924.11,1823.62
2005-07-22,1036.6,1275.07,126.26,938.57,1827.07
2005-07-25,1022.8,1274.59,125.52,916.69,1822.6
2005-07-26,1023.7,1272.11,123.9,916.84,1812.28
2005-07-27,1026.1,1273.68,124.04,912.13,1813.44
2005-07-28,1031.2,1275.55,124.34,919.28,1815.64
2005-07-29,1028.3,1278.1,124.94,915.79,1819.89
2005-08-01,1025.7,1278.45,124.58,909.59,1817.93
2005-08-02,1026.7,1278.93,124.28,915.23,1816.36
2005-08-03,1021.5,1280.39,124.4,916.92,1817.58
2005-08-04,1018.1,1280.16,123.76,916.18,1813.92
2005-08-05,1011.9,1280.51,123.36,909.12,1811.85
2005-08-08,1013.9,1280.12,122.62,902.73,1807.6
2005-08-09,1017.8,1281.99,122.89,909.03,1809.89
2005-08-10,1014.6,1284.28,123.35,907.47,1813.47
2005-08-11,1014.9,1284.61,122.95,917.51,1811.51
2005-08-12,1014.4,1285.97,122.98,924.07,1812.41
2005-08-16,1014.2,1287.12,122.9,927.27,1812.7
2005-08-17,1016.4,1288.4,122.87,927.25,1813.37
2005-08-18,1019.2,1290.33,123.14,927.35,1815.99
2005-08-19,1018.6,1292.36,123.47,921.68,1819.04
2005-08-22,1022.7,1243.91,123.4,925.65,1819.47
2005-08-23,1025.4,1254.37,123.9,934.77,1821.15
2005-08-24,1026.1,1254.51,124.2,933.54,1822.16
2005-08-25,1027.7,1260.37,124.28,931.18,1821.77
2005-08-26,1026.6,1261.85,124.48,931.2,1822.46
2005-08-29,1028.4,1267.55,124.34,935.29,1821.05
2005-08-30,1030.0,1260.46,124.56,931.28,1822.29
2005-08-31,1031.0,1259.16,124.76,925.62,1822.99
2005-09-01,1037.6,1280.04,124.89,937.6,1823.14
2005-09-02,1035.7,1293.28,125.66,942.66,1828.63
2005-09-05,1029.4,1290.92,125.4,938.04,1828.03
2005-09-06,1024.4,1282.04,124.65,936.42,1824.05
2005-09-07,1024.3,1275.97,124.06,934.54,1820.69
2005-09-08,1024.4,1271.9,124.06,930.38,1820.91
2005-09-09,1025.7,1272.02,124.08,928.19,1821.01
2005-09-12,1027.3,1274.31,124.24,940.79,1822.02
2005-09-13,1024.4,1258.53,124.41,929.12,1823.27
2005-09-14,1026.7,1261.2,124.08,926.92,1820.36
2005-09-15,1024.6,1258.41,124.37,927.79,1821.68
2005-09-16,1024.9,1253.71,124.11,926.38,1819.28
2005-09-20,1026.3,1245.83,124.16,920.9,1818.68
2005-09-21,1028.8,1246.7,124.34,918.94,1818.55
2005-09-22,1030.4,1259.72,124.65,925.74,1819.31
2005-09-23,1027.2,1249.23,124.82,920.31,1819.93
2005-09-26,1028.9,1238.8,124.44,913.52,1816.42
2005-09-27,1035.2,1249.64,124.67,921.37,1816.39
2005-09-28,1034.3,1242.81,125.42,912.28,1820.37
2005-09-29,1037.5,1251.9,125.31,919.0,1818.35
2005-09-30,1038.0,1247.42,125.69,915.87,1820.1
2005-10-04,1040.7,1239.37,125.76,910.5,1819.52
2005-10-05,1043.4,1243.47,126.09,912.5,1820.29
2005-10-06,1041.0,1250.03,126.41,912.32,1821.25
2005-10-07,1039.7,1265.11,126.12,917.45,1818.55
2005-10-10,1037.3,1257.1,125.96,911.83,1817.54
2005-10-11,1038.4,1251.58,125.68,909.08,1815.34
2005-10-12,1040.5,1246.73,125.82,907.9,1815.66
2005-10-13,1043.6,1254.51,126.08,912.36,1816.5
2005-10-14,1046.4,1257.41,126.44,913.69,1818.45
2005-10-17,1046.7,1262.84,126.78,915.47,1820.35
2005-10-18,1044.6,1255.09,126.8,907.44,1820.47
2005-10-19,1051.0,1254.95,126.56,907.33,1818.46
2005-10-20,1052.6,1260.86,127.34,912.05,1823.14
2005-10-21,1054.6,1267.21,127.51,914.1,1824.12
2005-10-24,1054.9,1260.08,127.75,910.53,1825.84
2005-10-25,1060.3,1269.13,127.79,917.41,1825.84
2005-10-26,1054.5,1276.58,128.43,915.56,1830.26
2005-10-27,1047.0,1262.63,127.71,903.25,1826.15
2005-10-28,1045.1,1268.59,126.84,906.06,1864.3
2005-10-31,1042.7,1256.71,126.52,900.39,1860.72
2005-11-01,1042.8,1249.22,126.25,894.15,1856.94
2005-11-02,1042.8,1254.33,126.29,893.23,1854.81
2005-11-03,1042.5,1258.87,126.29,892.25,1852.82
2005-11-04,1042.3,1244.77,126.26,888.54,1850.95
2005-11-07,1047.8,1236.88,126.25,885.6,1848.55
2005-11-08,1050.1,1238.23,126.93,892.6,1850.24
2005-11-09,1048.0,1233.97,127.19,892.94,1849.41
2005-11-10,1046.4,1231.56,126.93,889.46,1845.18
2005-11-11,1046.6,1223.11,126.76,886.16,1841.48
2005-11-14,1043.3,1222.75,126.8,884.04,1838.82
2005-11-15,1041.1,1217.1,126.41,876.38,1833.51
2005-11-16,1035.5,1214.02,126.17,871.16,1829.01
2005-11-17,1036.0,1208.65,125.51,868.73,1821.83
2005-11-18,1035.0,1215.4,125.6,871.47,1819.31
2005-11-21,1035.6,1219.89,125.47,869.12,1815.93
2005-11-22,1038.5,1217.59,125.56,871.99,1814.26
2005-11-23,1043.5,1233.16,125.91,878.18,1814.24
2005-11-24,1038.0,1225.88,126.5,874.07,1816.65
2005-11-25,1037.4,1222.32,125.83,872.09,1810.66
2005-11-28,1041.1,1221.16,125.78,870.38,1808.57
2005-11-29,1040.8,1232.46,126.24,875.03,1809.73
2005-11-30,1036.3,1219.31,126.19,865.35,1808.26
2005-12-01,1035.5,1220.7,125.66,864.32,1803.12
2005-12-02,1034.1,1213.98,125.58,858.17,1801.04
2005-12-05,1038.2,1214.43,125.43,856.35,1798.2
2005-12-06,1037.9,1224.05,125.94,858.16,1799.67
2005-12-07,1034.7,1219.19,125.89,856.82,1798.11
2005-12-08,1034.8,1212.27,125.51,854.96,1794.25
2005-12-09,1034.3,1222.08,125.54,859.05,1792.73
2005-12-12,1034.1,1219.46,125.47,855.58,1791.19
2005-12-13,1033.9,1236.18,125.46,862.81,1789.92
2005-12-14,1029.5,1228.97,125.42,857.88,1789.41
2005-12-15,1019.8,1223.3,124.89,867.14,1785.45
2005-12-16,1013.9,1213.44,123.71,871.16,1777.18
2005-12-19,1016.3,1223.37,123.02,879.57,1771.66
2005-12-20,1016.2,1219.9,123.31,874.9,1791.0
2005-12-21,1016.9,1206.7,123.26,866.85,1789.32
2005-12-22,1018.6,1205.36,123.37,867.52,1787.99
2005-12-23,1018.1,1208.23,123.58,872.56,1787.31
2005-12-26,1014.8,1203.4,123.51,871.33,1785.08
2005-12-27,1012.2,1198.9,123.12,869.18,1780.63
2005-12-28,1011.9,1197.38,122.82,861.85,1776.66
2005-12-29,1012.7,1198.28,122.81,859.57,1774.54
2005-12-30,1013.0,1199.34,122.91,859.9,1773.29
2006-01-02,1013.0,1200.15,122.95,860.04,1771.77
2006-01-03,1008.9,1192.57,122.95,856.34,1770.13
2006-01-04,1005.6,1208.38,122.46,864.85,1765.07
2006-01-05,999.4,1210.07,122.06,859.51,1761.53
2006-01-06,994.4,1203.62,121.33,856.84,1756.0
2006-01-09,992.5,1206.23,120.74,867.65,1751.18
2006-01-10,978.4,1182.35,120.51,854.57,1748.9
2006-01-11,981.7,1184.22,118.83,857.6,1736.18
2006-01-12,984.4,1194.82,119.27,861.73,1737.31
2006-01-13,976.3,1175.86,119.58,851.73,1738.22
2006-01-16,982.7,1192.8,118.61,859.87,1730.0
2006-01-17,982.8,1190.12,119.4,853.27,1734.06
2006-01-18,988.2,1197.15,119.41,856.21,1732.94
2006-01-19,992.0,1202.01,120.06,860.7,1736.34
2006-01-20,986.1,1192.59,120.5,853.95,1738.64
2006-01-23,986.8,1197.73,119.79,856.04,1733.07
2006-01-24,980.9,1207.34,119.89,856.87,1733.04
2006-01-25,977.5,1199.49,119.16,850.85,1728.29
2006-01-26,977.2,1196.63,118.78,843.94,1725.38
2006-01-27,967.8,1181.73,118.76,831.55,1724.69
2006-01-31,971.0,1173.79,117.65,824.94,1716.23
2006-02-01,968.6,1176.17,118.08,825.57,1717.32
2006-02-02,961.1,1159.04,117.78,814.04,1713.92
2006-02-03,969.7,1172.03,116.9,818.0,1706.01
2006-02-06,970.6,1167.0,117.96,816.21,1711.34
2006-02-07,966.5,1157.05,118.05,811.95,1710.21
2006-02-08,967.8,1160.25,117.57,822.4,1704.95
2006-02-09,970.0,1160.07,117.72,818.25,1704.09
2006-02-10,971.2,1164.32,118.0,817.75,1704.07
2006-02-13,970.6,1155.35,118.14,823.21,1703.45
2006-02-14,974.5,1160.78,118.06,828.34,1701.06
2006-02-15,973.9,1161.33,118.53,828.32,1702.57
2006-02-16,973.6,1157.76,118.45,826.13,1700.62
2006-02-17,976.4,1161.87,118.42,829.78,1698.89
2006-02-20,974.1,1162.69,118.76,825.09,1699.8
2006-02-21,968.0,1154.53,118.49,817.95,1696.83
2006-02-22,968.2,1153.13,117.77,814.74,1690.64
2006-02-23,973.3,1159.74,117.82,821.8,1689.41
2006-02-24,972.6,1159.24,118.42,830.71,1692.18
2006-02-27,964.7,1145.82,118.31,825.52,1690.42
2006-02-28,969.0,1147.88,117.37,833.8,1682.7
2006-03-02,970.6,1157.05,117.9,836.65,1684.68
2006-03-03,969.8,1166.77,118.08,836.65,1684.91
2006-03-06,969.0,1169.63,117.98,833.01,1683.86
2006-03-07,973.3,1168.59,117.89,827.57,1683.05
2006-03-08,976.7,1161.54,118.43,829.43,1686.16
2006-03-09,980.2,1169.13,118.83,832.23,1688.0
2006-03-10,981.2,1167.87,119.24,829.98,1690.31
2006-03-13,982.6,1170.82,119.36,826.17,1690.65
2006-03-14,981.6,1174.34,119.53,827.45,1691.48
2006-03-15,977.5,1174.81,119.4,831.31,1690.59
2006-03-16,974.7,1176.22,118.9,829.85,1687.39
2006-03-17,974.4,1185.7,118.57,833.14,1685.4
2006-03-20,971.9,1184.21,118.54,837.45,1685.8
2006-03-21,969.1,1178.33,118.23,832.88,1684.32
2006-03-22,967.3,1171.35,117.9,826.15,1682.43
2006-03-23,971.5,1172.99,117.7,830.31,1681.01
2006-03-24,973.7,1165.03,118.21,825.97,1684.23
2006-03-27,980.8,1180.2,118.47,834.16,1685.42
2006-03-28,976.3,1172.63,119.31,837.09,1691.12
2006-03-29,975.8,1171.45,118.75,827.86,1687.37
2006-03-30,978.1,1176.46,118.71,830.62,1686.95
2006-03-31,975.9,1187.13,118.99,831.72,1688.81
2006-04-03,975.0,1181.02,118.71,827.92,1687.63
2006-04-04,970.7,1178.43,118.61,824.76,1687.29
2006-04-05,966.1,1184.0,118.1,822.21,1684.15
2006-04-06,959.5,1178.79,117.55,816.42,1681.1
2006-04-07,954.9,1165.55,116.77,810.23,1676.33
2006-04-10,952.4,1152.83,116.24,805.96,1672.52
2006-04-11,952.9,1153.82,115.96,804.34,1669.71
2006-04-12,954.1,1159.09,116.03,807.7,1669.26
2006-04-13,955.6,1157.42,116.17,806.92,1669.56
2006-04-14,960.4,1162.9,116.36,809.34,1670.06
2006-04-17,961.4,1166.23,116.93,811.44,1673.32
2006-04-18,955.3,1170.58,117.04,810.78,1673.76
2006-04-19,953.0,1178.15,116.29,814.63,1668.98
2006-04-20,947.3,1172.52,116.02,807.0,1667.72
2006-04-21,947.5,1165.71,115.35,806.83,1663.57
2006-04-24,947.2,1171.54,115.39,817.54,1663.67
2006-04-25,940.5,1164.62,115.33,820.14,1663.5
2006-04-26,941.8,1170.33,114.52,819.35,1658.16
2006-04-27,947.4,1179.23,114.69,824.94,1659.48
2006-04-28,945.7,1184.91,115.36,828.29,1664.4
2006-05-02,944.1,1187.54,115.13,830.56,1663.79
2006-05-03,941.9,1188.07,114.93,831.08,1663.53
2006-05-04,935.8,1181.12,114.67,822.14,1662.84
2006-05-08,939.1,1195.76,113.95,837.77,1658.8
2006-05-09,930.7,1182.36,114.33,832.8,1662.66
2006-05-10,933.1,1190.96,113.31,840.59,1656.79
2006-05-11,931.7,1189.55,113.61,840.47,1659.85
2006-05-12,934.5,1201.02,113.43,846.7,1659.71
2006-05-15,933.7,1209.8,113.76,851.95,1663.39
2006-05-16,940.2,1202.8,113.64,850.63,1664.57
2006-05-17,946.7,1216.37,114.43,862.71,1671.13
2006-05-18,937.6,1194.92,115.18,845.56,1678.0
2006-05-19,944.5,1214.11,114.08,852.55,1671.79
2006-05-22,944.8,1205.99,114.93,845.27,1679.05
2006-05-23,950.1,1221.02,114.96,851.53,1680.46
2006-05-24,947.2,1210.33,115.58,843.87,1686.41
2006-05-25,949.4,1212.29,115.23,841.48,1685.41
2006-05-26,949.2,1215.45,115.5,849.05,1688.47
2006-05-29,946.3,1205.59,115.46,841.27,1689.61
2006-05-30,947.4,1208.03,115.12,842.21,1688.25
2006-06-01,947.6,1213.97,115.26,841.41,1690.06
2006-06-02,947.4,1213.62,115.27,841.68,1691.34
2006-06-05,946.8,1223.83,115.25,847.82,1692.31
2006-06-07,943.8,1210.71,115.16,833.89,1693.34
2006-06-08,947.7,1213.44,114.82,835.79,1691.99
2006-06-09,951.1,1202.86,115.3,835.03,1695.98
2006-06-12,954.1,1203.31,115.7,835.39,1698.86
2006-06-13,956.6,1203.93,116.05,836.12,1701.42
2006-06-14,960.9,1205.64,116.35,833.54,1703.61
2006-06-15,962.1,1212.92,116.87,837.34,1707.24
2006-06-16,959.4,1212.35,116.99,835.82,1708.67
2006-06-19,955.2,1207.56,116.66,828.23,1707.16
2006-06-20,961.7,1209.43,116.17,833.0,1704.35
2006-06-21,960.9,1210.25,116.96,836.66,1709.86
2006-06-22,954.6,1208.91,116.84,831.61,1709.52
2006-06-23,954.3,1200.22,116.09,821.43,1705.03
2006-06-26,958.7,1199.81,116.09,823.31,1704.89
2006-06-27,958.8,1207.32,116.62,825.34,1708.13
2006-06-28,958.1,1204.24,116.61,823.11,1708.31
2006-06-29,958.3,1202.04,116.53,822.96,1707.86
2006-06-30,960.3,1215.93,116.56,834.03,1707.99
2006-07-03,952.6,1218.18,116.78,833.38,1710.08
2006-07-04,944.7,1209.03,115.84,823.23,1704.82
2006-07-05,942.2,1204.7,114.92,818.09,1699.23
2006-07-06,945.9,1204.13,114.64,818.54,1697.58
2006-07-07,949.7,1213.43,115.1,824.32,1700.61
2006-07-10,946.3,1212.12,115.54,830.74,1703.96
2006-07-11,942.5,1200.84,115.1,824.15,1701.63
2006-07-12,945.0,1206.2,114.66,826.37,1698.72
2006-07-13,948.8,1205.36,114.97,822.33,1700.91
2006-07-14,951.1,1206.06,115.43,823.63,1703.97
2006-07-18,952.9,1192.74,115.7,814.06,1705.79
2006-07-19,957.4,1196.75,115.93,815.99,1706.62
2006-07-20,958.4,1206.91,116.47,820.34,1709.64
2006-07-21,951.3,1201.78,116.57,813.22,1710.37
2006-07-24,952.7,1210.12,115.72,819.67,1704.72
2006-07-25,951.2,1200.89,115.89,814.59,1706.16
2006-07-26,952.4,1198.12,115.72,812.91,1704.87
2006-07-27,953.0,1212.5,115.87,819.71,1705.52
2006-07-28,951.9,1208.06,115.93,822.27,1706.32
2006-07-31,953.1,1216.39,115.79,830.23,1705.61
2006-08-01,954.5,1218.8,115.92,833.01,1707.11
2006-08-02,956.4,1226.06,116.08,835.14,1708.89
2006-08-03,959.4,1227.22,116.3,837.43,1711.38
2006-08-04,966.3,1235.8,116.66,839.02,1714.72
2006-08-07,964.4,1242.63,117.48,844.67,1721.38
2006-08-08,961.5,1232.55,117.22,835.29,1721.36
2006-08-09,963.9,1231.67,116.88,833.68,1720.28
2006-08-10,963.7,1239.94,117.18,834.95,1723.21
2006-08-11,958.0,1225.86,117.15,831.53,1724.34
2006-08-14,959.2,1221.92,116.46,824.87,1720.5
2006-08-16,965.2,1234.1,116.63,832.28,1721.96
2006-08-17,964.8,1239.0,117.34,832.87,1727.48
2006-08-18,961.7,1233.67,117.27,829.3,1728.17
2006-08-21,961.7,1234.63,116.9,830.95,1726.61
2006-08-22,957.2,1232.2,116.91,825.42,1727.49
2006-08-23,956.9,1225.98,116.37,821.76,1724.68
2006-08-24,956.6,1222.82,116.35,822.21,1724.89
2006-08-25,958.2,1222.66,116.31,822.77,1724.82
2006-08-28,960.7,1226.05,116.51,819.22,1726.23
2006-08-29,964.2,1233.4,116.81,822.84,1728.44
2006-08-30,961.7,1233.86,117.22,824.04,1731.7
2006-08-31,959.6,1232.27,116.9,820.28,1730.29
2006-09-01,961.5,1231.44,116.66,819.1,1729.27
2006-09-04,961.1,1235.16,116.9,821.56,1731.25
2006-09-05,958.3,1232.13,116.84,825.09,1731.47
2006-09-06,956.0,1225.99,116.49,823.39,1729.71
2006-09-07,956.9,1226.65,116.22,820.74,1728.16
2006-09-08,956.8,1218.2,116.34,821.6,1729.13
2006-09-11,955.2,1210.14,116.33,816.9,1728.8
